,datetimes,events
0,2024-02-23 11.16.02.331,START
1,2024-02-23 11.16.07.331,STANDARD
2,2024-02-23 11.16.08.350,STANDARD
3,2024-02-23 11.16.09.862,STANDARD
4,2024-02-23 11.16.11.364,STANDARD
5,2024-02-23 11.16.12.887,TARGET
6,2024-02-23 11.16.13.435,KEY PRESS
7,2024-02-23 11.16.14.401,TARGET
8,2024-02-23 11.16.14.846,KEY PRESS
9,2024-02-23 11.16.15.925,STANDARD
10,2024-02-23 11.16.17.452,STANDARD
11,2024-02-23 11.16.18.967,STANDARD
12,2024-02-23 11.16.20.493,STANDARD
13,2024-02-23 11.16.22.007,TARGET
14,2024-02-23 11.16.22.508,KEY PRESS
15,2024-02-23 11.16.23.509,STANDARD
16,2024-02-23 11.16.25.036,STANDARD
17,2024-02-23 11.16.26.560,STANDARD
18,2024-02-23 11.16.28.086,STANDARD
19,2024-02-23 11.16.29.613,STANDARD
20,2024-02-23 11.16.31.124,STANDARD
21,2024-02-23 11.16.32.650,STANDARD
22,2024-02-23 11.16.34.166,STANDARD
23,2024-02-23 11.16.35.694,TARGET
24,2024-02-23 11.16.36.144,KEY PRESS
25,2024-02-23 11.16.37.206,STANDARD
26,2024-02-23 11.16.38.729,STANDARD
27,2024-02-23 11.16.40.240,STANDARD
28,2024-02-23 11.16.41.765,STANDARD
29,2024-02-23 11.16.43.274,TARGET
30,2024-02-23 11.16.43.777,KEY PRESS
31,2024-02-23 11.16.44.791,STANDARD
32,2024-02-23 11.16.46.306,STANDARD
33,2024-02-23 11.16.47.827,TARGET
34,2024-02-23 11.16.48.310,KEY PRESS
35,2024-02-23 11.16.49.357,STANDARD
36,2024-02-23 11.16.50.885,STANDARD
37,2024-02-23 11.16.52.414,STANDARD
38,2024-02-23 11.16.53.932,STANDARD
39,2024-02-23 11.16.55.458,STANDARD
40,2024-02-23 11.16.56.980,STANDARD
41,2024-02-23 11.16.58.502,TARGET
42,2024-02-23 11.16.58.902,KEY PRESS
43,2024-02-23 11.17.00.004,TARGET
44,2024-02-23 11.17.00.402,KEY PRESS
45,2024-02-23 11.17.01.524,STANDARD
46,2024-02-23 11.17.03.049,STANDARD
47,2024-02-23 11.17.04.572,STANDARD
48,2024-02-23 11.17.06.091,STANDARD
49,2024-02-23 11.17.07.618,TARGET
50,2024-02-23 11.17.08.100,KEY PRESS
51,2024-02-23 11.17.09.134,STANDARD
52,2024-02-23 11.17.10.658,STANDARD
53,2024-02-23 11.17.12.186,STANDARD
54,2024-02-23 11.17.13.715,STANDARD
55,2024-02-23 11.17.15.238,STANDARD
56,2024-02-23 11.17.16.752,TARGET
57,2024-02-23 11.17.17.168,KEY PRESS
58,2024-02-23 11.17.18.255,STANDARD
59,2024-02-23 11.17.19.771,STANDARD
60,2024-02-23 11.17.21.294,STANDARD
61,2024-02-23 11.17.22.820,STANDARD
62,2024-02-23 11.17.24.343,STANDARD
63,2024-02-23 11.17.25.859,STANDARD
64,2024-02-23 11.17.27.382,STANDARD
65,2024-02-23 11.17.28.896,STANDARD
66,2024-02-23 11.17.30.416,TARGET
67,2024-02-23 11.17.30.861,KEY PRESS
68,2024-02-23 11.17.31.933,STANDARD
69,2024-02-23 11.17.33.451,TARGET
70,2024-02-23 11.17.33.865,KEY PRESS
71,2024-02-23 11.17.34.970,STANDARD
72,2024-02-23 11.17.36.494,STANDARD
73,2024-02-23 11.17.38.023,STANDARD
74,2024-02-23 11.17.39.525,TARGET
75,2024-02-23 11.17.39.956,KEY PRESS
76,2024-02-23 11.17.41.049,STANDARD
77,2024-02-23 11.17.42.575,TARGET
78,2024-02-23 11.17.43.057,KEY PRESS
79,2024-02-23 11.17.44.100,STANDARD
80,2024-02-23 11.17.45.630,STANDARD
81,2024-02-23 11.17.47.140,STANDARD
82,2024-02-23 11.17.48.668,STANDARD
83,2024-02-23 11.17.50.192,STANDARD
84,2024-02-23 11.17.51.722,STANDARD
85,2024-02-23 11.17.53.239,TARGET
86,2024-02-23 11.17.53.653,KEY PRESS
87,2024-02-23 11.17.54.761,STANDARD
88,2024-02-23 11.17.56.275,STANDARD
89,2024-02-23 11.17.57.795,STANDARD
90,2024-02-23 11.17.59.308,STANDARD
91,2024-02-23 11.18.00.834,STANDARD
92,2024-02-23 11.18.02.350,STANDARD
93,2024-02-23 11.18.03.870,STANDARD
94,2024-02-23 11.18.05.389,STANDARD
95,2024-02-23 11.18.06.917,TARGET
96,2024-02-23 11.18.07.414,KEY PRESS
97,2024-02-23 11.18.08.443,STANDARD
98,2024-02-23 11.18.09.955,STANDARD
99,2024-02-23 11.18.11.465,STANDARD
100,2024-02-23 11.18.12.989,TARGET
101,2024-02-23 11.18.13.405,KEY PRESS
102,2024-02-23 11.18.14.518,STANDARD
103,2024-02-23 11.18.16.031,STANDARD
104,2024-02-23 11.18.17.543,TARGET
105,2024-02-23 11.18.17.972,KEY PRESS
106,2024-02-23 11.18.19.065,STANDARD
107,2024-02-23 11.18.20.585,STANDARD
108,2024-02-23 11.18.22.109,STANDARD
109,2024-02-23 11.18.23.639,STANDARD
110,2024-02-23 11.18.25.165,STANDARD
111,2024-02-23 11.18.26.688,STANDARD
112,2024-02-23 11.18.28.203,STANDARD
113,2024-02-23 11.18.29.728,TARGET
114,2024-02-23 11.18.30.178,KEY PRESS
115,2024-02-23 11.18.31.236,STANDARD
116,2024-02-23 11.18.32.762,STANDARD
117,2024-02-23 11.18.34.291,STANDARD
118,2024-02-23 11.18.35.817,TARGET
119,2024-02-23 11.18.36.329,KEY PRESS
120,2024-02-23 11.18.37.328,STANDARD
121,2024-02-23 11.18.38.857,END
