,datetimes,events
0,2024-02-27 11.25.42.676,START
1,2024-02-27 11.25.47.677,STANDARD
2,2024-02-27 11.25.48.699,TARGET
3,2024-02-27 11.25.49.446,KEY PRESS
4,2024-02-27 11.25.50.224,STANDARD
5,2024-02-27 11.25.51.739,STANDARD
6,2024-02-27 11.25.53.268,STANDARD
7,2024-02-27 11.25.54.797,STANDARD
8,2024-02-27 11.25.56.324,STANDARD
9,2024-02-27 11.25.57.827,STANDARD
10,2024-02-27 11.25.59.344,TARGET
11,2024-02-27 11.25.59.857,KEY PRESS
12,2024-02-27 11.26.00.857,STANDARD
13,2024-02-27 11.26.02.385,STANDARD
14,2024-02-27 11.26.03.912,TARGET
15,2024-02-27 11.26.04.447,KEY PRESS
16,2024-02-27 11.26.05.429,TARGET
17,2024-02-27 11.26.05.930,KEY PRESS
18,2024-02-27 11.26.06.937,STANDARD
19,2024-02-27 11.26.08.463,STANDARD
20,2024-02-27 11.26.09.990,STANDARD
21,2024-02-27 11.26.11.512,STANDARD
22,2024-02-27 11.26.13.029,STANDARD
23,2024-02-27 11.26.14.542,STANDARD
24,2024-02-27 11.26.16.058,STANDARD
25,2024-02-27 11.26.17.581,STANDARD
26,2024-02-27 11.26.19.092,TARGET
27,2024-02-27 11.26.19.590,KEY PRESS
28,2024-02-27 11.26.20.621,STANDARD
29,2024-02-27 11.26.22.150,STANDARD
30,2024-02-27 11.26.23.680,STANDARD
31,2024-02-27 11.26.25.207,STANDARD
32,2024-02-27 11.26.26.730,STANDARD
33,2024-02-27 11.26.28.250,TARGET
34,2024-02-27 11.26.28.749,KEY PRESS
35,2024-02-27 11.26.29.770,STANDARD
36,2024-02-27 11.26.31.289,STANDARD
37,2024-02-27 11.26.32.809,STANDARD
38,2024-02-27 11.26.34.329,STANDARD
39,2024-02-27 11.26.35.852,STANDARD
40,2024-02-27 11.26.37.372,STANDARD
41,2024-02-27 11.26.38.889,TARGET
42,2024-02-27 11.26.39.454,KEY PRESS
43,2024-02-27 11.26.40.396,STANDARD
44,2024-02-27 11.26.41.904,TARGET
45,2024-02-27 11.26.42.500,KEY PRESS
46,2024-02-27 11.26.43.423,STANDARD
47,2024-02-27 11.26.44.945,STANDARD
48,2024-02-27 11.26.46.468,STANDARD
49,2024-02-27 11.26.47.997,STANDARD
50,2024-02-27 11.26.49.512,STANDARD
51,2024-02-27 11.26.51.038,STANDARD
52,2024-02-27 11.26.52.566,STANDARD
53,2024-02-27 11.26.54.089,STANDARD
54,2024-02-27 11.26.55.604,TARGET
55,2024-02-27 11.26.56.088,KEY PRESS
56,2024-02-27 11.26.57.116,STANDARD
57,2024-02-27 11.26.58.633,STANDARD
58,2024-02-27 11.27.00.162,TARGET
59,2024-02-27 11.27.00.763,KEY PRESS
60,2024-02-27 11.27.01.677,STANDARD
61,2024-02-27 11.27.03.209,STANDARD
62,2024-02-27 11.27.04.722,STANDARD
63,2024-02-27 11.27.06.248,STANDARD
64,2024-02-27 11.27.07.769,STANDARD
65,2024-02-27 11.27.09.300,STANDARD
66,2024-02-27 11.27.10.830,TARGET
67,2024-02-27 11.27.11.426,KEY PRESS
68,2024-02-27 11.27.12.352,STANDARD
69,2024-02-27 11.27.13.868,STANDARD
70,2024-02-27 11.27.15.378,STANDARD
71,2024-02-27 11.27.16.902,TARGET
72,2024-02-27 11.27.17.450,KEY PRESS
73,2024-02-27 11.27.18.425,STANDARD
74,2024-02-27 11.27.19.952,STANDARD
75,2024-02-27 11.27.21.481,STANDARD
76,2024-02-27 11.27.23.009,STANDARD
77,2024-02-27 11.27.24.538,TARGET
78,2024-02-27 11.27.25.117,KEY PRESS
79,2024-02-27 11.27.26.064,STANDARD
80,2024-02-27 11.27.27.589,STANDARD
81,2024-02-27 11.27.29.120,STANDARD
82,2024-02-27 11.27.30.649,STANDARD
83,2024-02-27 11.27.32.176,TARGET
84,2024-02-27 11.27.32.757,KEY PRESS
85,2024-02-27 11.27.33.704,STANDARD
86,2024-02-27 11.27.35.229,STANDARD
87,2024-02-27 11.27.36.755,STANDARD
88,2024-02-27 11.27.38.269,STANDARD
89,2024-02-27 11.27.39.790,STANDARD
90,2024-02-27 11.27.41.310,TARGET
91,2024-02-27 11.27.41.762,KEY PRESS
92,2024-02-27 11.27.42.822,STANDARD
93,2024-02-27 11.27.44.353,STANDARD
94,2024-02-27 11.27.45.885,TARGET
95,2024-02-27 11.27.46.499,KEY PRESS
96,2024-02-27 11.27.47.410,STANDARD
97,2024-02-27 11.27.48.935,STANDARD
98,2024-02-27 11.27.50.457,STANDARD
99,2024-02-27 11.27.51.986,TARGET
100,2024-02-27 11.27.52.549,KEY PRESS
101,2024-02-27 11.27.53.498,STANDARD
102,2024-02-27 11.27.55.016,STANDARD
103,2024-02-27 11.27.56.539,TARGET
104,2024-02-27 11.27.57.055,KEY PRESS
105,2024-02-27 11.27.58.065,STANDARD
106,2024-02-27 11.27.59.577,STANDARD
107,2024-02-27 11.28.01.100,STANDARD
108,2024-02-27 11.28.02.631,STANDARD
109,2024-02-27 11.28.04.140,STANDARD
110,2024-02-27 11.28.05.669,TARGET
111,2024-02-27 11.28.06.202,KEY PRESS
112,2024-02-27 11.28.07.182,STANDARD
113,2024-02-27 11.28.08.706,TARGET
114,2024-02-27 11.28.09.239,KEY PRESS
115,2024-02-27 11.28.10.234,STANDARD
116,2024-02-27 11.28.11.760,STANDARD
117,2024-02-27 11.28.13.285,STANDARD
118,2024-02-27 11.28.14.801,STANDARD
119,2024-02-27 11.28.16.325,STANDARD
120,2024-02-27 11.28.17.841,STANDARD
121,2024-02-27 11.28.19.367,END
