datetime,sample,chnl-1-raw,chnl-2-raw,chnl-3-raw,action
2024-02-27 14.00.07.671,4032.0,261.7503967285156,-105.65769958496094,-119.74755859375,
2024-02-27 14.00.07.677,4033.0,288.4885559082031,-176.6606903076172,-94.54164123535156,
2024-02-27 14.00.07.682,4034.0,237.54116821289065,-222.0883026123047,-53.64089584350586,
2024-02-27 14.00.07.687,4035.0,134.5381317138672,-220.04840087890625,-7.346225738525391,
2024-02-27 14.00.07.692,4036.0,22.34624481201172,-167.85862731933594,31.288005828857425,
2024-02-27 14.00.07.695,4037.0,-58.04963684082031,-86.55747985839844,54.77913284301758,
2024-02-27 14.00.07.701,4038.0,-83.5394287109375,-10.58230209350586,60.09022903442383,
2024-02-27 14.00.07.707,4039.0,-56.59126663208008,27.23978042602539,48.08601379394531,
2024-02-27 14.00.07.711,4040.0,-1.1057014465332031,8.66183090209961,23.518569946289062,
2024-02-27 14.00.07.716,4041.0,50.427467346191406,-60.12220764160156,-8.444869995117188,
2024-02-27 14.00.07.720,4042.0,72.45440673828125,-150.87460327148438,-42.66372299194336,
2024-02-27 14.00.07.726,4043.0,56.23358154296875,-225.7061004638672,-76.42852783203125,
2024-02-27 14.00.07.732,4044.0,12.254150390625,-252.830322265625,-101.62159729003906,
2024-02-27 14.00.07.735,4045.0,-37.20441436767578,-219.77972412109372,-112.44418334960938,
2024-02-27 14.00.07.741,4046.0,-69.65056610107422,-139.6121826171875,-103.13687133789062,
2024-02-27 14.00.07.744,4047.0,-72.57142639160156,-41.43979644775391,-70.42997741699219,
2024-02-27 14.00.07.753,4048.0,-48.12041473388672,38.59264373779297,-16.504901885986328,
2024-02-27 14.00.07.756,4049.0,-9.265567779541016,74.32377624511719,46.41047286987305,
2024-02-27 14.00.07.760,4050.0,28.10024642944336,61.81658554077149,103.00249481201172,
2024-02-27 14.00.07.765,4051.0,53.53923416137695,10.27890396118164,138.13311767578125,
2024-02-27 14.00.07.768,4052.0,66.16737365722656,-56.374298095703125,140.1894989013672,
2024-02-27 14.00.07.775,4053.0,72.2005615234375,-113.91610717773438,112.81311798095705,
2024-02-27 14.00.07.779,4054.0,78.51197814941406,-149.46690368652344,66.20571899414062,
2024-02-27 14.00.07.785,4055.0,85.97145080566406,-162.30479431152344,19.398643493652344,
2024-02-27 14.00.07.790,4056.0,87.0775375366211,-161.4555206298828,-7.833229064941406,
2024-02-27 14.00.07.793,4057.0,69.61949157714844,-160.0511474609375,-6.566219329833984,
2024-02-27 14.00.07.799,4058.0,24.292469024658203,-163.59349060058594,22.77309799194336,
2024-02-27 14.00.07.804,4059.0,-47.46379470825195,-168.53407287597656,67.0408706665039,
2024-02-27 14.00.07.808,4060.0,-129.38961791992188,-167.00802612304688,105.72673034667967,
2024-02-27 14.00.07.814,4061.0,-194.8080291748047,-145.76187133789062,122.51018524169922,
2024-02-27 14.00.07.817,4062.0,-216.23880004882807,-101.67355346679688,105.9787139892578,
2024-02-27 14.00.07.823,4063.0,-177.5492401123047,-45.26131820678711,58.575958251953125,
2024-02-27 14.00.07.829,4064.0,-81.79377746582031,6.310943603515625,-7.595256805419922,
2024-02-27 14.00.07.832,4065.0,48.13290023803711,33.18622589111328,-77.81767272949219,
2024-02-27 14.00.07.838,4066.0,177.20086669921875,24.586589813232425,-138.91677856445312,
2024-02-27 14.00.07.841,4067.0,270.5130615234375,-15.537960052490234,-181.75775146484372,
2024-02-27 14.00.07.847,4068.0,305.7075500488281,-69.79808044433594,-204.6423797607422,
2024-02-27 14.00.07.852,4069.0,279.84210205078125,-112.6396484375,-209.1613922119141,
2024-02-27 14.00.07.857,4070.0,208.4158477783203,-124.42813110351562,-193.81088256835935,
2024-02-27 14.00.07.862,4071.0,117.34954071044922,-95.78396606445312,-159.73980712890625,
2024-02-27 14.00.07.866,4072.0,32.545799255371094,-33.39786148071289,-105.3230438232422,
2024-02-27 14.00.07.872,4073.0,-28.75675201416016,42.76765441894531,-32.3100471496582,
2024-02-27 14.00.07.876,4074.0,-60.93808364868164,109.68887329101562,49.885101318359375,
2024-02-27 14.00.07.882,4075.0,-68.01307678222656,150.50718688964844,125.13145446777344,
2024-02-27 14.00.07.887,4076.0,-58.30114364624024,160.66917419433594,175.25291442871094,
2024-02-27 14.00.07.889,4077.0,-39.46118927001953,149.8027801513672,185.71148681640625,
2024-02-27 14.00.07.896,4078.0,-15.982810974121094,134.5849151611328,154.11782836914062,
2024-02-27 14.00.07.901,4079.0,9.40908432006836,129.61619567871094,95.17732238769533,
2024-02-27 14.00.07.906,4080.0,32.98392868041992,140.45974731445312,30.570213317871094,
2024-02-27 14.00.07.911,4081.0,48.453125,162.26797485351562,-12.140876770019531,
2024-02-27 14.00.07.914,4082.0,47.70428466796875,181.99490356445312,-13.561859130859377,
2024-02-27 14.00.07.920,4083.0,24.65840148925781,186.83612060546875,26.17261505126953,
2024-02-27 14.00.07.926,4084.0,-19.98164749145508,173.03147888183594,90.6093292236328,
2024-02-27 14.00.07.930,4085.0,-77.2152328491211,143.11679077148438,152.2808380126953,
2024-02-27 14.00.07.935,4086.0,-130.78054809570312,109.14292907714844,183.95428466796875,
2024-02-27 14.00.07.939,4087.0,-163.40440368652344,83.36758422851562,168.96714782714844,
2024-02-27 14.00.07.944,4088.0,-164.05642700195312,70.89057922363281,110.80426025390624,
2024-02-27 14.00.07.950,4089.0,-132.4884033203125,69.3089599609375,29.60540771484375,
2024-02-27 14.00.07.955,4090.0,-79.25236511230469,66.64276123046875,-45.14094543457031,
