,datetimes,events
0,2024-02-23 11.09.28.540,START
1,2024-02-23 11.09.33.540,STANDARD
2,2024-02-23 11.09.34.559,STANDARD
3,2024-02-23 11.09.36.078,STANDARD
4,2024-02-23 11.09.37.604,STANDARD
5,2024-02-23 11.09.39.113,TARGET
6,2024-02-23 11.09.39.529,KEY PRESS
7,2024-02-23 11.09.40.636,STANDARD
8,2024-02-23 11.09.42.151,STANDARD
9,2024-02-23 11.09.43.664,STANDARD
10,2024-02-23 11.09.45.181,TARGET
11,2024-02-23 11.09.45.578,KEY PRESS
12,2024-02-23 11.09.46.708,STANDARD
13,2024-02-23 11.09.48.222,STANDARD
14,2024-02-23 11.09.49.734,STANDARD
15,2024-02-23 11.09.51.238,STANDARD
16,2024-02-23 11.09.52.740,STANDARD
17,2024-02-23 11.09.54.270,TARGET
18,2024-02-23 11.09.54.718,KEY PRESS
19,2024-02-23 11.09.55.793,TARGET
20,2024-02-23 11.09.56.257,KEY PRESS
21,2024-02-23 11.09.57.320,STANDARD
22,2024-02-23 11.09.58.851,STANDARD
23,2024-02-23 11.10.00.359,STANDARD
24,2024-02-23 11.10.01.882,STANDARD
25,2024-02-23 11.10.03.395,STANDARD
26,2024-02-23 11.10.04.919,STANDARD
27,2024-02-23 11.10.06.438,TARGET
28,2024-02-23 11.10.06.899,KEY PRESS
29,2024-02-23 11.10.07.954,STANDARD
30,2024-02-23 11.10.09.480,STANDARD
31,2024-02-23 11.10.11.001,STANDARD
32,2024-02-23 11.10.12.512,STANDARD
33,2024-02-23 11.10.14.035,STANDARD
34,2024-02-23 11.10.15.556,STANDARD
35,2024-02-23 11.10.17.080,TARGET
36,2024-02-23 11.10.17.509,KEY PRESS
37,2024-02-23 11.10.18.605,STANDARD
38,2024-02-23 11.10.20.123,STANDARD
39,2024-02-23 11.10.21.645,STANDARD
40,2024-02-23 11.10.23.168,STANDARD
41,2024-02-23 11.10.24.683,STANDARD
42,2024-02-23 11.10.26.201,STANDARD
43,2024-02-23 11.10.27.724,STANDARD
44,2024-02-23 11.10.29.230,TARGET
45,2024-02-23 11.10.29.661,KEY PRESS
46,2024-02-23 11.10.30.745,TARGET
47,2024-02-23 11.10.31.210,KEY PRESS
48,2024-02-23 11.10.32.268,STANDARD
49,2024-02-23 11.10.33.780,STANDARD
50,2024-02-23 11.10.35.307,STANDARD
51,2024-02-23 11.10.36.831,TARGET
52,2024-02-23 11.10.37.250,KEY PRESS
53,2024-02-23 11.10.38.347,TARGET
54,2024-02-23 11.10.38.765,KEY PRESS
55,2024-02-23 11.10.39.861,STANDARD
56,2024-02-23 11.10.41.392,STANDARD
57,2024-02-23 11.10.42.917,STANDARD
58,2024-02-23 11.10.44.442,STANDARD
59,2024-02-23 11.10.45.950,STANDARD
60,2024-02-23 11.10.47.451,STANDARD
61,2024-02-23 11.10.48.980,STANDARD
62,2024-02-23 11.10.50.510,STANDARD
63,2024-02-23 11.10.52.025,STANDARD
64,2024-02-23 11.10.53.550,TARGET
65,2024-02-23 11.10.54.064,KEY PRESS
66,2024-02-23 11.10.55.063,STANDARD
67,2024-02-23 11.10.56.576,STANDARD
68,2024-02-23 11.10.58.102,STANDARD
69,2024-02-23 11.10.59.621,TARGET
70,2024-02-23 11.11.00.087,KEY PRESS
71,2024-02-23 11.11.01.135,STANDARD
72,2024-02-23 11.11.02.646,STANDARD
73,2024-02-23 11.11.04.160,STANDARD
74,2024-02-23 11.11.05.686,STANDARD
75,2024-02-23 11.11.07.212,STANDARD
76,2024-02-23 11.11.08.739,TARGET
77,2024-02-23 11.11.09.255,KEY PRESS
78,2024-02-23 11.11.10.265,STANDARD
79,2024-02-23 11.11.11.790,STANDARD
80,2024-02-23 11.11.13.311,STANDARD
81,2024-02-23 11.11.14.825,TARGET
82,2024-02-23 11.11.15.223,KEY PRESS
83,2024-02-23 11.11.16.351,STANDARD
84,2024-02-23 11.11.17.880,STANDARD
85,2024-02-23 11.11.19.393,STANDARD
86,2024-02-23 11.11.20.905,STANDARD
87,2024-02-23 11.11.22.434,STANDARD
88,2024-02-23 11.11.23.960,STANDARD
89,2024-02-23 11.11.25.486,STANDARD
90,2024-02-23 11.11.27.010,STANDARD
91,2024-02-23 11.11.28.537,TARGET
92,2024-02-23 11.11.28.970,KEY PRESS
93,2024-02-23 11.11.30.054,STANDARD
94,2024-02-23 11.11.31.573,TARGET
95,2024-02-23 11.11.31.966,KEY PRESS
96,2024-02-23 11.11.33.094,STANDARD
97,2024-02-23 11.11.34.624,STANDARD
98,2024-02-23 11.11.36.149,STANDARD
99,2024-02-23 11.11.37.675,STANDARD
100,2024-02-23 11.11.39.185,TARGET
101,2024-02-23 11.11.39.697,KEY PRESS
102,2024-02-23 11.11.40.696,STANDARD
103,2024-02-23 11.11.42.212,STANDARD
104,2024-02-23 11.11.43.739,TARGET
105,2024-02-23 11.11.44.240,KEY PRESS
106,2024-02-23 11.11.45.255,STANDARD
107,2024-02-23 11.11.46.765,STANDARD
108,2024-02-23 11.11.48.283,STANDARD
109,2024-02-23 11.11.49.784,STANDARD
110,2024-02-23 11.11.51.316,STANDARD
111,2024-02-23 11.11.52.846,STANDARD
112,2024-02-23 11.11.54.373,STANDARD
113,2024-02-23 11.11.55.885,TARGET
114,2024-02-23 11.11.56.382,KEY PRESS
115,2024-02-23 11.11.57.408,TARGET
116,2024-02-23 11.11.57.826,KEY PRESS
117,2024-02-23 11.11.58.920,STANDARD
118,2024-02-23 11.12.00.439,STANDARD
119,2024-02-23 11.12.01.965,STANDARD
120,2024-02-23 11.12.03.465,STANDARD
121,2024-02-23 11.12.04.982,END
