,datetimes,events
0,2024-04-03 16.16.09.878,START
1,2024-04-03 16.16.14.878,STANDARD
2,2024-04-03 16.16.15.897,STANDARD
3,2024-04-03 16.16.17.412,STANDARD
4,2024-04-03 16.16.18.925,STANDARD
5,2024-04-03 16.16.20.451,STANDARD
6,2024-04-03 16.16.21.980,TARGET
7,2024-04-03 16.16.22.411,KEY PRESS
8,2024-04-03 16.16.23.493,TARGET
9,2024-04-03 16.16.23.940,KEY PRESS
10,2024-04-03 16.16.25.018,STANDARD
11,2024-04-03 16.16.26.534,STANDARD
12,2024-04-03 16.16.28.052,STANDARD
13,2024-04-03 16.16.29.581,STANDARD
14,2024-04-03 16.16.31.108,STANDARD
15,2024-04-03 16.16.32.637,STANDARD
16,2024-04-03 16.16.34.164,STANDARD
17,2024-04-03 16.16.35.680,STANDARD
18,2024-04-03 16.16.37.197,TARGET
19,2024-04-03 16.16.37.596,KEY PRESS
20,2024-04-03 16.16.38.707,STANDARD
21,2024-04-03 16.16.40.234,TARGET
22,2024-04-03 16.16.40.697,KEY PRESS
23,2024-04-03 16.16.41.763,STANDARD
24,2024-04-03 16.16.43.276,STANDARD
25,2024-04-03 16.16.44.792,STANDARD
26,2024-04-03 16.16.46.318,STANDARD
27,2024-04-03 16.16.47.827,STANDARD
28,2024-04-03 16.16.49.345,STANDARD
29,2024-04-03 16.16.50.870,TARGET
30,2024-04-03 16.16.51.253,KEY PRESS
31,2024-04-03 16.16.52.380,TARGET
32,2024-04-03 16.16.53.033,KEY PRESS
33,2024-04-03 16.16.53.896,STANDARD
34,2024-04-03 16.16.55.421,STANDARD
35,2024-04-03 16.16.56.934,STANDARD
36,2024-04-03 16.16.58.462,STANDARD
37,2024-04-03 16.16.59.982,STANDARD
38,2024-04-03 16.17.01.495,TARGET
39,2024-04-03 16.17.01.961,KEY PRESS
40,2024-04-03 16.17.03.023,STANDARD
41,2024-04-03 16.17.04.544,STANDARD
42,2024-04-03 16.17.06.069,STANDARD
43,2024-04-03 16.17.07.586,STANDARD
44,2024-04-03 16.17.09.107,STANDARD
45,2024-04-03 16.17.10.634,TARGET
46,2024-04-03 16.17.11.044,KEY PRESS
47,2024-04-03 16.17.12.153,STANDARD
48,2024-04-03 16.17.13.673,STANDARD
49,2024-04-03 16.17.15.192,STANDARD
50,2024-04-03 16.17.16.708,STANDARD
51,2024-04-03 16.17.18.235,TARGET
52,2024-04-03 16.17.18.649,KEY PRESS
53,2024-04-03 16.17.19.757,STANDARD
54,2024-04-03 16.17.21.287,TARGET
55,2024-04-03 16.17.21.736,KEY PRESS
56,2024-04-03 16.17.22.802,STANDARD
57,2024-04-03 16.17.24.330,STANDARD
58,2024-04-03 16.17.25.854,STANDARD
59,2024-04-03 16.17.27.381,STANDARD
60,2024-04-03 16.17.28.889,STANDARD
61,2024-04-03 16.17.30.415,STANDARD
62,2024-04-03 16.17.31.941,TARGET
63,2024-04-03 16.17.32.323,KEY PRESS
64,2024-04-03 16.17.33.469,STANDARD
65,2024-04-03 16.17.34.997,STANDARD
66,2024-04-03 16.17.36.508,STANDARD
67,2024-04-03 16.17.38.022,STANDARD
68,2024-04-03 16.17.39.536,STANDARD
69,2024-04-03 16.17.41.037,TARGET
70,2024-04-03 16.17.41.502,KEY PRESS
71,2024-04-03 16.17.42.562,STANDARD
72,2024-04-03 16.17.44.087,STANDARD
73,2024-04-03 16.17.45.611,STANDARD
74,2024-04-03 16.17.47.128,STANDARD
75,2024-04-03 16.17.48.656,TARGET
76,2024-04-03 16.17.49.088,KEY PRESS
77,2024-04-03 16.17.50.185,STANDARD
78,2024-04-03 16.17.51.687,STANDARD
79,2024-04-03 16.17.53.212,STANDARD
80,2024-04-03 16.17.54.731,STANDARD
81,2024-04-03 16.17.56.256,STANDARD
82,2024-04-03 16.17.57.776,TARGET
83,2024-04-03 16.17.58.223,KEY PRESS
84,2024-04-03 16.17.59.298,STANDARD
85,2024-04-03 16.18.00.817,STANDARD
86,2024-04-03 16.18.02.326,TARGET
87,2024-04-03 16.18.02.836,KEY PRESS
88,2024-04-03 16.18.03.834,STANDARD
89,2024-04-03 16.18.05.351,STANDARD
90,2024-04-03 16.18.06.867,TARGET
91,2024-04-03 16.18.07.332,KEY PRESS
92,2024-04-03 16.18.08.394,STANDARD
93,2024-04-03 16.18.09.909,STANDARD
94,2024-04-03 16.18.11.422,STANDARD
95,2024-04-03 16.18.12.952,STANDARD
96,2024-04-03 16.18.14.476,STANDARD
97,2024-04-03 16.18.15.998,STANDARD
98,2024-04-03 16.18.17.508,STANDARD
99,2024-04-03 16.18.19.026,STANDARD
100,2024-04-03 16.18.20.542,STANDARD
101,2024-04-03 16.18.22.071,STANDARD
102,2024-04-03 16.18.23.598,STANDARD
103,2024-04-03 16.18.25.129,STANDARD
104,2024-04-03 16.18.26.641,TARGET
105,2024-04-03 16.18.27.072,KEY PRESS
106,2024-04-03 16.18.28.169,STANDARD
107,2024-04-03 16.18.29.684,TARGET
108,2024-04-03 16.18.30.282,KEY PRESS
109,2024-04-03 16.18.31.199,STANDARD
110,2024-04-03 16.18.32.725,STANDARD
111,2024-04-03 16.18.34.253,STANDARD
112,2024-04-03 16.18.35.779,TARGET
113,2024-04-03 16.18.36.226,KEY PRESS
114,2024-04-03 16.18.37.307,TARGET
115,2024-04-03 16.18.37.886,KEY PRESS
116,2024-04-03 16.18.38.834,STANDARD
117,2024-04-03 16.18.40.361,STANDARD
118,2024-04-03 16.18.41.884,STANDARD
119,2024-04-03 16.18.43.399,STANDARD
120,2024-04-03 16.18.44.913,STANDARD
121,2024-04-03 16.18.46.427,END
