,datetimes,events
0,2024-04-01 13.11.06.768,START
1,2024-04-01 13.11.11.767,STANDARD
2,2024-04-01 13.11.12.785,STANDARD
3,2024-04-01 13.11.14.297,TARGET
4,2024-04-01 13.11.14.727,KEY PRESS
5,2024-04-01 13.11.15.808,STANDARD
6,2024-04-01 13.11.17.318,STANDARD
7,2024-04-01 13.11.18.828,STANDARD
8,2024-04-01 13.11.20.340,STANDARD
9,2024-04-01 13.11.21.861,STANDARD
10,2024-04-01 13.11.23.372,TARGET
11,2024-04-01 13.11.23.813,KEY PRESS
12,2024-04-01 13.11.24.877,STANDARD
13,2024-04-01 13.11.26.396,STANDARD
14,2024-04-01 13.11.27.908,STANDARD
15,2024-04-01 13.11.29.429,STANDARD
16,2024-04-01 13.11.30.939,STANDARD
17,2024-04-01 13.11.32.463,STANDARD
18,2024-04-01 13.11.33.982,TARGET
19,2024-04-01 13.11.34.343,KEY PRESS
20,2024-04-01 13.11.35.503,STANDARD
21,2024-04-01 13.11.37.010,STANDARD
22,2024-04-01 13.11.38.517,STANDARD
23,2024-04-01 13.11.40.032,TARGET
24,2024-04-01 13.11.40.708,KEY PRESS
25,2024-04-01 13.11.41.545,STANDARD
26,2024-04-01 13.11.43.064,STANDARD
27,2024-04-01 13.11.44.574,TARGET
28,2024-04-01 13.11.44.932,KEY PRESS
29,2024-04-01 13.11.46.079,STANDARD
30,2024-04-01 13.11.47.588,STANDARD
31,2024-04-01 13.11.49.101,STANDARD
32,2024-04-01 13.11.50.609,STANDARD
33,2024-04-01 13.11.52.122,STANDARD
34,2024-04-01 13.11.53.635,TARGET
35,2024-04-01 13.11.54.029,KEY PRESS
36,2024-04-01 13.11.55.144,STANDARD
37,2024-04-01 13.11.56.657,STANDARD
38,2024-04-01 13.11.58.172,STANDARD
39,2024-04-01 13.11.59.686,STANDARD
40,2024-04-01 13.12.01.196,STANDARD
41,2024-04-01 13.12.02.723,TARGET
42,2024-04-01 13.12.03.164,KEY PRESS
43,2024-04-01 13.12.04.237,TARGET
44,2024-04-01 13.12.04.764,KEY PRESS
45,2024-04-01 13.12.05.752,STANDARD
46,2024-04-01 13.12.07.265,STANDARD
47,2024-04-01 13.12.08.778,STANDARD
48,2024-04-01 13.12.10.294,STANDARD
49,2024-04-01 13.12.11.807,TARGET
50,2024-04-01 13.12.12.186,KEY PRESS
51,2024-04-01 13.12.13.321,STANDARD
52,2024-04-01 13.12.14.834,STANDARD
53,2024-04-01 13.12.16.345,STANDARD
54,2024-04-01 13.12.17.859,STANDARD
55,2024-04-01 13.12.19.367,STANDARD
56,2024-04-01 13.12.20.882,STANDARD
57,2024-04-01 13.12.22.392,TARGET
58,2024-04-01 13.12.22.737,KEY PRESS
59,2024-04-01 13.12.23.903,STANDARD
60,2024-04-01 13.12.25.416,STANDARD
61,2024-04-01 13.12.26.929,TARGET
62,2024-04-01 13.12.27.604,KEY PRESS
63,2024-04-01 13.12.28.443,TARGET
64,2024-04-01 13.12.28.803,KEY PRESS
65,2024-04-01 13.12.29.953,STANDARD
66,2024-04-01 13.12.31.467,STANDARD
67,2024-04-01 13.12.32.980,STANDARD
68,2024-04-01 13.12.34.493,STANDARD
69,2024-04-01 13.12.36.004,STANDARD
70,2024-04-01 13.12.37.519,STANDARD
71,2024-04-01 13.12.39.033,STANDARD
72,2024-04-01 13.12.40.546,STANDARD
73,2024-04-01 13.12.42.059,TARGET
74,2024-04-01 13.12.42.487,KEY PRESS
75,2024-04-01 13.12.43.579,TARGET
76,2024-04-01 13.12.43.908,KEY PRESS
77,2024-04-01 13.12.45.094,STANDARD
78,2024-04-01 13.12.46.620,STANDARD
79,2024-04-01 13.12.48.135,STANDARD
80,2024-04-01 13.12.49.654,STANDARD
81,2024-04-01 13.12.51.169,STANDARD
82,2024-04-01 13.12.52.679,STANDARD
83,2024-04-01 13.12.54.189,STANDARD
84,2024-04-01 13.12.55.700,STANDARD
85,2024-04-01 13.12.57.212,STANDARD
86,2024-04-01 13.12.58.730,STANDARD
87,2024-04-01 13.13.00.242,TARGET
88,2024-04-01 13.13.00.638,KEY PRESS
89,2024-04-01 13.13.01.760,STANDARD
90,2024-04-01 13.13.03.272,STANDARD
91,2024-04-01 13.13.04.783,STANDARD
92,2024-04-01 13.13.06.299,STANDARD
93,2024-04-01 13.13.07.811,TARGET
94,2024-04-01 13.13.08.140,KEY PRESS
95,2024-04-01 13.13.09.325,STANDARD
96,2024-04-01 13.13.10.844,STANDARD
97,2024-04-01 13.13.12.359,STANDARD
98,2024-04-01 13.13.13.882,TARGET
99,2024-04-01 13.13.14.273,KEY PRESS
100,2024-04-01 13.13.15.397,STANDARD
101,2024-04-01 13.13.16.913,STANDARD
