,datetimes,events
0,2024-03-21 09.15.44.157,START
1,2024-03-21 09.15.49.157,STANDARD
2,2024-03-21 09.15.50.174,STANDARD
3,2024-03-21 09.15.51.686,STANDARD
4,2024-03-21 09.15.53.216,STANDARD
5,2024-03-21 09.15.54.744,STANDARD
6,2024-03-21 09.15.56.269,STANDARD
7,2024-03-21 09.15.57.769,TARGET
8,2024-03-21 09.15.58.133,KEY PRESS
9,2024-03-21 09.15.59.296,TARGET
10,2024-03-21 09.15.59.813,KEY PRESS
11,2024-03-21 09.16.00.798,STANDARD
12,2024-03-21 09.16.02.319,STANDARD
13,2024-03-21 09.16.03.833,STANDARD
14,2024-03-21 09.16.05.348,STANDARD
15,2024-03-21 09.16.06.868,STANDARD
16,2024-03-21 09.16.08.391,STANDARD
17,2024-03-21 09.16.09.913,STANDARD
18,2024-03-21 09.16.11.435,STANDARD
19,2024-03-21 09.16.12.957,TARGET
20,2024-03-21 09.16.13.353,KEY PRESS
21,2024-03-21 09.16.14.470,STANDARD
22,2024-03-21 09.16.15.995,STANDARD
23,2024-03-21 09.16.17.513,TARGET
24,2024-03-21 09.16.17.877,KEY PRESS
25,2024-03-21 09.16.19.041,TARGET
26,2024-03-21 09.16.19.602,KEY PRESS
27,2024-03-21 09.16.20.568,STANDARD
28,2024-03-21 09.16.22.079,STANDARD
29,2024-03-21 09.16.23.583,STANDARD
30,2024-03-21 09.16.25.096,STANDARD
31,2024-03-21 09.16.26.624,TARGET
32,2024-03-21 09.16.27.006,KEY PRESS
33,2024-03-21 09.16.28.148,STANDARD
34,2024-03-21 09.16.29.649,STANDARD
35,2024-03-21 09.16.31.152,STANDARD
36,2024-03-21 09.16.32.680,STANDARD
37,2024-03-21 09.16.34.193,TARGET
38,2024-03-21 09.16.34.558,KEY PRESS
39,2024-03-21 09.16.35.723,STANDARD
40,2024-03-21 09.16.37.237,STANDARD
41,2024-03-21 09.16.38.754,STANDARD
42,2024-03-21 09.16.40.283,STANDARD
43,2024-03-21 09.16.41.797,STANDARD
44,2024-03-21 09.16.43.324,TARGET
45,2024-03-21 09.16.43.705,KEY PRESS
46,2024-03-21 09.16.44.852,STANDARD
47,2024-03-21 09.16.46.369,STANDARD
48,2024-03-21 09.16.47.895,STANDARD
49,2024-03-21 09.16.49.425,TARGET
50,2024-03-21 09.16.49.842,KEY PRESS
51,2024-03-21 09.16.50.942,STANDARD
52,2024-03-21 09.16.52.467,STANDARD
53,2024-03-21 09.16.53.994,STANDARD
54,2024-03-21 09.16.55.510,STANDARD
55,2024-03-21 09.16.57.026,STANDARD
56,2024-03-21 09.16.58.552,STANDARD
57,2024-03-21 09.17.00.062,STANDARD
58,2024-03-21 09.17.01.579,STANDARD
59,2024-03-21 09.17.03.085,TARGET
60,2024-03-21 09.17.03.463,KEY PRESS
61,2024-03-21 09.17.04.604,STANDARD
62,2024-03-21 09.17.06.125,STANDARD
63,2024-03-21 09.17.07.651,STANDARD
64,2024-03-21 09.17.09.179,STANDARD
65,2024-03-21 09.17.10.691,STANDARD
66,2024-03-21 09.17.12.207,TARGET
67,2024-03-21 09.17.12.691,KEY PRESS
68,2024-03-21 09.17.13.711,TARGET
69,2024-03-21 09.17.14.209,KEY PRESS
70,2024-03-21 09.17.15.239,STANDARD
71,2024-03-21 09.17.16.763,STANDARD
72,2024-03-21 09.17.18.288,STANDARD
73,2024-03-21 09.17.19.802,STANDARD
74,2024-03-21 09.17.21.315,TARGET
75,2024-03-21 09.17.21.745,KEY PRESS
76,2024-03-21 09.17.22.842,STANDARD
77,2024-03-21 09.17.24.356,STANDARD
78,2024-03-21 09.17.25.879,STANDARD
79,2024-03-21 09.17.27.395,STANDARD
80,2024-03-21 09.17.28.920,STANDARD
81,2024-03-21 09.17.30.436,TARGET
82,2024-03-21 09.17.30.817,KEY PRESS
83,2024-03-21 09.17.31.959,STANDARD
84,2024-03-21 09.17.33.472,STANDARD
85,2024-03-21 09.17.34.987,STANDARD
86,2024-03-21 09.17.36.516,STANDARD
87,2024-03-21 09.17.38.028,TARGET
88,2024-03-21 09.17.38.426,KEY PRESS
89,2024-03-21 09.17.39.559,STANDARD
