,datetimes,events
0,2024-04-01 15.57.51.941,START
1,2024-04-01 15.57.56.941,TARGET
2,2024-04-01 15.57.57.954,STANDARD
3,2024-04-01 15.57.59.456,STANDARD
4,2024-04-01 15.58.00.980,STANDARD
5,2024-04-01 15.58.02.483,STANDARD
6,2024-04-01 15.58.04.009,STANDARD
7,2024-04-01 15.58.05.525,TARGET
8,2024-04-01 15.58.05.994,KEY PRESS
9,2024-04-01 15.58.07.045,STANDARD
10,2024-04-01 15.58.08.573,STANDARD
11,2024-04-01 15.58.10.075,STANDARD
12,2024-04-01 15.58.11.602,STANDARD
13,2024-04-01 15.58.13.103,STANDARD
14,2024-04-01 15.58.14.606,TARGET
15,2024-04-01 15.58.15.034,KEY PRESS
16,2024-04-01 15.58.16.132,STANDARD
17,2024-04-01 15.58.17.656,STANDARD
18,2024-04-01 15.58.19.170,STANDARD
19,2024-04-01 15.58.20.684,STANDARD
20,2024-04-01 15.58.22.205,TARGET
21,2024-04-01 15.58.22.537,KEY PRESS
22,2024-04-01 15.58.23.716,STANDARD
23,2024-04-01 15.58.25.239,STANDARD
24,2024-04-01 15.58.26.753,TARGET
25,2024-04-01 15.58.27.134,KEY PRESS
26,2024-04-01 15.58.28.279,STANDARD
27,2024-04-01 15.58.29.808,STANDARD
28,2024-04-01 15.58.31.324,STANDARD
29,2024-04-01 15.58.32.856,STANDARD
30,2024-04-01 15.58.34.386,STANDARD
31,2024-04-01 15.58.35.902,STANDARD
32,2024-04-01 15.58.37.416,STANDARD
33,2024-04-01 15.58.38.939,TARGET
34,2024-04-01 15.58.39.256,KEY PRESS
35,2024-04-01 15.58.40.469,STANDARD
36,2024-04-01 15.58.41.997,TARGET
37,2024-04-01 15.58.42.478,KEY PRESS
38,2024-04-01 15.58.43.513,TARGET
39,2024-04-01 15.58.43.877,KEY PRESS
40,2024-04-01 15.58.45.026,STANDARD
41,2024-04-01 15.58.46.558,STANDARD
42,2024-04-01 15.58.48.087,STANDARD
43,2024-04-01 15.58.49.611,STANDARD
44,2024-04-01 15.58.51.130,STANDARD
45,2024-04-01 15.58.52.657,STANDARD
46,2024-04-01 15.58.54.179,STANDARD
47,2024-04-01 15.58.55.701,STANDARD
48,2024-04-01 15.58.57.217,STANDARD
49,2024-04-01 15.58.58.745,STANDARD
50,2024-04-01 15.59.00.273,STANDARD
51,2024-04-01 15.59.01.802,STANDARD
52,2024-04-01 15.59.03.334,TARGET
53,2024-04-01 15.59.03.732,KEY PRESS
54,2024-04-01 15.59.04.836,STANDARD
55,2024-04-01 15.59.06.363,TARGET
56,2024-04-01 15.59.06.778,KEY PRESS
57,2024-04-01 15.59.07.885,STANDARD
58,2024-04-01 15.59.09.404,STANDARD
59,2024-04-01 15.59.10.917,STANDARD
60,2024-04-01 15.59.12.447,TARGET
61,2024-04-01 15.59.12.876,KEY PRESS
62,2024-04-01 15.59.13.970,STANDARD
63,2024-04-01 15.59.15.497,STANDARD
64,2024-04-01 15.59.17.025,STANDARD
65,2024-04-01 15.59.18.546,STANDARD
66,2024-04-01 15.59.20.059,STANDARD
67,2024-04-01 15.59.21.562,STANDARD
68,2024-04-01 15.59.23.090,TARGET
69,2024-04-01 15.59.23.592,KEY PRESS
70,2024-04-01 15.59.24.602,STANDARD
71,2024-04-01 15.59.26.102,STANDARD
72,2024-04-01 15.59.27.631,STANDARD
73,2024-04-01 15.59.29.145,STANDARD
74,2024-04-01 15.59.30.676,TARGET
75,2024-04-01 15.59.31.057,KEY PRESS
76,2024-04-01 15.59.32.201,STANDARD
77,2024-04-01 15.59.33.713,STANDARD
78,2024-04-01 15.59.35.217,STANDARD
79,2024-04-01 15.59.36.741,STANDARD
80,2024-04-01 15.59.38.257,STANDARD
81,2024-04-01 15.59.39.770,STANDARD
82,2024-04-01 15.59.41.284,TARGET
83,2024-04-01 15.59.41.682,KEY PRESS
84,2024-04-01 15.59.42.809,STANDARD
85,2024-04-01 15.59.44.331,STANDARD
86,2024-04-01 15.59.45.859,STANDARD
87,2024-04-01 15.59.47.385,TARGET
88,2024-04-01 15.59.47.786,KEY PRESS
89,2024-04-01 15.59.48.912,STANDARD
90,2024-04-01 15.59.50.441,STANDARD
91,2024-04-01 15.59.51.953,STANDARD
92,2024-04-01 15.59.53.470,STANDARD
93,2024-04-01 15.59.54.984,TARGET
94,2024-04-01 15.59.55.486,KEY PRESS
95,2024-04-01 15.59.56.499,STANDARD
96,2024-04-01 15.59.58.014,STANDARD
97,2024-04-01 15.59.59.544,STANDARD
98,2024-04-01 16.00.01.070,STANDARD
99,2024-04-01 16.00.02.593,STANDARD
100,2024-04-01 16.00.04.117,STANDARD
101,2024-04-01 16.00.05.630,STANDARD
102,2024-04-01 16.00.07.146,TARGET
103,2024-04-01 16.00.07.645,KEY PRESS
104,2024-04-01 16.00.08.672,STANDARD
105,2024-04-01 16.00.10.188,STANDARD
106,2024-04-01 16.00.11.706,TARGET
107,2024-04-01 16.00.12.120,KEY PRESS
108,2024-04-01 16.00.13.230,STANDARD
109,2024-04-01 16.00.14.759,STANDARD
110,2024-04-01 16.00.16.282,TARGET
111,2024-04-01 16.00.16.666,KEY PRESS
112,2024-04-01 16.00.17.791,STANDARD
113,2024-04-01 16.00.19.313,STANDARD
114,2024-04-01 16.00.20.832,STANDARD
115,2024-04-01 16.00.22.355,STANDARD
116,2024-04-01 16.00.23.883,STANDARD
117,2024-04-01 16.00.25.395,TARGET
118,2024-04-01 16.00.25.811,KEY PRESS
119,2024-04-01 16.00.26.910,STANDARD
120,2024-04-01 16.00.28.437,END
