,datetimes,events
0,2024-02-23 11.43.44.865,START
1,2024-02-23 11.43.49.865,STANDARD
2,2024-02-23 11.43.50.886,STANDARD
3,2024-02-23 11.43.52.407,STANDARD
4,2024-02-23 11.43.53.935,STANDARD
5,2024-02-23 11.43.55.452,TARGET
6,2024-02-23 11.43.55.938,KEY PRESS
7,2024-02-23 11.43.56.960,STANDARD
8,2024-02-23 11.43.58.469,STANDARD
9,2024-02-23 11.43.59.984,STANDARD
10,2024-02-23 11.44.01.500,TARGET
11,2024-02-23 11.44.01.881,KEY PRESS
12,2024-02-23 11.44.03.029,STANDARD
13,2024-02-23 11.44.04.557,STANDARD
14,2024-02-23 11.44.06.085,TARGET
15,2024-02-23 11.44.06.551,KEY PRESS
16,2024-02-23 11.44.07.600,TARGET
17,2024-02-23 11.44.08.184,KEY PRESS
18,2024-02-23 11.44.09.101,STANDARD
19,2024-02-23 11.44.10.629,STANDARD
20,2024-02-23 11.44.12.147,STANDARD
21,2024-02-23 11.44.13.650,STANDARD
22,2024-02-23 11.44.15.179,STANDARD
23,2024-02-23 11.44.16.703,STANDARD
24,2024-02-23 11.44.18.219,STANDARD
25,2024-02-23 11.44.19.745,STANDARD
26,2024-02-23 11.44.21.259,STANDARD
27,2024-02-23 11.44.22.784,STANDARD
28,2024-02-23 11.44.24.313,STANDARD
29,2024-02-23 11.44.25.836,TARGET
30,2024-02-23 11.44.26.338,KEY PRESS
31,2024-02-23 11.44.27.347,TARGET
32,2024-02-23 11.44.27.831,KEY PRESS
33,2024-02-23 11.44.28.861,STANDARD
34,2024-02-23 11.44.30.391,STANDARD
35,2024-02-23 11.44.31.917,STANDARD
36,2024-02-23 11.44.33.446,STANDARD
37,2024-02-23 11.44.34.968,STANDARD
38,2024-02-23 11.44.36.484,STANDARD
39,2024-02-23 11.44.38.014,STANDARD
40,2024-02-23 11.44.39.525,STANDARD
41,2024-02-23 11.44.41.039,STANDARD
42,2024-02-23 11.44.42.562,STANDARD
43,2024-02-23 11.44.44.089,TARGET
44,2024-02-23 11.44.44.588,KEY PRESS
45,2024-02-23 11.44.45.604,STANDARD
46,2024-02-23 11.44.47.131,STANDARD
