datetime,sample,chnl-1-raw,chnl-2-raw,chnl-3-raw,action
2024-02-27 11.03.13.519,3139.0,46.095664978027344,238.2079162597656,-179.7464599609375,
2024-02-27 11.03.13.525,3140.0,1.026348114013672,179.4180450439453,-162.17401123046875,
2024-02-27 11.03.13.528,3141.0,-41.3843002319336,89.37657165527344,-95.65298461914062,
2024-02-27 11.03.13.534,3142.0,-52.752723693847656,-8.86602783203125,-5.695751190185547,
2024-02-27 11.03.13.538,3143.0,-21.403160095214844,-94.9176788330078,70.16162109375,
2024-02-27 11.03.13.542,3144.0,43.38764572143555,-151.32568359375,100.63773345947266,
2024-02-27 11.03.13.548,3145.0,117.35313415527344,-164.8198699951172,75.36956787109375,
2024-02-27 11.03.13.552,3146.0,173.10357666015625,-136.841796875,11.98666000366211,
2024-02-27 11.03.13.558,3147.0,192.16148376464844,-77.74798583984375,-51.985618591308594,
2024-02-27 11.03.13.563,3148.0,172.57583618164062,-8.272624969482422,-78.7157974243164,
2024-02-27 11.03.13.569,3149.0,127.64030456542967,45.598819732666016,-47.179931640625,
2024-02-27 11.03.13.573,3150.0,78.67887115478516,62.57032775878906,35.5418701171875,
2024-02-27 11.03.13.576,3151.0,44.27457427978516,35.351585388183594,131.8017578125,
2024-02-27 11.03.13.582,3152.0,32.95084762573242,-26.2815055847168,192.1976623535156,
2024-02-27 11.03.13.587,3153.0,41.122066497802734,-95.85037231445312,175.95681762695312,
2024-02-27 11.03.13.592,3154.0,57.54532241821289,-140.11720275878906,67.95069885253906,
2024-02-27 11.03.13.597,3155.0,70.11195373535156,-134.07388305664062,-106.92678833007812,
2024-02-27 11.03.13.600,3156.0,72.24787902832031,-73.1590576171875,-297.0205078125,
2024-02-27 11.03.13.606,3157.0,65.14749145507812,22.32103729248047,-440.5857543945313,
2024-02-27 11.03.13.611,3158.0,55.0589714050293,113.4804229736328,-488.4771728515625,
2024-02-27 11.03.13.616,3159.0,48.01283264160156,158.3876190185547,-425.9357299804688,
2024-02-27 11.03.13.621,3160.0,45.70102310180664,130.31280517578125,-276.1000366210937,
2024-02-27 11.03.13.624,3161.0,44.17504501342773,31.746002197265625,-90.65022277832033,
2024-02-27 11.03.13.631,3162.0,36.81804656982422,-106.39378356933594,70.6224365234375,
2024-02-27 11.03.13.636,3163.0,19.456768035888672,-235.07948303222656,158.22787475585938,
2024-02-27 11.03.13.640,3164.0,-5.901481628417969,-306.2609558105469,154.49205017089844,
2024-02-27 11.03.13.645,3165.0,-31.268848419189453,-293.308349609375,76.15066528320312,
2024-02-27 11.03.13.649,3166.0,-46.34235000610352,-201.98440551757807,-37.158729553222656,
2024-02-27 11.03.13.656,3167.0,-43.5740852355957,-65.51663208007812,-136.70069885253906,
2024-02-27 11.03.13.660,3168.0,-23.34704971313477,69.0735092163086,-182.88677978515625,
2024-02-27 11.03.13.665,3169.0,4.369464874267578,160.08316040039062,-161.81280517578125,
2024-02-27 11.03.13.669,3170.0,24.92793655395508,189.1011505126953,-83.28468322753906,
2024-02-27 11.03.13.673,3171.0,26.39557266235352,163.49661254882812,24.436168670654297,
2024-02-27 11.03.13.697,3172.0,6.708148956298828,110.8408203125,125.5926513671875,
2024-02-27 11.03.13.697,3173.0,-23.991600036621094,62.42668533325195,192.75038146972656,
2024-02-27 11.03.13.697,3174.0,-47.092044830322266,38.155704498291016,208.6331329345703,
2024-02-27 11.03.13.697,3175.0,-44.28445053100586,39.55325698852539,177.7907257080078,
2024-02-27 11.03.13.697,3176.0,-7.047920227050781,51.42496871948242,116.9172592163086,
2024-02-27 11.03.13.702,3177.0,58.22752380371094,52.64960479736328,46.65426635742188,
2024-02-27 11.03.13.708,3178.0,131.8135528564453,31.739028930664062,-6.71826171875,
2024-02-27 11.03.13.713,3179.0,187.69088745117188,-9.408130645751951,-26.92455291748047,
2024-02-27 11.03.13.718,3180.0,204.79107666015625,-52.427188873291016,-10.476219177246094,
2024-02-27 11.03.13.721,3181.0,176.0516815185547,-74.630859375,38.75738525390625,
2024-02-27 11.03.13.728,3182.0,111.5708465576172,-60.59086608886719,106.78485107421876,
2024-02-27 11.03.13.733,3183.0,33.78638458251953,-11.055004119873049,174.4727325439453,
2024-02-27 11.03.13.737,3184.0,-31.980419158935547,53.67645263671875,225.0491180419922,
2024-02-27 11.03.13.742,3185.0,-68.29826354980469,106.19866180419922,244.38108825683597,
2024-02-27 11.03.13.745,3186.0,-71.49662780761719,124.62808227539062,224.83984375,
2024-02-27 11.03.13.752,3187.0,-50.57350540161133,102.32965850830078,168.2240447998047,
2024-02-27 11.03.13.757,3188.0,-21.108154296875,52.80963516235352,82.72320556640625,
2024-02-27 11.03.13.762,3189.0,3.110454559326172,2.0277557373046875,-17.903461456298828,
2024-02-27 11.03.13.766,3190.0,16.37171173095703,-25.352893829345703,-117.5390625,
2024-02-27 11.03.13.770,3191.0,22.00611114501953,-16.572677612304688,-200.8531036376953,
2024-02-27 11.03.13.776,3192.0,28.178207397460938,22.6185302734375,-256.09039306640625,
2024-02-27 11.03.13.781,3193.0,41.01003646850586,71.82720947265625,-275.0969543457031,
2024-02-27 11.03.13.786,3194.0,59.8807258605957,106.66583251953124,-254.8751373291016,
2024-02-27 11.03.13.791,3195.0,76.36651611328125,112.10952758789062,-197.41281127929688,
2024-02-27 11.03.13.794,3196.0,78.76422119140625,90.35140228271484,-111.1999969482422,
2024-02-27 11.03.13.800,3197.0,58.4791259765625,57.21686172485352,-10.861797332763672,
