,datetimes,events
0,2024-02-27 11.33.52.205,START
1,2024-02-27 11.33.57.204,STANDARD
2,2024-02-27 11.33.58.217,STANDARD
3,2024-02-27 11.33.59.740,TARGET
4,2024-02-27 11.34.00.333,KEY PRESS
5,2024-02-27 11.34.01.260,STANDARD
6,2024-02-27 11.34.02.787,STANDARD
7,2024-02-27 11.34.04.311,STANDARD
8,2024-02-27 11.34.05.824,TARGET
9,2024-02-27 11.34.06.356,KEY PRESS
10,2024-02-27 11.34.07.338,STANDARD
11,2024-02-27 11.34.08.863,STANDARD
12,2024-02-27 11.34.10.392,STANDARD
13,2024-02-27 11.34.11.910,STANDARD
14,2024-02-27 11.34.13.427,STANDARD
15,2024-02-27 11.34.14.942,TARGET
16,2024-02-27 11.34.15.440,KEY PRESS
17,2024-02-27 11.34.16.468,STANDARD
18,2024-02-27 11.34.17.970,STANDARD
19,2024-02-27 11.34.19.499,STANDARD
20,2024-02-27 11.34.21.025,TARGET
21,2024-02-27 11.34.21.559,KEY PRESS
22,2024-02-27 11.34.22.537,STANDARD
23,2024-02-27 11.34.24.050,STANDARD
24,2024-02-27 11.34.25.568,STANDARD
25,2024-02-27 11.34.27.098,STANDARD
26,2024-02-27 11.34.28.622,STANDARD
27,2024-02-27 11.34.30.150,TARGET
28,2024-02-27 11.34.30.667,KEY PRESS
29,2024-02-27 11.34.31.677,STANDARD
30,2024-02-27 11.34.33.191,STANDARD
31,2024-02-27 11.34.34.721,STANDARD
32,2024-02-27 11.34.36.248,STANDARD
33,2024-02-27 11.34.37.761,STANDARD
34,2024-02-27 11.34.39.291,TARGET
35,2024-02-27 11.34.39.772,KEY PRESS
36,2024-02-27 11.34.40.817,STANDARD
37,2024-02-27 11.34.42.332,STANDARD
38,2024-02-27 11.34.43.858,TARGET
39,2024-02-27 11.34.44.405,KEY PRESS
40,2024-02-27 11.34.45.385,STANDARD
41,2024-02-27 11.34.46.908,STANDARD
42,2024-02-27 11.34.48.422,STANDARD
43,2024-02-27 11.34.49.927,STANDARD
44,2024-02-27 11.34.51.443,STANDARD
45,2024-02-27 11.34.52.951,STANDARD
46,2024-02-27 11.34.54.466,TARGET
47,2024-02-27 11.34.54.994,KEY PRESS
48,2024-02-27 11.34.55.994,STANDARD
49,2024-02-27 11.34.57.506,STANDARD
50,2024-02-27 11.34.59.035,TARGET
51,2024-02-27 11.34.59.626,KEY PRESS
52,2024-02-27 11.35.00.557,STANDARD
53,2024-02-27 11.35.02.069,STANDARD
54,2024-02-27 11.35.03.597,STANDARD
55,2024-02-27 11.35.05.112,STANDARD
56,2024-02-27 11.35.06.632,TARGET
57,2024-02-27 11.35.07.192,KEY PRESS
58,2024-02-27 11.35.08.154,STANDARD
59,2024-02-27 11.35.09.680,STANDARD
60,2024-02-27 11.35.11.195,STANDARD
61,2024-02-27 11.35.12.724,STANDARD
62,2024-02-27 11.35.14.242,STANDARD
63,2024-02-27 11.35.15.757,STANDARD
64,2024-02-27 11.35.17.257,STANDARD
65,2024-02-27 11.35.18.785,STANDARD
66,2024-02-27 11.35.20.286,STANDARD
67,2024-02-27 11.35.21.810,STANDARD
68,2024-02-27 11.35.23.341,STANDARD
69,2024-02-27 11.35.24.855,TARGET
70,2024-02-27 11.35.25.382,KEY PRESS
71,2024-02-27 11.35.26.376,TARGET
72,2024-02-27 11.35.26.938,KEY PRESS
73,2024-02-27 11.35.27.893,STANDARD
74,2024-02-27 11.35.29.419,STANDARD
75,2024-02-27 11.35.30.933,TARGET
76,2024-02-27 11.35.31.365,KEY PRESS
77,2024-02-27 11.35.32.448,STANDARD
78,2024-02-27 11.35.33.948,STANDARD
79,2024-02-27 11.35.35.454,STANDARD
80,2024-02-27 11.35.36.967,STANDARD
81,2024-02-27 11.35.38.492,STANDARD
82,2024-02-27 11.35.40.017,TARGET
83,2024-02-27 11.35.40.547,KEY PRESS
84,2024-02-27 11.35.41.542,STANDARD
85,2024-02-27 11.35.43.058,TARGET
86,2024-02-27 11.35.43.509,KEY PRESS
87,2024-02-27 11.35.44.573,STANDARD
88,2024-02-27 11.35.46.099,STANDARD
89,2024-02-27 11.35.47.626,STANDARD
90,2024-02-27 11.35.49.126,STANDARD
91,2024-02-27 11.35.50.656,STANDARD
92,2024-02-27 11.35.52.169,TARGET
93,2024-02-27 11.35.52.717,KEY PRESS
94,2024-02-27 11.35.53.697,STANDARD
95,2024-02-27 11.35.55.214,STANDARD
96,2024-02-27 11.35.56.730,STANDARD
97,2024-02-27 11.35.58.254,STANDARD
98,2024-02-27 11.35.59.770,STANDARD
99,2024-02-27 11.36.01.283,STANDARD
100,2024-02-27 11.36.02.804,STANDARD
101,2024-02-27 11.36.04.327,STANDARD
102,2024-02-27 11.36.05.855,STANDARD
103,2024-02-27 11.36.07.382,TARGET
104,2024-02-27 11.36.07.781,KEY PRESS
105,2024-02-27 11.36.08.912,STANDARD
106,2024-02-27 11.36.10.425,STANDARD
107,2024-02-27 11.36.11.953,TARGET
