,datetimes,events
0,2024-02-27 14.56.51.369,START
1,2024-02-27 14.56.56.369,10.00 Hz START
2,2024-02-27 14.57.04.415,10.00 Hz END
3,2024-02-27 14.57.19.417,7.50 Hz START
4,2024-02-27 14.57.27.479,7.50 Hz END
5,2024-02-27 14.57.42.481,12.00 Hz START
6,2024-02-27 14.57.50.511,12.00 Hz END
7,2024-02-27 14.58.05.512,8.57 Hz START
8,2024-02-27 14.58.13.553,8.57 Hz END
9,2024-02-27 14.58.28.554,END
