,datetimes,events
0,2024-04-03 16.19.20.343,START
1,2024-04-03 16.19.25.343,TARGET
2,2024-04-03 16.19.26.224,KEY PRESS
3,2024-04-03 16.19.26.354,STANDARD
4,2024-04-03 16.19.27.879,TARGET
5,2024-04-03 16.19.28.493,KEY PRESS
6,2024-04-03 16.19.29.402,STANDARD
7,2024-04-03 16.19.30.928,STANDARD
8,2024-04-03 16.19.32.451,STANDARD
9,2024-04-03 16.19.33.967,STANDARD
10,2024-04-03 16.19.35.495,STANDARD
11,2024-04-03 16.19.37.005,STANDARD
12,2024-04-03 16.19.38.518,STANDARD
13,2024-04-03 16.19.40.043,STANDARD
14,2024-04-03 16.19.41.572,STANDARD
15,2024-04-03 16.19.43.084,STANDARD
16,2024-04-03 16.19.44.613,STANDARD
17,2024-04-03 16.19.46.129,STANDARD
18,2024-04-03 16.19.47.655,STANDARD
19,2024-04-03 16.19.49.181,STANDARD
20,2024-04-03 16.19.50.694,STANDARD
21,2024-04-03 16.19.52.219,TARGET
22,2024-04-03 16.19.52.698,KEY PRESS
23,2024-04-03 16.19.53.744,TARGET
24,2024-04-03 16.19.54.290,KEY PRESS
25,2024-04-03 16.19.55.256,STANDARD
26,2024-04-03 16.19.56.758,TARGET
27,2024-04-03 16.19.57.205,KEY PRESS
28,2024-04-03 16.19.58.285,STANDARD
29,2024-04-03 16.19.59.812,STANDARD
30,2024-04-03 16.20.01.342,STANDARD
31,2024-04-03 16.20.02.856,STANDARD
32,2024-04-03 16.20.04.368,STANDARD
33,2024-04-03 16.20.05.886,STANDARD
34,2024-04-03 16.20.07.413,TARGET
35,2024-04-03 16.20.07.809,KEY PRESS
36,2024-04-03 16.20.08.935,STANDARD
37,2024-04-03 16.20.10.463,STANDARD
38,2024-04-03 16.20.11.980,STANDARD
39,2024-04-03 16.20.13.507,STANDARD
40,2024-04-03 16.20.15.039,TARGET
41,2024-04-03 16.20.15.453,KEY PRESS
42,2024-04-03 16.20.16.565,STANDARD
43,2024-04-03 16.20.18.093,STANDARD
44,2024-04-03 16.20.19.618,STANDARD
45,2024-04-03 16.20.21.146,TARGET
46,2024-04-03 16.20.21.593,KEY PRESS
47,2024-04-03 16.20.22.661,STANDARD
48,2024-04-03 16.20.24.190,STANDARD
