,datetimes,events
0,2024-03-21 09.18.54.413,START
1,2024-03-21 09.18.59.413,STANDARD
2,2024-03-21 09.19.00.430,STANDARD
3,2024-03-21 09.19.01.957,TARGET
4,2024-03-21 09.19.02.408,KEY PRESS
5,2024-03-21 09.19.03.488,STANDARD
6,2024-03-21 09.19.05.015,STANDARD
7,2024-03-21 09.19.06.530,TARGET
8,2024-03-21 09.19.06.925,KEY PRESS
9,2024-03-21 09.19.08.050,STANDARD
10,2024-03-21 09.19.09.567,STANDARD
11,2024-03-21 09.19.11.088,STANDARD
12,2024-03-21 09.19.12.611,STANDARD
13,2024-03-21 09.19.14.128,STANDARD
14,2024-03-21 09.19.15.645,TARGET
15,2024-03-21 09.19.16.023,KEY PRESS
16,2024-03-21 09.19.17.161,STANDARD
17,2024-03-21 09.19.18.682,TARGET
18,2024-03-21 09.19.19.077,KEY PRESS
19,2024-03-21 09.19.20.201,STANDARD
20,2024-03-21 09.19.21.722,STANDARD
21,2024-03-21 09.19.23.248,STANDARD
22,2024-03-21 09.19.24.770,STANDARD
23,2024-03-21 09.19.26.299,STANDARD
24,2024-03-21 09.19.27.819,STANDARD
25,2024-03-21 09.19.29.337,STANDARD
26,2024-03-21 09.19.30.859,STANDARD
27,2024-03-21 09.19.32.374,STANDARD
28,2024-03-21 09.19.33.897,STANDARD
29,2024-03-21 09.19.35.425,STANDARD
30,2024-03-21 09.19.36.950,STANDARD
31,2024-03-21 09.19.38.472,TARGET
32,2024-03-21 09.19.39.039,KEY PRESS
33,2024-03-21 09.19.39.981,TARGET
34,2024-03-21 09.19.40.494,KEY PRESS
35,2024-03-21 09.19.41.500,STANDARD
36,2024-03-21 09.19.43.019,STANDARD
37,2024-03-21 09.19.44.543,STANDARD
38,2024-03-21 09.19.46.071,STANDARD
39,2024-03-21 09.19.47.595,STANDARD
40,2024-03-21 09.19.49.111,STANDARD
41,2024-03-21 09.19.50.624,STANDARD
42,2024-03-21 09.19.52.149,STANDARD
43,2024-03-21 09.19.53.671,STANDARD
44,2024-03-21 09.19.55.197,TARGET
45,2024-03-21 09.19.55.549,KEY PRESS
46,2024-03-21 09.19.56.711,TARGET
47,2024-03-21 09.19.57.172,KEY PRESS
48,2024-03-21 09.19.58.232,STANDARD
49,2024-03-21 09.19.59.756,TARGET
50,2024-03-21 09.20.00.184,KEY PRESS
51,2024-03-21 09.20.01.279,STANDARD
52,2024-03-21 09.20.02.802,STANDARD
53,2024-03-21 09.20.04.332,TARGET
54,2024-03-21 09.20.04.727,KEY PRESS
55,2024-03-21 09.20.05.853,STANDARD
56,2024-03-21 09.20.07.380,STANDARD
57,2024-03-21 09.20.08.893,STANDARD
58,2024-03-21 09.20.10.423,STANDARD
59,2024-03-21 09.20.11.950,STANDARD
60,2024-03-21 09.20.13.451,STANDARD
61,2024-03-21 09.20.14.976,STANDARD
62,2024-03-21 09.20.16.504,STANDARD
63,2024-03-21 09.20.18.016,TARGET
64,2024-03-21 09.20.18.364,KEY PRESS
65,2024-03-21 09.20.19.532,TARGET
66,2024-03-21 09.20.19.964,KEY PRESS
67,2024-03-21 09.20.21.062,STANDARD
68,2024-03-21 09.20.22.578,STANDARD
69,2024-03-21 09.20.24.104,STANDARD
70,2024-03-21 09.20.25.627,STANDARD
71,2024-03-21 09.20.27.144,STANDARD
72,2024-03-21 09.20.28.661,STANDARD
73,2024-03-21 09.20.30.177,TARGET
74,2024-03-21 09.20.30.562,KEY PRESS
75,2024-03-21 09.20.31.693,STANDARD
76,2024-03-21 09.20.33.220,STANDARD
77,2024-03-21 09.20.34.731,STANDARD
78,2024-03-21 09.20.36.236,STANDARD
79,2024-03-21 09.20.37.765,STANDARD
80,2024-03-21 09.20.39.287,STANDARD
81,2024-03-21 09.20.40.805,STANDARD
82,2024-03-21 09.20.42.333,TARGET
83,2024-03-21 09.20.42.728,KEY PRESS
84,2024-03-21 09.20.43.856,STANDARD
85,2024-03-21 09.20.45.364,STANDARD
86,2024-03-21 09.20.46.874,STANDARD
87,2024-03-21 09.20.48.392,TARGET
88,2024-03-21 09.20.48.885,KEY PRESS
89,2024-03-21 09.20.49.916,STANDARD
90,2024-03-21 09.20.51.441,STANDARD
91,2024-03-21 09.20.52.969,STANDARD
92,2024-03-21 09.20.54.482,STANDARD
93,2024-03-21 09.20.55.997,STANDARD
94,2024-03-21 09.20.57.524,TARGET
95,2024-03-21 09.20.57.956,KEY PRESS
96,2024-03-21 09.20.59.051,STANDARD
97,2024-03-21 09.21.00.563,STANDARD
98,2024-03-21 09.21.02.074,TARGET
99,2024-03-21 09.21.02.487,KEY PRESS
100,2024-03-21 09.21.03.598,STANDARD
101,2024-03-21 09.21.05.125,STANDARD
102,2024-03-21 09.21.06.641,STANDARD
103,2024-03-21 09.21.08.155,STANDARD
104,2024-03-21 09.21.09.680,STANDARD
105,2024-03-21 09.21.11.193,TARGET
106,2024-03-21 09.21.11.623,KEY PRESS
107,2024-03-21 09.21.12.721,STANDARD
108,2024-03-21 09.21.14.244,STANDARD
109,2024-03-21 09.21.15.774,STANDARD
