,datetimes,events
0,2024-02-27 11.03.13.515,START
1,2024-02-27 11.03.18.515,12.00 Hz START
2,2024-02-27 11.03.26.516,12.00 Hz END
3,2024-02-27 11.03.41.515,7.50 Hz START
4,2024-02-27 11.03.49.572,7.50 Hz END
5,2024-02-27 11.04.04.573,8.57 Hz START
6,2024-02-27 11.04.12.591,8.57 Hz END
7,2024-02-27 11.04.27.591,10.00 Hz START
8,2024-02-27 11.04.35.638,10.00 Hz END
9,2024-02-27 11.04.50.640,END
