,datetimes,events
0,2024-02-27 12.09.30.360,START
1,2024-02-27 12.09.35.358,TARGET
2,2024-02-27 12.09.36.381,STANDARD
3,2024-02-27 12.09.37.907,STANDARD
4,2024-02-27 12.09.39.424,STANDARD
5,2024-02-27 12.09.40.937,STANDARD
6,2024-02-27 12.09.42.452,STANDARD
7,2024-02-27 12.09.43.980,STANDARD
8,2024-02-27 12.09.45.494,STANDARD
9,2024-02-27 12.09.47.023,STANDARD
10,2024-02-27 12.09.48.554,TARGET
11,2024-02-27 12.09.49.037,KEY PRESS
12,2024-02-27 12.09.50.079,STANDARD
13,2024-02-27 12.09.51.592,STANDARD
14,2024-02-27 12.09.53.110,STANDARD
15,2024-02-27 12.09.54.626,STANDARD
16,2024-02-27 12.09.56.153,STANDARD
17,2024-02-27 12.09.57.668,STANDARD
18,2024-02-27 12.09.59.185,TARGET
19,2024-02-27 12.09.59.714,KEY PRESS
20,2024-02-27 12.10.00.712,STANDARD
21,2024-02-27 12.10.02.241,TARGET
22,2024-02-27 12.10.02.803,KEY PRESS
23,2024-02-27 12.10.03.767,STANDARD
24,2024-02-27 12.10.05.293,STANDARD
25,2024-02-27 12.10.06.807,STANDARD
26,2024-02-27 12.10.08.330,STANDARD
27,2024-02-27 12.10.09.848,STANDARD
28,2024-02-27 12.10.11.369,STANDARD
29,2024-02-27 12.10.12.891,STANDARD
30,2024-02-27 12.10.14.419,TARGET
31,2024-02-27 12.10.14.937,KEY PRESS
32,2024-02-27 12.10.15.951,STANDARD
33,2024-02-27 12.10.17.479,TARGET
34,2024-02-27 12.10.18.026,KEY PRESS
35,2024-02-27 12.10.18.994,STANDARD
36,2024-02-27 12.10.20.510,TARGET
37,2024-02-27 12.10.20.994,KEY PRESS
38,2024-02-27 12.10.22.027,TARGET
39,2024-02-27 12.10.22.558,KEY PRESS
40,2024-02-27 12.10.23.555,STANDARD
41,2024-02-27 12.10.25.074,STANDARD
42,2024-02-27 12.10.26.597,STANDARD
43,2024-02-27 12.10.28.124,STANDARD
44,2024-02-27 12.10.29.651,STANDARD
45,2024-02-27 12.10.31.166,STANDARD
46,2024-02-27 12.10.32.678,STANDARD
47,2024-02-27 12.10.34.201,STANDARD
48,2024-02-27 12.10.35.701,STANDARD
49,2024-02-27 12.10.37.221,TARGET
50,2024-02-27 12.10.37.632,KEY PRESS
51,2024-02-27 12.10.38.743,STANDARD
