,datetimes,events
0,2024-03-25 14.48.47.464,START
1,2024-03-25 14.48.52.464,TARGET
2,2024-03-25 14.48.52.905,KEY PRESS
3,2024-03-25 14.48.53.470,STANDARD
4,2024-03-25 14.48.54.983,STANDARD
5,2024-03-25 14.48.56.511,STANDARD
6,2024-03-25 14.48.58.036,STANDARD
7,2024-03-25 14.48.59.563,TARGET
8,2024-03-25 14.49.00.063,KEY PRESS
9,2024-03-25 14.49.01.075,STANDARD
10,2024-03-25 14.49.02.600,STANDARD
11,2024-03-25 14.49.04.120,STANDARD
12,2024-03-25 14.49.05.620,STANDARD
13,2024-03-25 14.49.07.136,STANDARD
14,2024-03-25 14.49.08.665,STANDARD
15,2024-03-25 14.49.10.196,TARGET
16,2024-03-25 14.49.10.577,KEY PRESS
17,2024-03-25 14.49.11.709,STANDARD
18,2024-03-25 14.49.13.227,STANDARD
19,2024-03-25 14.49.14.744,STANDARD
20,2024-03-25 14.49.16.261,STANDARD
21,2024-03-25 14.49.17.789,STANDARD
22,2024-03-25 14.49.19.315,TARGET
23,2024-03-25 14.49.19.744,KEY PRESS
24,2024-03-25 14.49.20.844,STANDARD
25,2024-03-25 14.49.22.354,STANDARD
26,2024-03-25 14.49.23.870,STANDARD
27,2024-03-25 14.49.25.396,STANDARD
28,2024-03-25 14.49.26.896,STANDARD
29,2024-03-25 14.49.28.411,TARGET
30,2024-03-25 14.49.28.907,KEY PRESS
31,2024-03-25 14.49.29.938,TARGET
32,2024-03-25 14.49.30.436,KEY PRESS
33,2024-03-25 14.49.31.454,STANDARD
34,2024-03-25 14.49.32.969,STANDARD
35,2024-03-25 14.49.34.494,STANDARD
36,2024-03-25 14.49.35.998,STANDARD
37,2024-03-25 14.49.37.514,STANDARD
38,2024-03-25 14.49.39.038,STANDARD
39,2024-03-25 14.49.40.550,STANDARD
40,2024-03-25 14.49.42.062,STANDARD
41,2024-03-25 14.49.43.589,TARGET
42,2024-03-25 14.49.44.070,KEY PRESS
43,2024-03-25 14.49.45.114,STANDARD
44,2024-03-25 14.49.46.638,STANDARD
45,2024-03-25 14.49.48.152,TARGET
46,2024-03-25 14.49.48.683,KEY PRESS
47,2024-03-25 14.49.49.679,STANDARD
48,2024-03-25 14.49.51.193,STANDARD
49,2024-03-25 14.49.52.721,STANDARD
50,2024-03-25 14.49.54.233,STANDARD
51,2024-03-25 14.49.55.747,STANDARD
52,2024-03-25 14.49.57.274,STANDARD
53,2024-03-25 14.49.58.802,TARGET
54,2024-03-25 14.49.59.266,KEY PRESS
55,2024-03-25 14.50.00.331,TARGET
56,2024-03-25 14.50.00.762,KEY PRESS
57,2024-03-25 14.50.01.859,STANDARD
58,2024-03-25 14.50.03.362,STANDARD
59,2024-03-25 14.50.04.887,STANDARD
60,2024-03-25 14.50.06.400,STANDARD
61,2024-03-25 14.50.07.927,TARGET
62,2024-03-25 14.50.08.441,KEY PRESS
63,2024-03-25 14.50.09.450,STANDARD
64,2024-03-25 14.50.10.967,STANDARD
65,2024-03-25 14.50.12.497,STANDARD
66,2024-03-25 14.50.14.027,STANDARD
67,2024-03-25 14.50.15.541,STANDARD
68,2024-03-25 14.50.17.058,TARGET
69,2024-03-25 14.50.17.455,KEY PRESS
70,2024-03-25 14.50.18.582,STANDARD
71,2024-03-25 14.50.20.102,STANDARD
72,2024-03-25 14.50.21.632,STANDARD
73,2024-03-25 14.50.23.159,TARGET
74,2024-03-25 14.50.23.573,KEY PRESS
75,2024-03-25 14.50.24.678,STANDARD
76,2024-03-25 14.50.26.205,STANDARD
77,2024-03-25 14.50.27.731,STANDARD
78,2024-03-25 14.50.29.231,STANDARD
79,2024-03-25 14.50.30.755,STANDARD
80,2024-03-25 14.50.32.271,TARGET
81,2024-03-25 14.50.32.770,KEY PRESS
82,2024-03-25 14.50.33.799,STANDARD
83,2024-03-25 14.50.35.315,STANDARD
84,2024-03-25 14.50.36.827,STANDARD
85,2024-03-25 14.50.38.349,STANDARD
86,2024-03-25 14.50.39.878,STANDARD
87,2024-03-25 14.50.41.391,STANDARD
88,2024-03-25 14.50.42.905,TARGET
89,2024-03-25 14.50.43.354,KEY PRESS
90,2024-03-25 14.50.44.420,STANDARD
91,2024-03-25 14.50.45.948,STANDARD
92,2024-03-25 14.50.47.461,STANDARD
93,2024-03-25 14.50.48.972,STANDARD
94,2024-03-25 14.50.50.501,TARGET
95,2024-03-25 14.50.50.901,KEY PRESS
96,2024-03-25 14.50.52.030,STANDARD
97,2024-03-25 14.50.53.555,STANDARD
98,2024-03-25 14.50.55.072,STANDARD
99,2024-03-25 14.50.56.591,STANDARD
100,2024-03-25 14.50.58.121,STANDARD
101,2024-03-25 14.50.59.648,STANDARD
102,2024-03-25 14.51.01.164,TARGET
103,2024-03-25 14.51.01.623,KEY PRESS
104,2024-03-25 14.51.02.682,STANDARD
105,2024-03-25 14.51.04.211,STANDARD
106,2024-03-25 14.51.05.740,TARGET
107,2024-03-25 14.51.06.321,KEY PRESS
108,2024-03-25 14.51.07.269,STANDARD
109,2024-03-25 14.51.08.785,STANDARD
110,2024-03-25 14.51.10.311,STANDARD
111,2024-03-25 14.51.11.833,STANDARD
112,2024-03-25 14.51.13.362,TARGET
113,2024-03-25 14.51.13.825,KEY PRESS
114,2024-03-25 14.51.14.889,STANDARD
115,2024-03-25 14.51.16.401,STANDARD
116,2024-03-25 14.51.17.927,STANDARD
117,2024-03-25 14.51.19.427,TARGET
118,2024-03-25 14.51.19.860,KEY PRESS
119,2024-03-25 14.51.20.948,STANDARD
120,2024-03-25 14.51.22.464,STANDARD
121,2024-03-25 14.51.23.994,END
