,datetimes,events
0,2024-04-01 17.05.53.977,START
1,2024-04-01 17.05.58.977,STANDARD
2,2024-04-01 17.05.59.988,STANDARD
3,2024-04-01 17.06.01.511,STANDARD
4,2024-04-01 17.06.03.030,STANDARD
5,2024-04-01 17.06.04.549,STANDARD
6,2024-04-01 17.06.06.073,STANDARD
7,2024-04-01 17.06.07.602,TARGET
8,2024-04-01 17.06.08.199,KEY PRESS
9,2024-04-01 17.06.09.127,STANDARD
10,2024-04-01 17.06.10.649,TARGET
11,2024-04-01 17.06.11.077,KEY PRESS
12,2024-04-01 17.06.12.170,STANDARD
13,2024-04-01 17.06.13.694,TARGET
14,2024-04-01 17.06.14.123,KEY PRESS
15,2024-04-01 17.06.15.214,STANDARD
16,2024-04-01 17.06.16.716,STANDARD
17,2024-04-01 17.06.18.241,STANDARD
18,2024-04-01 17.06.19.757,STANDARD
19,2024-04-01 17.06.21.278,TARGET
20,2024-04-01 17.06.21.725,KEY PRESS
21,2024-04-01 17.06.22.792,STANDARD
22,2024-04-01 17.06.24.295,STANDARD
23,2024-04-01 17.06.25.824,STANDARD
24,2024-04-01 17.06.27.348,STANDARD
25,2024-04-01 17.06.28.861,STANDARD
26,2024-04-01 17.06.30.378,STANDARD
27,2024-04-01 17.06.31.900,STANDARD
28,2024-04-01 17.06.33.413,STANDARD
29,2024-04-01 17.06.34.937,TARGET
30,2024-04-01 17.06.35.336,KEY PRESS
31,2024-04-01 17.06.36.467,STANDARD
32,2024-04-01 17.06.37.970,TARGET
33,2024-04-01 17.06.38.383,KEY PRESS
34,2024-04-01 17.06.39.496,STANDARD
35,2024-04-01 17.06.41.007,STANDARD
36,2024-04-01 17.06.42.533,STANDARD
37,2024-04-01 17.06.44.049,STANDARD
38,2024-04-01 17.06.45.562,STANDARD
39,2024-04-01 17.06.47.090,STANDARD
40,2024-04-01 17.06.48.618,STANDARD
41,2024-04-01 17.06.50.143,STANDARD
42,2024-04-01 17.06.51.671,TARGET
43,2024-04-01 17.06.52.369,KEY PRESS
44,2024-04-01 17.06.53.199,STANDARD
45,2024-04-01 17.06.54.723,STANDARD
46,2024-04-01 17.06.56.253,TARGET
47,2024-04-01 17.06.56.753,KEY PRESS
48,2024-04-01 17.06.57.778,STANDARD
49,2024-04-01 17.06.59.302,TARGET
50,2024-04-01 17.06.59.865,KEY PRESS
51,2024-04-01 17.07.00.823,STANDARD
52,2024-04-01 17.07.02.345,STANDARD
53,2024-04-01 17.07.03.861,STANDARD
54,2024-04-01 17.07.05.378,STANDARD
55,2024-04-01 17.07.06.905,TARGET
56,2024-04-01 17.07.07.273,KEY PRESS
57,2024-04-01 17.07.08.414,STANDARD
58,2024-04-01 17.07.09.943,STANDARD
59,2024-04-01 17.07.11.470,STANDARD
60,2024-04-01 17.07.12.987,STANDARD
61,2024-04-01 17.07.14.509,STANDARD
62,2024-04-01 17.07.16.037,STANDARD
63,2024-04-01 17.07.17.565,TARGET
64,2024-04-01 17.07.18.068,KEY PRESS
65,2024-04-01 17.07.19.078,STANDARD
66,2024-04-01 17.07.20.600,TARGET
67,2024-04-01 17.07.21.198,KEY PRESS
68,2024-04-01 17.07.22.123,STANDARD
69,2024-04-01 17.07.23.647,STANDARD
70,2024-04-01 17.07.25.152,STANDARD
71,2024-04-01 17.07.26.679,STANDARD
72,2024-04-01 17.07.28.193,STANDARD
73,2024-04-01 17.07.29.709,STANDARD
74,2024-04-01 17.07.31.236,TARGET
75,2024-04-01 17.07.31.718,KEY PRESS
76,2024-04-01 17.07.32.751,STANDARD
77,2024-04-01 17.07.34.280,STANDARD
78,2024-04-01 17.07.35.809,STANDARD
79,2024-04-01 17.07.37.311,STANDARD
80,2024-04-01 17.07.38.836,STANDARD
81,2024-04-01 17.07.40.364,TARGET
82,2024-04-01 17.07.40.791,KEY PRESS
83,2024-04-01 17.07.41.888,STANDARD
84,2024-04-01 17.07.43.418,STANDARD
85,2024-04-01 17.07.44.928,TARGET
86,2024-04-01 17.07.45.362,KEY PRESS
87,2024-04-01 17.07.46.438,STANDARD
88,2024-04-01 17.07.47.966,STANDARD
89,2024-04-01 17.07.49.478,STANDARD
90,2024-04-01 17.07.50.995,STANDARD
91,2024-04-01 17.07.52.513,STANDARD
92,2024-04-01 17.07.54.033,STANDARD
93,2024-04-01 17.07.55.557,TARGET
94,2024-04-01 17.07.55.989,KEY PRESS
95,2024-04-01 17.07.57.086,STANDARD
96,2024-04-01 17.07.58.614,STANDARD
97,2024-04-01 17.08.00.115,TARGET
98,2024-04-01 17.08.00.662,KEY PRESS
99,2024-04-01 17.08.01.645,TARGET
100,2024-04-01 17.08.02.405,KEY PRESS
101,2024-04-01 17.08.03.171,STANDARD
102,2024-04-01 17.08.04.685,STANDARD
103,2024-04-01 17.08.06.206,STANDARD
104,2024-04-01 17.08.07.725,STANDARD
105,2024-04-01 17.08.09.251,STANDARD
106,2024-04-01 17.08.10.763,STANDARD
107,2024-04-01 17.08.12.290,STANDARD
108,2024-04-01 17.08.13.795,STANDARD
109,2024-04-01 17.08.15.312,STANDARD
110,2024-04-01 17.08.16.834,STANDARD
111,2024-04-01 17.08.18.356,TARGET
112,2024-04-01 17.08.18.837,KEY PRESS
113,2024-04-01 17.08.19.885,STANDARD
114,2024-04-01 17.08.21.397,STANDARD
115,2024-04-01 17.08.22.926,STANDARD
116,2024-04-01 17.08.24.456,TARGET
117,2024-04-01 17.08.25.038,KEY PRESS
118,2024-04-01 17.08.25.973,STANDARD
119,2024-04-01 17.08.27.490,STANDARD
120,2024-04-01 17.08.29.002,STANDARD
121,2024-04-01 17.08.30.532,END
