,datetimes,events
0,2024-03-25 16.54.30.417,START
1,2024-03-25 16.54.35.417,STANDARD
2,2024-03-25 16.54.36.436,STANDARD
3,2024-03-25 16.54.37.963,STANDARD
4,2024-03-25 16.54.39.485,STANDARD
5,2024-03-25 16.54.40.987,STANDARD
6,2024-03-25 16.54.42.504,STANDARD
7,2024-03-25 16.54.44.035,STANDARD
8,2024-03-25 16.54.45.562,STANDARD
9,2024-03-25 16.54.47.092,TARGET
10,2024-03-25 16.54.47.541,KEY PRESS
11,2024-03-25 16.54.48.620,TARGET
12,2024-03-25 16.54.49.054,KEY PRESS
13,2024-03-25 16.54.50.132,STANDARD
14,2024-03-25 16.54.51.663,STANDARD
15,2024-03-25 16.54.53.176,STANDARD
16,2024-03-25 16.54.54.689,TARGET
17,2024-03-25 16.54.55.072,KEY PRESS
18,2024-03-25 16.54.56.212,STANDARD
19,2024-03-25 16.54.57.726,STANDARD
20,2024-03-25 16.54.59.237,STANDARD
21,2024-03-25 16.55.00.758,STANDARD
22,2024-03-25 16.55.02.287,TARGET
23,2024-03-25 16.55.02.683,KEY PRESS
24,2024-03-25 16.55.03.811,STANDARD
25,2024-03-25 16.55.05.322,STANDARD
26,2024-03-25 16.55.06.854,STANDARD
27,2024-03-25 16.55.08.378,STANDARD
28,2024-03-25 16.55.09.893,TARGET
29,2024-03-25 16.55.10.209,KEY PRESS
30,2024-03-25 16.55.11.421,STANDARD
31,2024-03-25 16.55.12.925,TARGET
32,2024-03-25 16.55.13.359,KEY PRESS
33,2024-03-25 16.55.14.452,STANDARD
34,2024-03-25 16.55.15.972,STANDARD
35,2024-03-25 16.55.17.498,STANDARD
36,2024-03-25 16.55.19.026,STANDARD
37,2024-03-25 16.55.20.538,TARGET
38,2024-03-25 16.55.20.920,KEY PRESS
39,2024-03-25 16.55.22.065,STANDARD
40,2024-03-25 16.55.23.595,TARGET
41,2024-03-25 16.55.24.158,KEY PRESS
42,2024-03-25 16.55.25.118,STANDARD
43,2024-03-25 16.55.26.639,STANDARD
44,2024-03-25 16.55.28.164,STANDARD
45,2024-03-25 16.55.29.691,STANDARD
46,2024-03-25 16.55.31.217,STANDARD
47,2024-03-25 16.55.32.746,STANDARD
48,2024-03-25 16.55.34.270,STANDARD
49,2024-03-25 16.55.35.787,STANDARD
50,2024-03-25 16.55.37.308,STANDARD
