,datetimes,events
0,2024-02-27 14.13.44.213,START
1,2024-02-27 14.13.49.213,STANDARD
2,2024-02-27 14.13.50.230,TARGET
3,2024-02-27 14.13.50.913,KEY PRESS
4,2024-02-27 14.13.51.741,STANDARD
5,2024-02-27 14.13.53.265,STANDARD
6,2024-02-27 14.13.54.777,STANDARD
7,2024-02-27 14.13.56.306,STANDARD
8,2024-02-27 14.13.57.837,STANDARD
9,2024-02-27 14.13.59.356,STANDARD
10,2024-02-27 14.14.00.884,STANDARD
11,2024-02-27 14.14.02.413,TARGET
12,2024-02-27 14.14.02.846,KEY PRESS
13,2024-02-27 14.14.03.923,STANDARD
14,2024-02-27 14.14.05.436,STANDARD
15,2024-02-27 14.14.06.963,STANDARD
16,2024-02-27 14.14.08.483,STANDARD
17,2024-02-27 14.14.09.993,STANDARD
18,2024-02-27 14.14.11.519,STANDARD
19,2024-02-27 14.14.13.035,STANDARD
20,2024-02-27 14.14.14.562,TARGET
21,2024-02-27 14.14.14.946,KEY PRESS
22,2024-02-27 14.14.16.085,TARGET
23,2024-02-27 14.14.16.634,KEY PRESS
24,2024-02-27 14.14.17.612,STANDARD
25,2024-02-27 14.14.19.128,STANDARD
26,2024-02-27 14.14.20.656,STANDARD
27,2024-02-27 14.14.22.157,TARGET
28,2024-02-27 14.14.22.590,KEY PRESS
29,2024-02-27 14.14.23.682,TARGET
30,2024-02-27 14.14.24.146,KEY PRESS
31,2024-02-27 14.14.25.205,STANDARD
32,2024-02-27 14.14.26.718,STANDARD
33,2024-02-27 14.14.28.242,STANDARD
34,2024-02-27 14.14.29.753,STANDARD
35,2024-02-27 14.14.31.266,STANDARD
36,2024-02-27 14.14.32.787,STANDARD
37,2024-02-27 14.14.34.312,STANDARD
38,2024-02-27 14.14.35.835,STANDARD
39,2024-02-27 14.14.37.365,STANDARD
40,2024-02-27 14.14.38.884,STANDARD
41,2024-02-27 14.14.40.411,TARGET
42,2024-02-27 14.14.40.845,KEY PRESS
43,2024-02-27 14.14.41.928,STANDARD
44,2024-02-27 14.14.43.447,STANDARD
45,2024-02-27 14.14.44.971,STANDARD
46,2024-02-27 14.14.46.497,STANDARD
47,2024-02-27 14.14.48.017,TARGET
48,2024-02-27 14.14.48.515,KEY PRESS
49,2024-02-27 14.14.49.544,TARGET
50,2024-02-27 14.14.50.057,KEY PRESS
51,2024-02-27 14.14.51.063,STANDARD
52,2024-02-27 14.14.52.588,STANDARD
53,2024-02-27 14.14.54.107,STANDARD
54,2024-02-27 14.14.55.628,STANDARD
55,2024-02-27 14.14.57.145,STANDARD
56,2024-02-27 14.14.58.662,STANDARD
57,2024-02-27 14.15.00.180,STANDARD
58,2024-02-27 14.15.01.697,STANDARD
59,2024-02-27 14.15.03.218,TARGET
60,2024-02-27 14.15.03.731,KEY PRESS
61,2024-02-27 14.15.04.736,STANDARD
62,2024-02-27 14.15.06.258,STANDARD
63,2024-02-27 14.15.07.775,STANDARD
64,2024-02-27 14.15.09.304,STANDARD
65,2024-02-27 14.15.10.826,TARGET
66,2024-02-27 14.15.11.244,KEY PRESS
67,2024-02-27 14.15.12.340,STANDARD
68,2024-02-27 14.15.13.866,STANDARD
69,2024-02-27 14.15.15.394,TARGET
70,2024-02-27 14.15.15.808,KEY PRESS
71,2024-02-27 14.15.16.907,STANDARD
72,2024-02-27 14.15.18.440,STANDARD
73,2024-02-27 14.15.19.968,TARGET
74,2024-02-27 14.15.20.436,KEY PRESS
75,2024-02-27 14.15.21.471,STANDARD
76,2024-02-27 14.15.22.982,STANDARD
77,2024-02-27 14.15.24.508,STANDARD
78,2024-02-27 14.15.26.034,STANDARD
79,2024-02-27 14.15.27.561,STANDARD
80,2024-02-27 14.15.29.085,TARGET
81,2024-02-27 14.15.29.462,KEY PRESS
82,2024-02-27 14.15.30.604,STANDARD
83,2024-02-27 14.15.32.128,STANDARD
84,2024-02-27 14.15.33.644,STANDARD
85,2024-02-27 14.15.35.168,TARGET
86,2024-02-27 14.15.35.553,KEY PRESS
87,2024-02-27 14.15.36.677,STANDARD
88,2024-02-27 14.15.38.191,STANDARD
89,2024-02-27 14.15.39.710,STANDARD
90,2024-02-27 14.15.41.234,STANDARD
91,2024-02-27 14.15.42.747,STANDARD
92,2024-02-27 14.15.44.264,TARGET
93,2024-02-27 14.15.44.705,KEY PRESS
94,2024-02-27 14.15.45.777,STANDARD
95,2024-02-27 14.15.47.298,STANDARD
96,2024-02-27 14.15.48.817,STANDARD
97,2024-02-27 14.15.50.339,STANDARD
98,2024-02-27 14.15.51.859,STANDARD
99,2024-02-27 14.15.53.377,STANDARD
100,2024-02-27 14.15.54.891,TARGET
101,2024-02-27 14.15.55.306,KEY PRESS
102,2024-02-27 14.15.56.408,TARGET
103,2024-02-27 14.15.56.924,KEY PRESS
104,2024-02-27 14.15.57.937,STANDARD
105,2024-02-27 14.15.59.451,STANDARD
106,2024-02-27 14.16.00.975,STANDARD
107,2024-02-27 14.16.02.479,STANDARD
108,2024-02-27 14.16.03.999,STANDARD
109,2024-02-27 14.16.05.525,STANDARD
110,2024-02-27 14.16.07.053,STANDARD
111,2024-02-27 14.16.08.576,STANDARD
112,2024-02-27 14.16.10.076,TARGET
113,2024-02-27 14.16.10.474,KEY PRESS
114,2024-02-27 14.16.11.600,TARGET
115,2024-02-27 14.16.12.069,KEY PRESS
116,2024-02-27 14.16.13.116,STANDARD
117,2024-02-27 14.16.14.643,STANDARD
118,2024-02-27 14.16.16.168,STANDARD
119,2024-02-27 14.16.17.695,STANDARD
120,2024-02-27 14.16.19.195,STANDARD
121,2024-02-27 14.16.20.712,END
