,datetimes,events
0,2024-02-23 11.36.10.932,START
1,2024-02-23 11.36.15.931,TARGET
2,2024-02-23 11.36.16.949,STANDARD
3,2024-02-23 11.36.17.459,KEY PRESS
4,2024-02-23 11.36.18.459,STANDARD
5,2024-02-23 11.36.19.973,STANDARD
6,2024-02-23 11.36.21.490,STANDARD
7,2024-02-23 11.36.23.001,STANDARD
8,2024-02-23 11.36.24.514,STANDARD
9,2024-02-23 11.36.26.021,STANDARD
10,2024-02-23 11.36.27.548,STANDARD
11,2024-02-23 11.36.29.061,TARGET
12,2024-02-23 11.36.29.649,KEY PRESS
13,2024-02-23 11.36.30.571,STANDARD
14,2024-02-23 11.36.32.089,STANDARD
15,2024-02-23 11.36.33.601,STANDARD
16,2024-02-23 11.36.35.119,TARGET
17,2024-02-23 11.36.35.645,KEY PRESS
18,2024-02-23 11.36.36.635,STANDARD
19,2024-02-23 11.36.38.147,STANDARD
20,2024-02-23 11.36.39.665,TARGET
21,2024-02-23 11.36.40.110,KEY PRESS
22,2024-02-23 11.36.41.179,STANDARD
23,2024-02-23 11.36.42.695,STANDARD
24,2024-02-23 11.36.44.211,STANDARD
25,2024-02-23 11.36.45.721,STANDARD
26,2024-02-23 11.36.47.238,TARGET
27,2024-02-23 11.36.47.798,KEY PRESS
28,2024-02-23 11.36.48.751,STANDARD
29,2024-02-23 11.36.50.261,STANDARD
30,2024-02-23 11.36.51.772,STANDARD
31,2024-02-23 11.36.53.286,STANDARD
32,2024-02-23 11.36.54.805,STANDARD
33,2024-02-23 11.36.56.319,TARGET
34,2024-02-23 11.36.56.860,KEY PRESS
35,2024-02-23 11.36.57.830,STANDARD
36,2024-02-23 11.36.59.341,STANDARD
37,2024-02-23 11.37.00.856,STANDARD
38,2024-02-23 11.37.02.374,STANDARD
39,2024-02-23 11.37.03.888,STANDARD
40,2024-02-23 11.37.05.404,TARGET
41,2024-02-23 11.37.05.919,KEY PRESS
42,2024-02-23 11.37.06.921,STANDARD
43,2024-02-23 11.37.08.430,TARGET
44,2024-02-23 11.37.09.040,KEY PRESS
45,2024-02-23 11.37.09.947,STANDARD
46,2024-02-23 11.37.11.460,STANDARD
47,2024-02-23 11.37.12.969,STANDARD
48,2024-02-23 11.37.14.481,STANDARD
49,2024-02-23 11.37.15.991,TARGET
50,2024-02-23 11.37.16.420,KEY PRESS
51,2024-02-23 11.37.17.506,STANDARD
52,2024-02-23 11.37.19.020,STANDARD
53,2024-02-23 11.37.20.531,STANDARD
