,datetimes,events
0,2024-04-01 16.45.24.833,START
1,2024-04-01 16.45.29.833,TARGET
2,2024-04-01 16.45.30.653,KEY PRESS
3,2024-04-01 16.45.30.837,STANDARD
4,2024-04-01 16.45.32.349,STANDARD
5,2024-04-01 16.45.33.874,STANDARD
6,2024-04-01 16.45.35.378,STANDARD
7,2024-04-01 16.45.36.879,STANDARD
8,2024-04-01 16.45.38.404,STANDARD
9,2024-04-01 16.45.39.934,STANDARD
10,2024-04-01 16.45.41.459,TARGET
11,2024-04-01 16.45.41.890,KEY PRESS
12,2024-04-01 16.45.42.972,STANDARD
13,2024-04-01 16.45.44.489,STANDARD
14,2024-04-01 16.45.46.005,STANDARD
15,2024-04-01 16.45.47.531,STANDARD
16,2024-04-01 16.45.49.051,TARGET
17,2024-04-01 16.45.49.485,KEY PRESS
18,2024-04-01 16.45.50.551,STANDARD
19,2024-04-01 16.45.52.074,TARGET
20,2024-04-01 16.45.52.756,KEY PRESS
21,2024-04-01 16.45.53.583,STANDARD
22,2024-04-01 16.45.55.113,STANDARD
23,2024-04-01 16.45.56.630,STANDARD
24,2024-04-01 16.45.58.145,STANDARD
25,2024-04-01 16.45.59.667,STANDARD
26,2024-04-01 16.46.01.197,STANDARD
27,2024-04-01 16.46.02.723,TARGET
28,2024-04-01 16.46.03.155,KEY PRESS
29,2024-04-01 16.46.04.250,STANDARD
30,2024-04-01 16.46.05.766,STANDARD
31,2024-04-01 16.46.07.280,STANDARD
32,2024-04-01 16.46.08.789,STANDARD
33,2024-04-01 16.46.10.313,STANDARD
34,2024-04-01 16.46.11.841,TARGET
35,2024-04-01 16.46.12.325,KEY PRESS
36,2024-04-01 16.46.13.352,STANDARD
37,2024-04-01 16.46.14.878,TARGET
38,2024-04-01 16.46.15.409,KEY PRESS
39,2024-04-01 16.46.16.404,STANDARD
40,2024-04-01 16.46.17.917,STANDARD
41,2024-04-01 16.46.19.430,TARGET
42,2024-04-01 16.46.19.812,KEY PRESS
43,2024-04-01 16.46.20.957,STANDARD
44,2024-04-01 16.46.22.480,STANDARD
45,2024-04-01 16.46.24.007,STANDARD
46,2024-04-01 16.46.25.526,STANDARD
47,2024-04-01 16.46.27.045,STANDARD
48,2024-04-01 16.46.28.567,STANDARD
49,2024-04-01 16.46.30.087,STANDARD
50,2024-04-01 16.46.31.607,STANDARD
51,2024-04-01 16.46.33.124,STANDARD
52,2024-04-01 16.46.34.643,TARGET
53,2024-04-01 16.46.35.058,KEY PRESS
54,2024-04-01 16.46.36.163,STANDARD
55,2024-04-01 16.46.37.692,STANDARD
56,2024-04-01 16.46.39.211,STANDARD
57,2024-04-01 16.46.40.734,STANDARD
58,2024-04-01 16.46.42.236,STANDARD
59,2024-04-01 16.46.43.753,TARGET
60,2024-04-01 16.46.44.323,KEY PRESS
61,2024-04-01 16.46.45.268,STANDARD
62,2024-04-01 16.46.46.793,STANDARD
63,2024-04-01 16.46.48.323,STANDARD
64,2024-04-01 16.46.49.823,STANDARD
65,2024-04-01 16.46.51.345,STANDARD
66,2024-04-01 16.46.52.860,STANDARD
67,2024-04-01 16.46.54.377,STANDARD
68,2024-04-01 16.46.55.894,STANDARD
69,2024-04-01 16.46.57.395,TARGET
70,2024-04-01 16.46.57.927,KEY PRESS
71,2024-04-01 16.46.58.921,TARGET
72,2024-04-01 16.46.59.535,KEY PRESS
73,2024-04-01 16.47.00.448,TARGET
74,2024-04-01 16.47.00.864,KEY PRESS
75,2024-04-01 16.47.01.948,STANDARD
76,2024-04-01 16.47.03.476,STANDARD
77,2024-04-01 16.47.04.985,STANDARD
78,2024-04-01 16.47.06.500,TARGET
79,2024-04-01 16.47.07.017,KEY PRESS
80,2024-04-01 16.47.08.024,STANDARD
81,2024-04-01 16.47.09.551,STANDARD
82,2024-04-01 16.47.11.076,STANDARD
83,2024-04-01 16.47.12.588,STANDARD
84,2024-04-01 16.47.14.111,STANDARD
85,2024-04-01 16.47.15.626,STANDARD
86,2024-04-01 16.47.17.148,TARGET
87,2024-04-01 16.47.17.929,KEY PRESS
88,2024-04-01 16.47.18.660,STANDARD
89,2024-04-01 16.47.20.181,STANDARD
90,2024-04-01 16.47.21.691,STANDARD
91,2024-04-01 16.47.23.205,STANDARD
92,2024-04-01 16.47.24.727,TARGET
93,2024-04-01 16.47.25.093,KEY PRESS
94,2024-04-01 16.47.26.258,STANDARD
95,2024-04-01 16.47.27.784,STANDARD
96,2024-04-01 16.47.29.294,STANDARD
97,2024-04-01 16.47.30.817,STANDARD
98,2024-04-01 16.47.32.329,STANDARD
99,2024-04-01 16.47.33.845,STANDARD
100,2024-04-01 16.47.35.372,STANDARD
101,2024-04-01 16.47.36.901,TARGET
102,2024-04-01 16.47.37.352,KEY PRESS
103,2024-04-01 16.47.38.417,STANDARD
104,2024-04-01 16.47.39.917,STANDARD
105,2024-04-01 16.47.41.429,STANDARD
106,2024-04-01 16.47.42.956,TARGET
107,2024-04-01 16.47.43.487,KEY PRESS
108,2024-04-01 16.47.44.479,STANDARD
109,2024-04-01 16.47.45.980,STANDARD
110,2024-04-01 16.47.47.494,STANDARD
111,2024-04-01 16.47.49.022,STANDARD
112,2024-04-01 16.47.50.523,STANDARD
113,2024-04-01 16.47.52.048,TARGET
114,2024-04-01 16.47.52.464,KEY PRESS
115,2024-04-01 16.47.53.563,TARGET
116,2024-04-01 16.47.54.145,KEY PRESS
117,2024-04-01 16.47.55.088,STANDARD
118,2024-04-01 16.47.56.601,STANDARD
