,datetimes,events
0,2024-02-27 14.40.04.544,START
1,2024-02-27 14.40.09.544,STANDARD
2,2024-02-27 14.40.10.561,STANDARD
3,2024-02-27 14.40.12.090,STANDARD
4,2024-02-27 14.40.13.618,TARGET
5,2024-02-27 14.40.14.016,KEY PRESS
6,2024-02-27 14.40.15.144,STANDARD
7,2024-02-27 14.40.16.654,STANDARD
8,2024-02-27 14.40.18.165,TARGET
9,2024-02-27 14.40.18.531,KEY PRESS
10,2024-02-27 14.40.19.690,STANDARD
11,2024-02-27 14.40.21.213,STANDARD
12,2024-02-27 14.40.22.737,STANDARD
13,2024-02-27 14.40.24.251,STANDARD
14,2024-02-27 14.40.25.766,STANDARD
15,2024-02-27 14.40.27.289,STANDARD
16,2024-02-27 14.40.28.813,TARGET
17,2024-02-27 14.40.29.259,KEY PRESS
18,2024-02-27 14.40.30.341,STANDARD
19,2024-02-27 14.40.31.847,STANDARD
20,2024-02-27 14.40.33.375,STANDARD
21,2024-02-27 14.40.34.901,STANDARD
22,2024-02-27 14.40.36.428,TARGET
23,2024-02-27 14.40.36.876,KEY PRESS
24,2024-02-27 14.40.37.957,STANDARD
25,2024-02-27 14.40.39.473,STANDARD
26,2024-02-27 14.40.41.006,STANDARD
27,2024-02-27 14.40.42.522,TARGET
28,2024-02-27 14.40.43.040,KEY PRESS
29,2024-02-27 14.40.44.035,STANDARD
30,2024-02-27 14.40.45.558,STANDARD
31,2024-02-27 14.40.47.060,STANDARD
32,2024-02-27 14.40.48.577,STANDARD
33,2024-02-27 14.40.50.091,STANDARD
34,2024-02-27 14.40.51.620,STANDARD
35,2024-02-27 14.40.53.147,TARGET
36,2024-02-27 14.40.53.548,KEY PRESS
37,2024-02-27 14.40.54.663,STANDARD
38,2024-02-27 14.40.56.187,STANDARD
39,2024-02-27 14.40.57.713,STANDARD
40,2024-02-27 14.40.59.236,STANDARD
41,2024-02-27 14.41.00.746,STANDARD
42,2024-02-27 14.41.02.275,STANDARD
43,2024-02-27 14.41.03.797,TARGET
44,2024-02-27 14.41.04.398,KEY PRESS
45,2024-02-27 14.41.05.312,STANDARD
46,2024-02-27 14.41.06.822,STANDARD
47,2024-02-27 14.41.08.348,TARGET
48,2024-02-27 14.41.08.813,KEY PRESS
49,2024-02-27 14.41.09.876,STANDARD
50,2024-02-27 14.41.11.400,STANDARD
51,2024-02-27 14.41.12.931,TARGET
52,2024-02-27 14.41.13.295,KEY PRESS
53,2024-02-27 14.41.14.456,STANDARD
54,2024-02-27 14.41.15.985,STANDARD
55,2024-02-27 14.41.17.510,STANDARD
56,2024-02-27 14.41.19.016,TARGET
57,2024-02-27 14.41.19.383,KEY PRESS
58,2024-02-27 14.41.20.527,STANDARD
59,2024-02-27 14.41.22.036,STANDARD
60,2024-02-27 14.41.23.564,STANDARD
61,2024-02-27 14.41.25.093,STANDARD
62,2024-02-27 14.41.26.606,STANDARD
63,2024-02-27 14.41.28.119,STANDARD
64,2024-02-27 14.41.29.629,STANDARD
65,2024-02-27 14.41.31.147,STANDARD
66,2024-02-27 14.41.32.659,TARGET
67,2024-02-27 14.41.33.061,KEY PRESS
68,2024-02-27 14.41.34.160,STANDARD
69,2024-02-27 14.41.35.673,STANDARD
70,2024-02-27 14.41.37.194,STANDARD
71,2024-02-27 14.41.38.707,TARGET
72,2024-02-27 14.41.39.122,KEY PRESS
73,2024-02-27 14.41.40.234,STANDARD
74,2024-02-27 14.41.41.743,TARGET
75,2024-02-27 14.41.42.239,KEY PRESS
76,2024-02-27 14.41.43.270,STANDARD
77,2024-02-27 14.41.44.773,TARGET
78,2024-02-27 14.41.45.251,KEY PRESS
79,2024-02-27 14.41.46.296,STANDARD
80,2024-02-27 14.41.47.822,STANDARD
81,2024-02-27 14.41.49.335,STANDARD
82,2024-02-27 14.41.50.860,STANDARD
83,2024-02-27 14.41.52.382,STANDARD
84,2024-02-27 14.41.53.908,STANDARD
85,2024-02-27 14.41.55.432,STANDARD
86,2024-02-27 14.41.56.943,STANDARD
87,2024-02-27 14.41.58.456,STANDARD
88,2024-02-27 14.41.59.981,STANDARD
89,2024-02-27 14.42.01.496,STANDARD
90,2024-02-27 14.42.03.024,STANDARD
91,2024-02-27 14.42.04.549,STANDARD
92,2024-02-27 14.42.06.077,TARGET
93,2024-02-27 14.42.06.524,KEY PRESS
94,2024-02-27 14.42.07.606,STANDARD
95,2024-02-27 14.42.09.121,TARGET
96,2024-02-27 14.42.09.637,KEY PRESS
97,2024-02-27 14.42.10.625,STANDARD
98,2024-02-27 14.42.12.142,STANDARD
99,2024-02-27 14.42.13.655,STANDARD
100,2024-02-27 14.42.15.178,STANDARD
101,2024-02-27 14.42.16.696,TARGET
102,2024-02-27 14.42.17.111,KEY PRESS
103,2024-02-27 14.42.18.224,TARGET
104,2024-02-27 14.42.18.788,KEY PRESS
105,2024-02-27 14.42.19.750,STANDARD
106,2024-02-27 14.42.21.275,STANDARD
107,2024-02-27 14.42.22.795,STANDARD
108,2024-02-27 14.42.24.316,STANDARD
109,2024-02-27 14.42.25.840,STANDARD
110,2024-02-27 14.42.27.365,STANDARD
111,2024-02-27 14.42.28.872,STANDARD
112,2024-02-27 14.42.30.396,STANDARD
113,2024-02-27 14.42.31.910,TARGET
114,2024-02-27 14.42.32.309,KEY PRESS
115,2024-02-27 14.42.33.438,STANDARD
116,2024-02-27 14.42.34.965,STANDARD
117,2024-02-27 14.42.36.486,STANDARD
118,2024-02-27 14.42.38.014,STANDARD
