,datetimes,events
0,2024-03-29 10.41.42.447,START
1,2024-03-29 10.41.47.446,STANDARD
2,2024-03-29 10.41.48.470,TARGET
3,2024-03-29 10.41.49.103,KEY PRESS
4,2024-03-29 10.41.49.981,STANDARD
5,2024-03-29 10.41.51.510,STANDARD
6,2024-03-29 10.41.53.035,STANDARD
7,2024-03-29 10.41.54.562,TARGET
8,2024-03-29 10.41.54.943,KEY PRESS
9,2024-03-29 10.41.56.084,STANDARD
10,2024-03-29 10.41.57.602,STANDARD
11,2024-03-29 10.41.59.116,STANDARD
12,2024-03-29 10.42.00.618,STANDARD
13,2024-03-29 10.42.02.133,STANDARD
14,2024-03-29 10.42.03.634,STANDARD
15,2024-03-29 10.42.05.137,STANDARD
16,2024-03-29 10.42.06.662,STANDARD
17,2024-03-29 10.42.08.194,STANDARD
18,2024-03-29 10.42.09.724,STANDARD
19,2024-03-29 10.42.11.247,STANDARD
20,2024-03-29 10.42.12.762,STANDARD
21,2024-03-29 10.42.14.289,TARGET
22,2024-03-29 10.42.14.683,KEY PRESS
23,2024-03-29 10.42.15.815,TARGET
24,2024-03-29 10.42.16.230,KEY PRESS
25,2024-03-29 10.42.17.343,STANDARD
26,2024-03-29 10.42.18.872,STANDARD
27,2024-03-29 10.42.20.386,STANDARD
28,2024-03-29 10.42.21.913,STANDARD
29,2024-03-29 10.42.23.444,STANDARD
30,2024-03-29 10.42.24.955,TARGET
31,2024-03-29 10.42.25.337,KEY PRESS
32,2024-03-29 10.42.26.477,TARGET
33,2024-03-29 10.42.26.860,KEY PRESS
34,2024-03-29 10.42.28.006,STANDARD
35,2024-03-29 10.42.29.518,STANDARD
36,2024-03-29 10.42.31.038,STANDARD
37,2024-03-29 10.42.32.540,STANDARD
38,2024-03-29 10.42.34.057,STANDARD
39,2024-03-29 10.42.35.585,STANDARD
40,2024-03-29 10.42.37.107,TARGET
41,2024-03-29 10.42.37.539,KEY PRESS
42,2024-03-29 10.42.38.619,STANDARD
43,2024-03-29 10.42.40.124,STANDARD
44,2024-03-29 10.42.41.636,TARGET
45,2024-03-29 10.42.42.002,KEY PRESS
46,2024-03-29 10.42.43.137,STANDARD
47,2024-03-29 10.42.44.651,STANDARD
48,2024-03-29 10.42.46.176,STANDARD
49,2024-03-29 10.42.47.705,STANDARD
50,2024-03-29 10.42.49.229,TARGET
51,2024-03-29 10.42.49.612,KEY PRESS
52,2024-03-29 10.42.50.758,STANDARD
53,2024-03-29 10.42.52.286,STANDARD
54,2024-03-29 10.42.53.801,STANDARD
55,2024-03-29 10.42.55.316,STANDARD
56,2024-03-29 10.42.56.847,STANDARD
57,2024-03-29 10.42.58.372,TARGET
58,2024-03-29 10.42.58.790,KEY PRESS
59,2024-03-29 10.42.59.889,STANDARD
60,2024-03-29 10.43.01.417,STANDARD
61,2024-03-29 10.43.02.918,STANDARD
62,2024-03-29 10.43.04.444,STANDARD
63,2024-03-29 10.43.05.975,STANDARD
64,2024-03-29 10.43.07.474,STANDARD
65,2024-03-29 10.43.08.988,STANDARD
66,2024-03-29 10.43.10.502,STANDARD
67,2024-03-29 10.43.12.015,TARGET
68,2024-03-29 10.43.12.429,KEY PRESS
69,2024-03-29 10.43.13.531,STANDARD
70,2024-03-29 10.43.15.031,TARGET
71,2024-03-29 10.43.15.395,KEY PRESS
72,2024-03-29 10.43.16.558,STANDARD
73,2024-03-29 10.43.18.083,STANDARD
74,2024-03-29 10.43.19.600,STANDARD
75,2024-03-29 10.43.21.100,TARGET
76,2024-03-29 10.43.21.465,KEY PRESS
77,2024-03-29 10.43.22.625,STANDARD
78,2024-03-29 10.43.24.155,STANDARD
79,2024-03-29 10.43.25.674,TARGET
80,2024-03-29 10.43.26.073,KEY PRESS
81,2024-03-29 10.43.27.188,STANDARD
82,2024-03-29 10.43.28.718,STANDARD
83,2024-03-29 10.43.30.234,STANDARD
84,2024-03-29 10.43.31.746,STANDARD
85,2024-03-29 10.43.33.273,STANDARD
86,2024-03-29 10.43.34.796,TARGET
87,2024-03-29 10.43.35.160,KEY PRESS
88,2024-03-29 10.43.36.323,STANDARD
89,2024-03-29 10.43.37.832,TARGET
90,2024-03-29 10.43.38.260,KEY PRESS
91,2024-03-29 10.43.39.342,STANDARD
92,2024-03-29 10.43.40.866,STANDARD
93,2024-03-29 10.43.42.392,STANDARD
94,2024-03-29 10.43.43.920,STANDARD
95,2024-03-29 10.43.45.442,STANDARD
96,2024-03-29 10.43.46.963,STANDARD
97,2024-03-29 10.43.48.478,STANDARD
98,2024-03-29 10.43.49.995,TARGET
99,2024-03-29 10.43.50.358,KEY PRESS
100,2024-03-29 10.43.51.517,STANDARD
101,2024-03-29 10.43.53.044,STANDARD
102,2024-03-29 10.43.54.563,STANDARD
103,2024-03-29 10.43.56.088,TARGET
104,2024-03-29 10.43.56.486,KEY PRESS
105,2024-03-29 10.43.57.613,STANDARD
106,2024-03-29 10.43.59.138,STANDARD
107,2024-03-29 10.44.00.657,STANDARD
108,2024-03-29 10.44.02.184,STANDARD
109,2024-03-29 10.44.03.708,STANDARD
110,2024-03-29 10.44.05.219,STANDARD
111,2024-03-29 10.44.06.731,STANDARD
112,2024-03-29 10.44.08.254,STANDARD
113,2024-03-29 10.44.09.780,STANDARD
114,2024-03-29 10.44.11.295,STANDARD
115,2024-03-29 10.44.12.806,STANDARD
116,2024-03-29 10.44.14.319,TARGET
117,2024-03-29 10.44.14.668,KEY PRESS
118,2024-03-29 10.44.15.850,TARGET
119,2024-03-29 10.44.16.264,KEY PRESS
120,2024-03-29 10.44.17.379,STANDARD
121,2024-03-29 10.44.18.905,END
