,datetimes,events
0,2024-03-25 13.41.12.924,START
1,2024-03-25 13.41.17.923,STANDARD
2,2024-03-25 13.41.18.941,STANDARD
3,2024-03-25 13.41.20.469,STANDARD
4,2024-03-25 13.41.21.998,STANDARD
5,2024-03-25 13.41.23.525,TARGET
6,2024-03-25 13.41.23.908,KEY PRESS
7,2024-03-25 13.41.25.052,STANDARD
8,2024-03-25 13.41.26.580,TARGET
9,2024-03-25 13.41.27.045,KEY PRESS
10,2024-03-25 13.41.28.101,STANDARD
11,2024-03-25 13.41.29.629,STANDARD
12,2024-03-25 13.41.31.149,STANDARD
13,2024-03-25 13.41.32.672,STANDARD
14,2024-03-25 13.41.34.193,STANDARD
15,2024-03-25 13.41.35.715,STANDARD
16,2024-03-25 13.41.37.235,TARGET
17,2024-03-25 13.41.37.566,KEY PRESS
18,2024-03-25 13.41.38.748,STANDARD
19,2024-03-25 13.41.40.260,STANDARD
20,2024-03-25 13.41.41.785,STANDARD
21,2024-03-25 13.41.43.309,TARGET
22,2024-03-25 13.41.43.660,KEY PRESS
23,2024-03-25 13.41.44.825,STANDARD
24,2024-03-25 13.41.46.326,STANDARD
25,2024-03-25 13.41.47.841,STANDARD
26,2024-03-25 13.41.49.367,STANDARD
27,2024-03-25 13.41.50.891,STANDARD
28,2024-03-25 13.41.52.411,STANDARD
29,2024-03-25 13.41.53.938,STANDARD
30,2024-03-25 13.41.55.467,STANDARD
31,2024-03-25 13.41.56.982,STANDARD
32,2024-03-25 13.41.58.502,TARGET
33,2024-03-25 13.41.59.065,KEY PRESS
34,2024-03-25 13.42.00.021,TARGET
35,2024-03-25 13.42.00.596,KEY PRESS
36,2024-03-25 13.42.01.536,STANDARD
37,2024-03-25 13.42.03.060,TARGET
38,2024-03-25 13.42.03.586,KEY PRESS
39,2024-03-25 13.42.04.583,TARGET
40,2024-03-25 13.42.05.095,KEY PRESS
41,2024-03-25 13.42.06.101,STANDARD
42,2024-03-25 13.42.07.631,STANDARD
43,2024-03-25 13.42.09.146,STANDARD
44,2024-03-25 13.42.10.671,STANDARD
45,2024-03-25 13.42.12.178,STANDARD
46,2024-03-25 13.42.13.705,STANDARD
47,2024-03-25 13.42.15.229,STANDARD
48,2024-03-25 13.42.16.754,STANDARD
49,2024-03-25 13.42.18.281,STANDARD
50,2024-03-25 13.42.19.797,TARGET
51,2024-03-25 13.42.20.075,KEY PRESS
52,2024-03-25 13.42.21.315,TARGET
53,2024-03-25 13.42.21.611,KEY PRESS
54,2024-03-25 13.42.22.832,STANDARD
55,2024-03-25 13.42.24.342,STANDARD
56,2024-03-25 13.42.25.861,STANDARD
57,2024-03-25 13.42.27.383,STANDARD
58,2024-03-25 13.42.28.901,STANDARD
59,2024-03-25 13.42.30.415,STANDARD
60,2024-03-25 13.42.31.931,STANDARD
61,2024-03-25 13.42.33.450,STANDARD
62,2024-03-25 13.42.34.971,TARGET
63,2024-03-25 13.42.35.368,KEY PRESS
64,2024-03-25 13.42.36.500,STANDARD
65,2024-03-25 13.42.37.182,KEY PRESS
66,2024-03-25 13.42.38.011,STANDARD
67,2024-03-25 13.42.39.538,STANDARD
68,2024-03-25 13.42.41.064,STANDARD
69,2024-03-25 13.42.42.588,STANDARD
70,2024-03-25 13.42.44.113,STANDARD
71,2024-03-25 13.42.45.627,STANDARD
72,2024-03-25 13.42.47.155,TARGET
73,2024-03-25 13.42.47.472,KEY PRESS
74,2024-03-25 13.42.48.667,TARGET
75,2024-03-25 13.42.49.128,KEY PRESS
76,2024-03-25 13.42.50.193,STANDARD
77,2024-03-25 13.42.51.721,STANDARD
78,2024-03-25 13.42.53.242,TARGET
79,2024-03-25 13.42.53.641,KEY PRESS
80,2024-03-25 13.42.54.755,STANDARD
81,2024-03-25 13.42.56.281,STANDARD
82,2024-03-25 13.42.57.806,STANDARD
83,2024-03-25 13.42.59.327,STANDARD
84,2024-03-25 13.43.00.857,STANDARD
85,2024-03-25 13.43.02.366,STANDARD
86,2024-03-25 13.43.03.891,STANDARD
87,2024-03-25 13.43.05.420,STANDARD
88,2024-03-25 13.43.06.951,STANDARD
89,2024-03-25 13.43.08.480,TARGET
90,2024-03-25 13.43.08.828,KEY PRESS
91,2024-03-25 13.43.09.995,STANDARD
92,2024-03-25 13.43.11.522,TARGET
93,2024-03-25 13.43.11.872,KEY PRESS
94,2024-03-25 13.43.13.047,STANDARD
95,2024-03-25 13.43.14.574,STANDARD
96,2024-03-25 13.43.16.101,STANDARD
97,2024-03-25 13.43.17.625,STANDARD
98,2024-03-25 13.43.19.154,TARGET
99,2024-03-25 13.43.19.702,KEY PRESS
100,2024-03-25 13.43.20.682,STANDARD
101,2024-03-25 13.43.22.207,STANDARD
102,2024-03-25 13.43.23.734,TARGET
103,2024-03-25 13.43.24.135,KEY PRESS
104,2024-03-25 13.43.25.251,STANDARD
105,2024-03-25 13.43.26.776,STANDARD
106,2024-03-25 13.43.28.307,STANDARD
107,2024-03-25 13.43.29.835,STANDARD
108,2024-03-25 13.43.31.361,STANDARD
109,2024-03-25 13.43.32.879,STANDARD
110,2024-03-25 13.43.34.401,TARGET
111,2024-03-25 13.43.34.685,KEY PRESS
112,2024-03-25 13.43.35.927,STANDARD
113,2024-03-25 13.43.37.455,STANDARD
114,2024-03-25 13.43.38.970,STANDARD
115,2024-03-25 13.43.40.495,STANDARD
116,2024-03-25 13.43.42.023,STANDARD
117,2024-03-25 13.43.43.551,STANDARD
118,2024-03-25 13.43.45.080,STANDARD
119,2024-03-25 13.43.46.608,TARGET
120,2024-03-25 13.43.47.124,KEY PRESS
121,2024-03-25 13.43.48.135,STANDARD
122,2024-03-25 13.43.49.659,END
