,datetimes,events
0,2024-04-05 10.35.30.699,START
1,2024-04-05 10.35.35.699,STANDARD
2,2024-04-05 10.35.36.705,STANDARD
3,2024-04-05 10.35.38.235,STANDARD
4,2024-04-05 10.35.39.762,STANDARD
5,2024-04-05 10.35.41.276,TARGET
6,2024-04-05 10.35.41.689,KEY PRESS
7,2024-04-05 10.35.42.792,STANDARD
8,2024-04-05 10.35.44.321,TARGET
9,2024-04-05 10.35.44.737,KEY PRESS
10,2024-04-05 10.35.45.832,STANDARD
11,2024-04-05 10.35.47.347,STANDARD
12,2024-04-05 10.35.48.877,STANDARD
13,2024-04-05 10.35.50.404,STANDARD
14,2024-04-05 10.35.51.929,STANDARD
15,2024-04-05 10.35.53.443,TARGET
16,2024-04-05 10.35.53.773,KEY PRESS
17,2024-04-05 10.35.54.972,STANDARD
18,2024-04-05 10.35.56.495,STANDARD
19,2024-04-05 10.35.58.017,STANDARD
20,2024-04-05 10.35.59.543,STANDARD
21,2024-04-05 10.36.01.066,TARGET
22,2024-04-05 10.36.01.435,KEY PRESS
23,2024-04-05 10.36.02.578,STANDARD
24,2024-04-05 10.36.04.098,STANDARD
25,2024-04-05 10.36.05.612,STANDARD
26,2024-04-05 10.36.07.136,STANDARD
27,2024-04-05 10.36.08.651,TARGET
28,2024-04-05 10.36.09.002,KEY PRESS
29,2024-04-05 10.36.10.177,STANDARD
30,2024-04-05 10.36.11.682,STANDARD
31,2024-04-05 10.36.13.208,STANDARD
32,2024-04-05 10.36.14.731,STANDARD
33,2024-04-05 10.36.16.233,STANDARD
34,2024-04-05 10.36.17.758,STANDARD
35,2024-04-05 10.36.19.283,TARGET
36,2024-04-05 10.36.19.633,KEY PRESS
37,2024-04-05 10.36.20.784,STANDARD
38,2024-04-05 10.36.22.298,STANDARD
39,2024-04-05 10.36.23.815,TARGET
40,2024-04-05 10.36.24.263,KEY PRESS
41,2024-04-05 10.36.25.343,STANDARD
42,2024-04-05 10.36.26.867,STANDARD
43,2024-04-05 10.36.28.396,STANDARD
44,2024-04-05 10.36.29.927,STANDARD
45,2024-04-05 10.36.31.449,TARGET
46,2024-04-05 10.36.31.799,KEY PRESS
47,2024-04-05 10.36.32.961,STANDARD
48,2024-04-05 10.36.34.490,STANDARD
49,2024-04-05 10.36.36.020,STANDARD
50,2024-04-05 10.36.37.549,STANDARD
51,2024-04-05 10.36.39.066,STANDARD
52,2024-04-05 10.36.40.590,STANDARD
53,2024-04-05 10.36.42.118,TARGET
54,2024-04-05 10.36.42.431,KEY PRESS
55,2024-04-05 10.36.43.645,STANDARD
56,2024-04-05 10.36.45.172,STANDARD
57,2024-04-05 10.36.46.699,STANDARD
58,2024-04-05 10.36.48.226,TARGET
59,2024-04-05 10.36.48.574,KEY PRESS
60,2024-04-05 10.36.49.753,STANDARD
61,2024-04-05 10.36.51.255,STANDARD
62,2024-04-05 10.36.52.771,STANDARD
63,2024-04-05 10.36.54.297,STANDARD
64,2024-04-05 10.36.55.820,STANDARD
65,2024-04-05 10.36.57.341,STANDARD
66,2024-04-05 10.36.58.857,STANDARD
67,2024-04-05 10.37.00.384,TARGET
68,2024-04-05 10.37.00.732,KEY PRESS
69,2024-04-05 10.37.01.904,STANDARD
70,2024-04-05 10.37.03.426,TARGET
71,2024-04-05 10.37.03.838,KEY PRESS
72,2024-04-05 10.37.04.951,STANDARD
73,2024-04-05 10.37.06.467,STANDARD
74,2024-04-05 10.37.07.994,STANDARD
75,2024-04-05 10.37.09.519,STANDARD
76,2024-04-05 10.37.11.019,STANDARD
77,2024-04-05 10.37.12.535,TARGET
78,2024-04-05 10.37.12.919,KEY PRESS
79,2024-04-05 10.37.14.049,TARGET
80,2024-04-05 10.37.14.648,KEY PRESS
81,2024-04-05 10.37.15.566,STANDARD
82,2024-04-05 10.37.17.093,STANDARD
83,2024-04-05 10.37.18.620,STANDARD
84,2024-04-05 10.37.20.133,STANDARD
85,2024-04-05 10.37.21.647,STANDARD
86,2024-04-05 10.37.23.148,TARGET
87,2024-04-05 10.37.23.517,KEY PRESS
88,2024-04-05 10.37.24.664,STANDARD
89,2024-04-05 10.37.26.188,STANDARD
90,2024-04-05 10.37.27.701,STANDARD
91,2024-04-05 10.37.29.214,STANDARD
92,2024-04-05 10.37.30.728,STANDARD
93,2024-04-05 10.37.32.248,STANDARD
94,2024-04-05 10.37.33.768,STANDARD
95,2024-04-05 10.37.35.295,TARGET
96,2024-04-05 10.37.35.739,KEY PRESS
97,2024-04-05 10.37.36.823,STANDARD
98,2024-04-05 10.37.38.335,STANDARD
99,2024-04-05 10.37.39.861,STANDARD
100,2024-04-05 10.37.41.387,TARGET
101,2024-04-05 10.37.41.817,KEY PRESS
102,2024-04-05 10.37.42.915,STANDARD
103,2024-04-05 10.37.44.432,STANDARD
104,2024-04-05 10.37.45.948,TARGET
105,2024-04-05 10.37.46.346,KEY PRESS
106,2024-04-05 10.37.47.476,STANDARD
107,2024-04-05 10.37.48.993,STANDARD
108,2024-04-05 10.37.50.519,STANDARD
109,2024-04-05 10.37.52.046,STANDARD
110,2024-04-05 10.37.53.575,STANDARD
111,2024-04-05 10.37.55.088,STANDARD
112,2024-04-05 10.37.56.618,STANDARD
113,2024-04-05 10.37.58.119,STANDARD
114,2024-04-05 10.37.59.643,TARGET
115,2024-04-05 10.38.00.042,KEY PRESS
116,2024-04-05 10.38.01.174,STANDARD
117,2024-04-05 10.38.02.699,TARGET
118,2024-04-05 10.38.03.082,KEY PRESS
119,2024-04-05 10.38.04.224,STANDARD
120,2024-04-05 10.38.05.736,STANDARD
121,2024-04-05 10.38.07.263,END
