,datetimes,events
0,2024-03-29 14.22.13.430,START
1,2024-03-29 14.22.18.430,STANDARD
2,2024-03-29 14.22.19.448,STANDARD
3,2024-03-29 14.22.20.973,STANDARD
4,2024-03-29 14.22.22.475,STANDARD
5,2024-03-29 14.22.23.998,TARGET
6,2024-03-29 14.22.24.380,KEY PRESS
7,2024-03-29 14.22.25.526,STANDARD
8,2024-03-29 14.22.27.044,STANDARD
9,2024-03-29 14.22.28.559,STANDARD
10,2024-03-29 14.22.30.069,STANDARD
11,2024-03-29 14.22.31.582,TARGET
12,2024-03-29 14.22.31.913,KEY PRESS
13,2024-03-29 14.22.33.112,STANDARD
14,2024-03-29 14.22.34.641,TARGET
15,2024-03-29 14.22.35.090,KEY PRESS
16,2024-03-29 14.22.36.171,STANDARD
17,2024-03-29 14.22.37.682,STANDARD
18,2024-03-29 14.22.39.183,STANDARD
19,2024-03-29 14.22.40.697,STANDARD
20,2024-03-29 14.22.42.227,TARGET
21,2024-03-29 14.22.42.610,KEY PRESS
22,2024-03-29 14.22.43.744,STANDARD
23,2024-03-29 14.22.45.272,STANDARD
24,2024-03-29 14.22.46.787,STANDARD
25,2024-03-29 14.22.48.302,STANDARD
26,2024-03-29 14.22.49.819,TARGET
27,2024-03-29 14.22.50.198,KEY PRESS
28,2024-03-29 14.22.51.347,STANDARD
29,2024-03-29 14.22.52.866,STANDARD
30,2024-03-29 14.22.54.384,STANDARD
31,2024-03-29 14.22.55.896,STANDARD
32,2024-03-29 14.22.57.411,TARGET
33,2024-03-29 14.22.57.777,KEY PRESS
34,2024-03-29 14.22.58.939,STANDARD
35,2024-03-29 14.23.00.464,STANDARD
36,2024-03-29 14.23.01.990,STANDARD
37,2024-03-29 14.23.03.506,STANDARD
38,2024-03-29 14.23.05.018,STANDARD
39,2024-03-29 14.23.06.545,STANDARD
40,2024-03-29 14.23.08.073,TARGET
41,2024-03-29 14.23.08.439,KEY PRESS
42,2024-03-29 14.23.09.599,STANDARD
43,2024-03-29 14.23.11.123,STANDARD
44,2024-03-29 14.23.12.634,STANDARD
45,2024-03-29 14.23.14.160,TARGET
46,2024-03-29 14.23.14.609,KEY PRESS
47,2024-03-29 14.23.15.691,STANDARD
48,2024-03-29 14.23.17.217,STANDARD
49,2024-03-29 14.23.18.719,STANDARD
50,2024-03-29 14.23.20.247,STANDARD
51,2024-03-29 14.23.21.775,STANDARD
52,2024-03-29 14.23.23.298,STANDARD
53,2024-03-29 14.23.24.811,TARGET
54,2024-03-29 14.23.25.176,KEY PRESS
55,2024-03-29 14.23.26.336,STANDARD
