,datetimes,events
0,2024-03-29 17.18.56.303,START
1,2024-03-29 17.19.01.303,STANDARD
2,2024-03-29 17.19.02.315,STANDARD
3,2024-03-29 17.19.03.837,TARGET
4,2024-03-29 17.19.04.172,KEY PRESS
5,2024-03-29 17.19.05.365,STANDARD
6,2024-03-29 17.19.06.882,STANDARD
7,2024-03-29 17.19.08.398,STANDARD
8,2024-03-29 17.19.09.927,TARGET
9,2024-03-29 17.19.10.340,KEY PRESS
10,2024-03-29 17.19.11.449,STANDARD
11,2024-03-29 17.19.12.972,STANDARD
12,2024-03-29 17.19.14.491,STANDARD
13,2024-03-29 17.19.16.013,STANDARD
14,2024-03-29 17.19.17.538,STANDARD
15,2024-03-29 17.19.19.052,STANDARD
16,2024-03-29 17.19.20.553,TARGET
17,2024-03-29 17.19.21.256,KEY PRESS
18,2024-03-29 17.19.22.068,STANDARD
19,2024-03-29 17.19.23.596,STANDARD
20,2024-03-29 17.19.25.124,STANDARD
21,2024-03-29 17.19.26.649,STANDARD
22,2024-03-29 17.19.28.164,TARGET
23,2024-03-29 17.19.28.546,KEY PRESS
24,2024-03-29 17.19.29.689,STANDARD
25,2024-03-29 17.19.31.215,STANDARD
26,2024-03-29 17.19.32.716,STANDARD
27,2024-03-29 17.19.34.240,TARGET
28,2024-03-29 17.19.34.639,KEY PRESS
29,2024-03-29 17.19.35.769,STANDARD
30,2024-03-29 17.19.37.283,TARGET
31,2024-03-29 17.19.37.665,KEY PRESS
32,2024-03-29 17.19.38.810,STANDARD
33,2024-03-29 17.19.40.320,STANDARD
34,2024-03-29 17.19.41.835,STANDARD
35,2024-03-29 17.19.43.348,STANDARD
36,2024-03-29 17.19.44.867,STANDARD
37,2024-03-29 17.19.46.382,TARGET
38,2024-03-29 17.19.46.796,KEY PRESS
39,2024-03-29 17.19.47.907,STANDARD
40,2024-03-29 17.19.49.425,STANDARD
41,2024-03-29 17.19.50.953,STANDARD
42,2024-03-29 17.19.52.478,STANDARD
43,2024-03-29 17.19.53.979,STANDARD
44,2024-03-29 17.19.55.493,TARGET
45,2024-03-29 17.19.55.858,KEY PRESS
46,2024-03-29 17.19.57.005,STANDARD
47,2024-03-29 17.19.58.522,STANDARD
48,2024-03-29 17.20.00.051,STANDARD
49,2024-03-29 17.20.01.570,TARGET
50,2024-03-29 17.20.01.968,KEY PRESS
51,2024-03-29 17.20.03.099,STANDARD
52,2024-03-29 17.20.04.624,STANDARD
53,2024-03-29 17.20.06.137,TARGET
54,2024-03-29 17.20.06.537,KEY PRESS
55,2024-03-29 17.20.07.651,STANDARD
56,2024-03-29 17.20.09.165,STANDARD
57,2024-03-29 17.20.10.694,STANDARD
58,2024-03-29 17.20.12.212,STANDARD
59,2024-03-29 17.20.13.738,STANDARD
60,2024-03-29 17.20.15.251,STANDARD
61,2024-03-29 17.20.16.769,STANDARD
62,2024-03-29 17.20.18.270,STANDARD
63,2024-03-29 17.20.19.797,STANDARD
64,2024-03-29 17.20.21.311,STANDARD
65,2024-03-29 17.20.22.824,STANDARD
66,2024-03-29 17.20.24.350,TARGET
67,2024-03-29 17.20.24.764,KEY PRESS
68,2024-03-29 17.20.25.874,STANDARD
69,2024-03-29 17.20.27.388,STANDARD
70,2024-03-29 17.20.28.905,TARGET
71,2024-03-29 17.20.29.469,KEY PRESS
72,2024-03-29 17.20.30.435,STANDARD
73,2024-03-29 17.20.31.964,STANDARD
74,2024-03-29 17.20.33.489,STANDARD
75,2024-03-29 17.20.35.016,TARGET
76,2024-03-29 17.20.35.463,KEY PRESS
77,2024-03-29 17.20.36.539,TARGET
78,2024-03-29 17.20.37.137,KEY PRESS
79,2024-03-29 17.20.38.057,STANDARD
80,2024-03-29 17.20.39.575,STANDARD
81,2024-03-29 17.20.41.093,STANDARD
82,2024-03-29 17.20.42.608,STANDARD
83,2024-03-29 17.20.44.134,STANDARD
84,2024-03-29 17.20.45.650,STANDARD
85,2024-03-29 17.20.47.176,STANDARD
86,2024-03-29 17.20.48.701,TARGET
87,2024-03-29 17.20.49.067,KEY PRESS
88,2024-03-29 17.20.50.214,STANDARD
