,datetimes,events
0,2024-03-25 16.48.21.921,START
1,2024-03-25 16.48.26.920,TARGET
2,2024-03-25 16.48.27.327,KEY PRESS
3,2024-03-25 16.48.27.929,TARGET
4,2024-03-25 16.48.28.395,KEY PRESS
5,2024-03-25 16.48.29.459,STANDARD
6,2024-03-25 16.48.30.991,STANDARD
7,2024-03-25 16.48.32.513,STANDARD
8,2024-03-25 16.48.34.028,STANDARD
9,2024-03-25 16.48.35.536,STANDARD
10,2024-03-25 16.48.37.046,STANDARD
11,2024-03-25 16.48.38.570,STANDARD
12,2024-03-25 16.48.40.092,STANDARD
13,2024-03-25 16.48.41.621,STANDARD
14,2024-03-25 16.48.43.151,STANDARD
15,2024-03-25 16.48.44.664,STANDARD
16,2024-03-25 16.48.46.187,STANDARD
17,2024-03-25 16.48.47.711,STANDARD
18,2024-03-25 16.48.49.227,TARGET
19,2024-03-25 16.48.49.704,KEY PRESS
20,2024-03-25 16.48.50.744,TARGET
21,2024-03-25 16.48.51.075,KEY PRESS
22,2024-03-25 16.48.52.271,STANDARD
23,2024-03-25 16.48.53.800,STANDARD
24,2024-03-25 16.48.55.313,STANDARD
25,2024-03-25 16.48.56.833,STANDARD
26,2024-03-25 16.48.58.357,STANDARD
27,2024-03-25 16.48.59.871,STANDARD
28,2024-03-25 16.49.01.399,STANDARD
29,2024-03-25 16.49.02.924,TARGET
30,2024-03-25 16.49.03.289,KEY PRESS
31,2024-03-25 16.49.04.449,TARGET
32,2024-03-25 16.49.04.846,KEY PRESS
33,2024-03-25 16.49.05.975,STANDARD
34,2024-03-25 16.49.07.486,STANDARD
35,2024-03-25 16.49.09.008,STANDARD
36,2024-03-25 16.49.10.537,STANDARD
37,2024-03-25 16.49.12.042,STANDARD
38,2024-03-25 16.49.13.573,TARGET
39,2024-03-25 16.49.13.872,KEY PRESS
40,2024-03-25 16.49.15.098,STANDARD
41,2024-03-25 16.49.16.630,STANDARD
42,2024-03-25 16.49.18.159,STANDARD
43,2024-03-25 16.49.19.685,STANDARD
44,2024-03-25 16.49.21.211,STANDARD
45,2024-03-25 16.49.22.724,STANDARD
46,2024-03-25 16.49.24.240,STANDARD
47,2024-03-25 16.49.25.756,TARGET
48,2024-03-25 16.49.26.107,KEY PRESS
49,2024-03-25 16.49.27.266,TARGET
50,2024-03-25 16.49.27.631,KEY PRESS
51,2024-03-25 16.49.28.793,STANDARD
52,2024-03-25 16.49.30.303,STANDARD
53,2024-03-25 16.49.31.828,STANDARD
54,2024-03-25 16.49.33.347,STANDARD
55,2024-03-25 16.49.34.862,STANDARD
56,2024-03-25 16.49.36.383,STANDARD
57,2024-03-25 16.49.37.911,STANDARD
58,2024-03-25 16.49.39.425,STANDARD
59,2024-03-25 16.49.40.939,TARGET
60,2024-03-25 16.49.41.321,KEY PRESS
61,2024-03-25 16.49.42.466,STANDARD
62,2024-03-25 16.49.43.991,STANDARD
63,2024-03-25 16.49.45.502,STANDARD
64,2024-03-25 16.49.47.030,STANDARD
65,2024-03-25 16.49.48.544,TARGET
66,2024-03-25 16.49.48.957,KEY PRESS
67,2024-03-25 16.49.50.065,STANDARD
68,2024-03-25 16.49.51.589,STANDARD
69,2024-03-25 16.49.53.114,STANDARD
70,2024-03-25 16.49.54.642,TARGET
71,2024-03-25 16.49.55.011,KEY PRESS
72,2024-03-25 16.49.56.156,STANDARD
73,2024-03-25 16.49.57.677,STANDARD
74,2024-03-25 16.49.59.204,STANDARD
75,2024-03-25 16.50.00.730,STANDARD
76,2024-03-25 16.50.02.248,STANDARD
77,2024-03-25 16.50.03.775,STANDARD
78,2024-03-25 16.50.05.303,STANDARD
79,2024-03-25 16.50.06.830,TARGET
80,2024-03-25 16.50.07.178,KEY PRESS
81,2024-03-25 16.50.08.358,STANDARD
82,2024-03-25 16.50.09.884,STANDARD
83,2024-03-25 16.50.11.415,TARGET
84,2024-03-25 16.50.11.779,KEY PRESS
85,2024-03-25 16.50.12.940,STANDARD
86,2024-03-25 16.50.14.450,STANDARD
87,2024-03-25 16.50.15.977,STANDARD
88,2024-03-25 16.50.17.506,STANDARD
89,2024-03-25 16.50.19.021,STANDARD
90,2024-03-25 16.50.20.537,STANDARD
91,2024-03-25 16.50.22.068,STANDARD
92,2024-03-25 16.50.23.596,TARGET
93,2024-03-25 16.50.23.945,KEY PRESS
94,2024-03-25 16.50.25.125,STANDARD
95,2024-03-25 16.50.26.654,TARGET
96,2024-03-25 16.50.27.036,KEY PRESS
97,2024-03-25 16.50.28.174,STANDARD
98,2024-03-25 16.50.29.694,STANDARD
99,2024-03-25 16.50.31.210,TARGET
100,2024-03-25 16.50.31.541,KEY PRESS
101,2024-03-25 16.50.32.725,STANDARD
102,2024-03-25 16.50.34.241,STANDARD
103,2024-03-25 16.50.35.756,STANDARD
