,datetimes,events
0,2024-02-23 11.47.36.775,START
1,2024-02-23 11.47.41.775,STANDARD
2,2024-02-23 11.47.42.790,STANDARD
3,2024-02-23 11.47.44.318,STANDARD
4,2024-02-23 11.47.45.840,STANDARD
5,2024-02-23 11.47.47.362,STANDARD
6,2024-02-23 11.47.48.885,TARGET
7,2024-02-23 11.47.49.349,KEY PRESS
8,2024-02-23 11.47.50.415,STANDARD
9,2024-02-23 11.47.51.945,STANDARD
10,2024-02-23 11.47.53.448,TARGET
11,2024-02-23 11.47.53.830,KEY PRESS
12,2024-02-23 11.47.54.972,STANDARD
13,2024-02-23 11.47.56.496,STANDARD
14,2024-02-23 11.47.58.025,STANDARD
15,2024-02-23 11.47.59.549,STANDARD
16,2024-02-23 11.48.01.073,STANDARD
17,2024-02-23 11.48.02.603,TARGET
18,2024-02-23 11.48.03.048,KEY PRESS
19,2024-02-23 11.48.04.127,STANDARD
20,2024-02-23 11.48.05.643,STANDARD
21,2024-02-23 11.48.07.170,STANDARD
22,2024-02-23 11.48.08.684,STANDARD
23,2024-02-23 11.48.10.211,TARGET
24,2024-02-23 11.48.10.742,KEY PRESS
25,2024-02-23 11.48.11.738,STANDARD
26,2024-02-23 11.48.13.266,STANDARD
27,2024-02-23 11.48.14.796,STANDARD
28,2024-02-23 11.48.16.322,STANDARD
29,2024-02-23 11.48.17.834,STANDARD
30,2024-02-23 11.48.19.358,TARGET
31,2024-02-23 11.48.19.758,KEY PRESS
32,2024-02-23 11.48.20.870,TARGET
33,2024-02-23 11.48.21.369,KEY PRESS
34,2024-02-23 11.48.22.398,STANDARD
35,2024-02-23 11.48.23.920,STANDARD
36,2024-02-23 11.48.25.447,STANDARD
37,2024-02-23 11.48.26.973,STANDARD
38,2024-02-23 11.48.28.488,STANDARD
39,2024-02-23 11.48.30.006,STANDARD
40,2024-02-23 11.48.31.537,STANDARD
41,2024-02-23 11.48.33.065,TARGET
42,2024-02-23 11.48.33.564,KEY PRESS
43,2024-02-23 11.48.34.589,STANDARD
44,2024-02-23 11.48.36.119,STANDARD
45,2024-02-23 11.48.37.648,STANDARD
46,2024-02-23 11.48.39.163,TARGET
47,2024-02-23 11.48.39.644,KEY PRESS
48,2024-02-23 11.48.40.685,STANDARD
49,2024-02-23 11.48.42.201,STANDARD
50,2024-02-23 11.48.43.720,STANDARD
51,2024-02-23 11.48.45.237,STANDARD
52,2024-02-23 11.48.46.762,STANDARD
53,2024-02-23 11.48.48.279,TARGET
54,2024-02-23 11.48.48.795,KEY PRESS
55,2024-02-23 11.48.49.801,STANDARD
56,2024-02-23 11.48.51.326,TARGET
57,2024-02-23 11.48.51.774,KEY PRESS
58,2024-02-23 11.48.52.852,STANDARD
59,2024-02-23 11.48.54.378,STANDARD
60,2024-02-23 11.48.55.909,STANDARD
61,2024-02-23 11.48.57.423,STANDARD
62,2024-02-23 11.48.58.936,STANDARD
63,2024-02-23 11.49.00.460,STANDARD
64,2024-02-23 11.49.01.986,TARGET
65,2024-02-23 11.49.02.400,KEY PRESS
66,2024-02-23 11.49.03.508,STANDARD
67,2024-02-23 11.49.05.022,TARGET
68,2024-02-23 11.49.05.623,KEY PRESS
69,2024-02-23 11.49.06.524,STANDARD
70,2024-02-23 11.49.08.038,STANDARD
71,2024-02-23 11.49.09.550,STANDARD
72,2024-02-23 11.49.11.063,STANDARD
73,2024-02-23 11.49.12.589,TARGET
74,2024-02-23 11.49.13.118,KEY PRESS
75,2024-02-23 11.49.14.117,STANDARD
76,2024-02-23 11.49.15.644,STANDARD
77,2024-02-23 11.49.17.172,STANDARD
78,2024-02-23 11.49.18.700,STANDARD
79,2024-02-23 11.49.20.224,STANDARD
80,2024-02-23 11.49.21.751,STANDARD
81,2024-02-23 11.49.23.276,TARGET
82,2024-02-23 11.49.23.737,KEY PRESS
83,2024-02-23 11.49.24.787,STANDARD
84,2024-02-23 11.49.26.311,STANDARD
85,2024-02-23 11.49.27.836,STANDARD
86,2024-02-23 11.49.29.351,STANDARD
87,2024-02-23 11.49.30.874,STANDARD
88,2024-02-23 11.49.32.375,STANDARD
89,2024-02-23 11.49.33.901,STANDARD
90,2024-02-23 11.49.35.420,STANDARD
91,2024-02-23 11.49.36.935,STANDARD
92,2024-02-23 11.49.38.459,STANDARD
93,2024-02-23 11.49.39.960,TARGET
94,2024-02-23 11.49.40.424,KEY PRESS
95,2024-02-23 11.49.41.486,TARGET
96,2024-02-23 11.49.42.030,KEY PRESS
97,2024-02-23 11.49.43.011,TARGET
98,2024-02-23 11.49.43.579,KEY PRESS
99,2024-02-23 11.49.44.524,STANDARD
100,2024-02-23 11.49.46.039,STANDARD
101,2024-02-23 11.49.47.566,STANDARD
102,2024-02-23 11.49.49.090,STANDARD
103,2024-02-23 11.49.50.602,STANDARD
104,2024-02-23 11.49.52.116,TARGET
105,2024-02-23 11.49.52.662,KEY PRESS
106,2024-02-23 11.49.53.630,STANDARD
107,2024-02-23 11.49.55.155,STANDARD
108,2024-02-23 11.49.56.658,STANDARD
109,2024-02-23 11.49.58.172,STANDARD
110,2024-02-23 11.49.59.685,STANDARD
111,2024-02-23 11.50.01.197,STANDARD
112,2024-02-23 11.50.02.726,TARGET
113,2024-02-23 11.50.03.205,KEY PRESS
114,2024-02-23 11.50.04.252,STANDARD
115,2024-02-23 11.50.05.779,STANDARD
116,2024-02-23 11.50.07.302,TARGET
117,2024-02-23 11.50.08.615,KEY PRESS
118,2024-02-23 11.50.08.815,STANDARD
119,2024-02-23 11.50.10.346,STANDARD
