,datetimes,events
0,2024-04-05 09.45.37.785,START
1,2024-04-05 09.45.42.784,STANDARD
2,2024-04-05 09.45.43.799,STANDARD
3,2024-04-05 09.45.45.320,STANDARD
4,2024-04-05 09.45.46.850,STANDARD
5,2024-04-05 09.45.48.373,STANDARD
6,2024-04-05 09.45.49.899,STANDARD
7,2024-04-05 09.45.51.421,TARGET
8,2024-04-05 09.45.51.771,KEY PRESS
9,2024-04-05 09.45.52.952,TARGET
10,2024-04-05 09.45.53.335,KEY PRESS
11,2024-04-05 09.45.54.479,STANDARD
12,2024-04-05 09.45.55.996,STANDARD
13,2024-04-05 09.45.57.507,STANDARD
14,2024-04-05 09.45.59.030,STANDARD
15,2024-04-05 09.46.00.559,STANDARD
16,2024-04-05 09.46.02.062,STANDARD
17,2024-04-05 09.46.03.567,STANDARD
18,2024-04-05 09.46.05.080,TARGET
19,2024-04-05 09.46.05.632,KEY PRESS
20,2024-04-05 09.46.06.596,STANDARD
21,2024-04-05 09.46.08.121,TARGET
22,2024-04-05 09.46.08.489,KEY PRESS
23,2024-04-05 09.46.09.625,STANDARD
24,2024-04-05 09.46.11.125,STANDARD
25,2024-04-05 09.46.12.641,TARGET
26,2024-04-05 09.46.13.091,KEY PRESS
27,2024-04-05 09.46.14.152,STANDARD
28,2024-04-05 09.46.15.665,STANDARD
29,2024-04-05 09.46.17.182,STANDARD
30,2024-04-05 09.46.18.702,STANDARD
31,2024-04-05 09.46.20.229,STANDARD
32,2024-04-05 09.46.21.753,TARGET
33,2024-04-05 09.46.22.251,KEY PRESS
34,2024-04-05 09.46.23.281,STANDARD
35,2024-04-05 09.46.24.794,STANDARD
36,2024-04-05 09.46.26.322,STANDARD
37,2024-04-05 09.46.27.842,STANDARD
38,2024-04-05 09.46.29.371,STANDARD
39,2024-04-05 09.46.30.895,STANDARD
40,2024-04-05 09.46.32.409,TARGET
41,2024-04-05 09.46.32.941,KEY PRESS
42,2024-04-05 09.46.33.931,TARGET
43,2024-04-05 09.46.34.542,KEY PRESS
44,2024-04-05 09.46.35.450,STANDARD
45,2024-04-05 09.46.36.977,STANDARD
46,2024-04-05 09.46.38.491,STANDARD
47,2024-04-05 09.46.40.012,STANDARD
48,2024-04-05 09.46.41.539,STANDARD
49,2024-04-05 09.46.43.043,STANDARD
50,2024-04-05 09.46.44.558,STANDARD
51,2024-04-05 09.46.46.086,TARGET
52,2024-04-05 09.46.46.431,KEY PRESS
53,2024-04-05 09.46.47.610,STANDARD
54,2024-04-05 09.46.49.136,STANDARD
55,2024-04-05 09.46.50.651,TARGET
56,2024-04-05 09.46.51.050,KEY PRESS
57,2024-04-05 09.46.52.153,STANDARD
58,2024-04-05 09.46.53.676,STANDARD
59,2024-04-05 09.46.55.203,STANDARD
60,2024-04-05 09.46.56.718,STANDARD
61,2024-04-05 09.46.58.240,TARGET
62,2024-04-05 09.46.58.856,KEY PRESS
63,2024-04-05 09.46.59.763,STANDARD
64,2024-04-05 09.47.01.287,STANDARD
65,2024-04-05 09.47.02.805,TARGET
66,2024-04-05 09.47.03.286,KEY PRESS
67,2024-04-05 09.47.04.321,STANDARD
68,2024-04-05 09.47.05.846,STANDARD
69,2024-04-05 09.47.07.374,STANDARD
70,2024-04-05 09.47.08.887,STANDARD
71,2024-04-05 09.47.10.412,STANDARD
72,2024-04-05 09.47.11.914,STANDARD
73,2024-04-05 09.47.13.429,TARGET
74,2024-04-05 09.47.13.796,KEY PRESS
75,2024-04-05 09.47.14.938,STANDARD
76,2024-04-05 09.47.16.453,TARGET
77,2024-04-05 09.47.16.971,KEY PRESS
78,2024-04-05 09.47.17.962,STANDARD
79,2024-04-05 09.47.19.475,STANDARD
80,2024-04-05 09.47.21.006,STANDARD
81,2024-04-05 09.47.22.510,STANDARD
82,2024-04-05 09.47.24.025,STANDARD
83,2024-04-05 09.47.25.550,STANDARD
84,2024-04-05 09.47.27.057,STANDARD
85,2024-04-05 09.47.28.559,STANDARD
86,2024-04-05 09.47.30.084,STANDARD
87,2024-04-05 09.47.31.611,STANDARD
88,2024-04-05 09.47.33.137,STANDARD
89,2024-04-05 09.47.34.661,TARGET
90,2024-04-05 09.47.35.164,KEY PRESS
91,2024-04-05 09.47.36.176,STANDARD
92,2024-04-05 09.47.37.699,TARGET
93,2024-04-05 09.47.38.162,KEY PRESS
94,2024-04-05 09.47.39.224,STANDARD
95,2024-04-05 09.47.40.749,STANDARD
96,2024-04-05 09.47.42.261,STANDARD
97,2024-04-05 09.47.43.784,TARGET
98,2024-04-05 09.47.44.182,KEY PRESS
99,2024-04-05 09.47.45.309,STANDARD
100,2024-04-05 09.47.46.836,STANDARD
101,2024-04-05 09.47.48.344,STANDARD
102,2024-04-05 09.47.49.868,STANDARD
103,2024-04-05 09.47.51.394,STANDARD
104,2024-04-05 09.47.52.905,TARGET
105,2024-04-05 09.47.53.484,KEY PRESS
106,2024-04-05 09.47.54.429,STANDARD
107,2024-04-05 09.47.55.958,STANDARD
108,2024-04-05 09.47.57.483,STANDARD
109,2024-04-05 09.47.59.012,STANDARD
110,2024-04-05 09.48.00.527,STANDARD
111,2024-04-05 09.48.02.038,STANDARD
112,2024-04-05 09.48.03.556,STANDARD
113,2024-04-05 09.48.05.087,STANDARD
114,2024-04-05 09.48.06.617,TARGET
115,2024-04-05 09.48.07.013,KEY PRESS
116,2024-04-05 09.48.08.130,STANDARD
117,2024-04-05 09.48.09.659,STANDARD
118,2024-04-05 09.48.11.176,STANDARD
119,2024-04-05 09.48.12.704,TARGET
120,2024-04-05 09.48.13.054,KEY PRESS
121,2024-04-05 09.48.14.204,END
