,datetimes,events
0,2024-02-23 10.09.11.768,START
1,2024-02-23 10.09.16.768,10.00 Hz START
2,2024-02-23 10.09.24.807,10.00 Hz END
3,2024-02-23 10.09.39.809,12.00 Hz START
4,2024-02-23 10.09.47.829,12.00 Hz END
5,2024-02-23 10.10.02.830,7.50 Hz START
6,2024-02-23 10.10.10.887,7.50 Hz END
7,2024-02-23 10.10.25.888,8.57 Hz START
8,2024-02-23 10.10.33.911,8.57 Hz END
9,2024-02-23 10.10.48.912,END
