,datetimes,events
0,2024-04-03 14.08.59.644,START
1,2024-04-03 14.09.04.643,7.50 Hz START
2,2024-04-03 14.09.12.652,7.50 Hz END
3,2024-04-03 14.09.27.651,10.00 Hz START
4,2024-04-03 14.09.35.658,10.00 Hz END
5,2024-04-03 14.09.50.659,8.57 Hz START
6,2024-04-03 14.09.58.682,8.57 Hz END
7,2024-04-03 14.10.13.682,12.00 Hz START
8,2024-04-03 14.10.21.706,12.00 Hz END
9,2024-04-03 14.10.36.707,END
