,datetimes,events
0,2024-02-23 10.36.37.130,START
1,2024-02-23 10.36.42.129,STANDARD
2,2024-02-23 10.36.43.149,STANDARD
3,2024-02-23 10.36.44.675,STANDARD
4,2024-02-23 10.36.46.203,STANDARD
5,2024-02-23 10.36.47.713,TARGET
6,2024-02-23 10.36.48.162,KEY PRESS
7,2024-02-23 10.36.49.242,STANDARD
8,2024-02-23 10.36.50.765,TARGET
9,2024-02-23 10.36.51.213,KEY PRESS
10,2024-02-23 10.36.52.294,STANDARD
11,2024-02-23 10.36.53.822,STANDARD
12,2024-02-23 10.36.55.350,STANDARD
13,2024-02-23 10.36.56.878,TARGET
14,2024-02-23 10.36.57.424,KEY PRESS
15,2024-02-23 10.36.58.401,TARGET
16,2024-02-23 10.36.58.898,KEY PRESS
17,2024-02-23 10.36.59.921,STANDARD
18,2024-02-23 10.37.01.449,STANDARD
19,2024-02-23 10.37.02.966,STANDARD
20,2024-02-23 10.37.04.478,STANDARD
21,2024-02-23 10.37.06.007,STANDARD
22,2024-02-23 10.37.07.533,STANDARD
23,2024-02-23 10.37.09.061,STANDARD
24,2024-02-23 10.37.10.585,STANDARD
25,2024-02-23 10.37.12.115,STANDARD
26,2024-02-23 10.37.13.641,STANDARD
27,2024-02-23 10.37.15.169,TARGET
28,2024-02-23 10.37.15.802,KEY PRESS
29,2024-02-23 10.37.16.692,STANDARD
30,2024-02-23 10.37.18.208,STANDARD
31,2024-02-23 10.37.19.732,STANDARD
32,2024-02-23 10.37.21.246,STANDARD
33,2024-02-23 10.37.22.762,STANDARD
34,2024-02-23 10.37.24.288,STANDARD
35,2024-02-23 10.37.25.816,TARGET
36,2024-02-23 10.37.26.230,KEY PRESS
37,2024-02-23 10.37.27.343,STANDARD
38,2024-02-23 10.37.28.863,STANDARD
39,2024-02-23 10.37.30.378,TARGET
40,2024-02-23 10.37.30.892,KEY PRESS
41,2024-02-23 10.37.31.907,STANDARD
42,2024-02-23 10.37.33.430,STANDARD
43,2024-02-23 10.37.34.951,STANDARD
44,2024-02-23 10.37.36.466,STANDARD
45,2024-02-23 10.37.37.992,STANDARD
46,2024-02-23 10.37.39.509,STANDARD
47,2024-02-23 10.37.41.034,TARGET
48,2024-02-23 10.37.41.447,KEY PRESS
49,2024-02-23 10.37.42.561,STANDARD
50,2024-02-23 10.37.44.076,STANDARD
51,2024-02-23 10.37.45.588,STANDARD
52,2024-02-23 10.37.47.120,STANDARD
53,2024-02-23 10.37.48.642,STANDARD
54,2024-02-23 10.37.50.157,STANDARD
55,2024-02-23 10.37.51.684,STANDARD
56,2024-02-23 10.37.53.211,STANDARD
57,2024-02-23 10.37.54.717,TARGET
58,2024-02-23 10.37.55.266,KEY PRESS
59,2024-02-23 10.37.56.248,TARGET
60,2024-02-23 10.37.56.662,KEY PRESS
61,2024-02-23 10.37.57.761,STANDARD
62,2024-02-23 10.37.59.287,STANDARD
63,2024-02-23 10.38.00.801,STANDARD
64,2024-02-23 10.38.02.330,STANDARD
65,2024-02-23 10.38.03.855,TARGET
66,2024-02-23 10.38.04.287,KEY PRESS
67,2024-02-23 10.38.05.384,TARGET
68,2024-02-23 10.38.05.766,KEY PRESS
69,2024-02-23 10.38.06.912,STANDARD
70,2024-02-23 10.38.08.444,STANDARD
71,2024-02-23 10.38.09.962,STANDARD
72,2024-02-23 10.38.11.481,STANDARD
73,2024-02-23 10.38.13.010,TARGET
74,2024-02-23 10.38.13.529,KEY PRESS
75,2024-02-23 10.38.14.528,STANDARD
76,2024-02-23 10.38.16.043,STANDARD
77,2024-02-23 10.38.17.554,STANDARD
78,2024-02-23 10.38.19.081,STANDARD
79,2024-02-23 10.38.20.612,STANDARD
80,2024-02-23 10.38.22.123,STANDARD
81,2024-02-23 10.38.23.637,STANDARD
82,2024-02-23 10.38.25.165,STANDARD
83,2024-02-23 10.38.26.681,TARGET
84,2024-02-23 10.38.27.129,KEY PRESS
85,2024-02-23 10.38.28.182,STANDARD
86,2024-02-23 10.38.29.686,STANDARD
87,2024-02-23 10.38.31.206,STANDARD
88,2024-02-23 10.38.32.731,STANDARD
89,2024-02-23 10.38.34.258,TARGET
90,2024-02-23 10.38.34.740,KEY PRESS
91,2024-02-23 10.38.35.782,TARGET
92,2024-02-23 10.38.36.215,KEY PRESS
93,2024-02-23 10.38.37.283,STANDARD
94,2024-02-23 10.38.38.786,STANDARD
95,2024-02-23 10.38.40.301,STANDARD
96,2024-02-23 10.38.41.829,STANDARD
97,2024-02-23 10.38.43.339,TARGET
98,2024-02-23 10.38.43.756,KEY PRESS
99,2024-02-23 10.38.44.854,STANDARD
100,2024-02-23 10.38.46.363,STANDARD
101,2024-02-23 10.38.47.889,STANDARD
102,2024-02-23 10.38.49.404,STANDARD
103,2024-02-23 10.38.50.920,STANDARD
104,2024-02-23 10.38.52.447,STANDARD
105,2024-02-23 10.38.53.974,TARGET
106,2024-02-23 10.38.54.394,KEY PRESS
107,2024-02-23 10.38.55.476,STANDARD
108,2024-02-23 10.38.56.991,STANDARD
109,2024-02-23 10.38.58.513,STANDARD
110,2024-02-23 10.39.00.038,STANDARD
111,2024-02-23 10.39.01.551,STANDARD
112,2024-02-23 10.39.03.080,STANDARD
113,2024-02-23 10.39.04.595,TARGET
114,2024-02-23 10.39.05.026,KEY PRESS
115,2024-02-23 10.39.06.123,STANDARD
116,2024-02-23 10.39.07.637,TARGET
117,2024-02-23 10.39.08.170,KEY PRESS
118,2024-02-23 10.39.09.145,STANDARD
119,2024-02-23 10.39.10.657,STANDARD
120,2024-02-23 10.39.12.188,STANDARD
121,2024-02-23 10.39.13.704,END
