,datetimes,events
0,2024-02-23 11.32.14.647,START
1,2024-02-23 11.32.19.647,8.57 Hz START
2,2024-02-23 11.32.27.676,8.57 Hz END
3,2024-02-23 11.32.42.677,12.00 Hz START
4,2024-02-23 11.32.50.703,12.00 Hz END
5,2024-02-23 11.33.05.704,7.50 Hz START
6,2024-02-23 11.33.13.766,7.50 Hz END
7,2024-02-23 11.33.28.769,10.00 Hz START
8,2024-02-23 11.33.36.773,10.00 Hz END
9,2024-02-23 11.33.51.774,END
