,datetimes,events
0,2024-04-03 14.44.15.305,START
1,2024-04-03 14.44.20.304,STANDARD
2,2024-04-03 14.44.21.321,STANDARD
3,2024-04-03 14.44.22.853,TARGET
4,2024-04-03 14.44.23.285,KEY PRESS
5,2024-04-03 14.44.24.380,STANDARD
6,2024-04-03 14.44.25.884,STANDARD
7,2024-04-03 14.44.27.385,STANDARD
8,2024-04-03 14.44.28.897,STANDARD
9,2024-04-03 14.44.30.424,TARGET
10,2024-04-03 14.44.30.759,KEY PRESS
11,2024-04-03 14.44.31.947,STANDARD
12,2024-04-03 14.44.33.473,STANDARD
13,2024-04-03 14.44.34.987,TARGET
14,2024-04-03 14.44.35.401,KEY PRESS
15,2024-04-03 14.44.36.504,TARGET
16,2024-04-03 14.44.36.935,KEY PRESS
17,2024-04-03 14.44.38.029,STANDARD
18,2024-04-03 14.44.39.550,STANDARD
19,2024-04-03 14.44.41.074,STANDARD
20,2024-04-03 14.44.42.597,STANDARD
21,2024-04-03 14.44.44.114,STANDARD
22,2024-04-03 14.44.45.631,STANDARD
23,2024-04-03 14.44.47.160,STANDARD
24,2024-04-03 14.44.48.673,STANDARD
25,2024-04-03 14.44.50.188,STANDARD
26,2024-04-03 14.44.51.717,STANDARD
27,2024-04-03 14.44.53.243,STANDARD
28,2024-04-03 14.44.54.751,TARGET
29,2024-04-03 14.44.55.164,KEY PRESS
30,2024-04-03 14.44.56.274,STANDARD
31,2024-04-03 14.44.57.800,TARGET
32,2024-04-03 14.44.58.178,KEY PRESS
33,2024-04-03 14.44.59.327,STANDARD
34,2024-04-03 14.45.00.856,STANDARD
35,2024-04-03 14.45.02.386,STANDARD
36,2024-04-03 14.45.03.911,STANDARD
37,2024-04-03 14.45.05.438,STANDARD
38,2024-04-03 14.45.06.950,TARGET
39,2024-04-03 14.45.07.316,KEY PRESS
40,2024-04-03 14.45.08.465,STANDARD
41,2024-04-03 14.45.09.981,STANDARD
42,2024-04-03 14.45.11.502,STANDARD
43,2024-04-03 14.45.13.026,STANDARD
44,2024-04-03 14.45.14.542,STANDARD
45,2024-04-03 14.45.16.057,TARGET
46,2024-04-03 14.45.16.423,KEY PRESS
47,2024-04-03 14.45.17.570,STANDARD
48,2024-04-03 14.45.19.095,STANDARD
49,2024-04-03 14.45.20.621,STANDARD
50,2024-04-03 14.45.22.149,STANDARD
51,2024-04-03 14.45.23.659,TARGET
52,2024-04-03 14.45.24.072,KEY PRESS
53,2024-04-03 14.45.25.178,TARGET
