,datetimes,events
0,2024-03-29 14.31.37.973,START
1,2024-03-29 14.31.42.972,STANDARD
2,2024-03-29 14.31.43.979,STANDARD
3,2024-03-29 14.31.45.492,TARGET
4,2024-03-29 14.31.45.842,KEY PRESS
5,2024-03-29 14.31.47.005,STANDARD
6,2024-03-29 14.31.48.521,STANDARD
7,2024-03-29 14.31.50.042,STANDARD
8,2024-03-29 14.31.51.570,STANDARD
9,2024-03-29 14.31.53.091,TARGET
10,2024-03-29 14.31.53.439,KEY PRESS
11,2024-03-29 14.31.54.617,STANDARD
12,2024-03-29 14.31.56.139,STANDARD
13,2024-03-29 14.31.57.647,STANDARD
14,2024-03-29 14.31.59.169,STANDARD
15,2024-03-29 14.32.00.694,STANDARD
16,2024-03-29 14.32.02.220,STANDARD
17,2024-03-29 14.32.03.743,TARGET
18,2024-03-29 14.32.04.140,KEY PRESS
19,2024-03-29 14.32.05.268,STANDARD
20,2024-03-29 14.32.06.794,STANDARD
21,2024-03-29 14.32.08.303,STANDARD
22,2024-03-29 14.32.09.823,STANDARD
23,2024-03-29 14.32.11.339,TARGET
24,2024-03-29 14.32.11.706,KEY PRESS
25,2024-03-29 14.32.12.866,STANDARD
26,2024-03-29 14.32.14.379,STANDARD
27,2024-03-29 14.32.15.906,STANDARD
28,2024-03-29 14.32.17.418,TARGET
29,2024-03-29 14.32.17.783,KEY PRESS
30,2024-03-29 14.32.18.945,STANDARD
31,2024-03-29 14.32.20.466,TARGET
32,2024-03-29 14.32.20.899,KEY PRESS
33,2024-03-29 14.32.21.981,STANDARD
34,2024-03-29 14.32.23.505,STANDARD
35,2024-03-29 14.32.25.020,STANDARD
36,2024-03-29 14.32.26.542,STANDARD
37,2024-03-29 14.32.28.069,TARGET
38,2024-03-29 14.32.28.450,KEY PRESS
39,2024-03-29 14.32.29.592,TARGET
40,2024-03-29 14.32.30.040,KEY PRESS
41,2024-03-29 14.32.31.115,STANDARD
42,2024-03-29 14.32.32.638,STANDARD
43,2024-03-29 14.32.34.165,STANDARD
44,2024-03-29 14.32.35.689,STANDARD
45,2024-03-29 14.32.37.215,STANDARD
46,2024-03-29 14.32.38.728,STANDARD
47,2024-03-29 14.32.40.255,STANDARD
48,2024-03-29 14.32.41.773,STANDARD
49,2024-03-29 14.32.43.291,STANDARD
50,2024-03-29 14.32.44.803,STANDARD
51,2024-03-29 14.32.46.332,STANDARD
52,2024-03-29 14.32.47.851,TARGET
53,2024-03-29 14.32.48.395,KEY PRESS
54,2024-03-29 14.32.49.370,STANDARD
55,2024-03-29 14.32.50.886,STANDARD
56,2024-03-29 14.32.52.397,STANDARD
57,2024-03-29 14.32.53.922,TARGET
58,2024-03-29 14.32.54.339,KEY PRESS
59,2024-03-29 14.32.55.446,STANDARD
60,2024-03-29 14.32.56.970,STANDARD
61,2024-03-29 14.32.58.485,TARGET
62,2024-03-29 14.32.58.878,KEY PRESS
63,2024-03-29 14.33.00.004,STANDARD
64,2024-03-29 14.33.01.529,STANDARD
65,2024-03-29 14.33.03.045,STANDARD
66,2024-03-29 14.33.04.574,TARGET
67,2024-03-29 14.33.04.976,KEY PRESS
68,2024-03-29 14.33.06.086,STANDARD
69,2024-03-29 14.33.07.612,STANDARD
70,2024-03-29 14.33.09.126,STANDARD
71,2024-03-29 14.33.10.642,STANDARD
72,2024-03-29 14.33.12.168,STANDARD
73,2024-03-29 14.33.13.691,STANDARD
74,2024-03-29 14.33.15.213,STANDARD
75,2024-03-29 14.33.16.738,TARGET
76,2024-03-29 14.33.17.102,KEY PRESS
77,2024-03-29 14.33.18.265,STANDARD
78,2024-03-29 14.33.19.793,STANDARD
79,2024-03-29 14.33.21.322,STANDARD
80,2024-03-29 14.33.22.846,STANDARD
81,2024-03-29 14.33.24.374,STANDARD
82,2024-03-29 14.33.25.885,STANDARD
83,2024-03-29 14.33.27.404,TARGET
84,2024-03-29 14.33.27.884,KEY PRESS
85,2024-03-29 14.33.28.932,STANDARD
86,2024-03-29 14.33.30.458,STANDARD
87,2024-03-29 14.33.31.987,STANDARD
88,2024-03-29 14.33.33.518,STANDARD
89,2024-03-29 14.33.35.045,STANDARD
90,2024-03-29 14.33.36.558,STANDARD
91,2024-03-29 14.33.38.087,TARGET
92,2024-03-29 14.33.38.500,KEY PRESS
93,2024-03-29 14.33.39.609,STANDARD
94,2024-03-29 14.33.41.124,STANDARD
95,2024-03-29 14.33.42.638,TARGET
96,2024-03-29 14.33.43.167,KEY PRESS
97,2024-03-29 14.33.44.158,STANDARD
98,2024-03-29 14.33.45.662,STANDARD
99,2024-03-29 14.33.47.187,STANDARD
100,2024-03-29 14.33.48.715,TARGET
101,2024-03-29 14.33.49.146,KEY PRESS
102,2024-03-29 14.33.50.244,STANDARD
103,2024-03-29 14.33.51.776,STANDARD
104,2024-03-29 14.33.53.301,STANDARD
105,2024-03-29 14.33.54.826,STANDARD
106,2024-03-29 14.33.56.352,STANDARD
107,2024-03-29 14.33.57.879,TARGET
108,2024-03-29 14.33.58.279,KEY PRESS
109,2024-03-29 14.33.59.395,TARGET
110,2024-03-29 14.33.59.844,KEY PRESS
111,2024-03-29 14.34.00.926,STANDARD
112,2024-03-29 14.34.02.449,STANDARD
113,2024-03-29 14.34.03.975,STANDARD
114,2024-03-29 14.34.05.501,STANDARD
115,2024-03-29 14.34.07.016,STANDARD
116,2024-03-29 14.34.08.541,STANDARD
117,2024-03-29 14.34.10.069,STANDARD
118,2024-03-29 14.34.11.583,STANDARD
119,2024-03-29 14.34.13.111,TARGET
120,2024-03-29 14.34.13.592,KEY PRESS
121,2024-03-29 14.34.14.634,END
