,datetimes,events
0,2024-04-05 10.42.10.397,START
1,2024-04-05 10.42.15.397,STANDARD
2,2024-04-05 10.42.16.415,STANDARD
3,2024-04-05 10.42.17.929,STANDARD
4,2024-04-05 10.42.19.452,STANDARD
5,2024-04-05 10.42.20.966,TARGET
6,2024-04-05 10.42.21.366,KEY PRESS
7,2024-04-05 10.42.22.480,STANDARD
8,2024-04-05 10.42.24.007,STANDARD
9,2024-04-05 10.42.25.524,STANDARD
10,2024-04-05 10.42.27.042,STANDARD
11,2024-04-05 10.42.28.553,TARGET
12,2024-04-05 10.42.28.918,KEY PRESS
13,2024-04-05 10.42.30.081,STANDARD
14,2024-04-05 10.42.31.610,STANDARD
15,2024-04-05 10.42.33.110,STANDARD
16,2024-04-05 10.42.34.636,STANDARD
17,2024-04-05 10.42.36.167,STANDARD
18,2024-04-05 10.42.37.682,TARGET
19,2024-04-05 10.42.38.096,KEY PRESS
20,2024-04-05 10.42.39.211,STANDARD
21,2024-04-05 10.42.40.713,TARGET
22,2024-04-05 10.42.41.230,KEY PRESS
23,2024-04-05 10.42.42.232,STANDARD
24,2024-04-05 10.42.43.757,STANDARD
25,2024-04-05 10.42.45.284,TARGET
26,2024-04-05 10.42.45.752,KEY PRESS
27,2024-04-05 10.42.46.791,STANDARD
28,2024-04-05 10.42.48.304,STANDARD
29,2024-04-05 10.42.49.817,STANDARD
30,2024-04-05 10.42.51.329,TARGET
31,2024-04-05 10.42.51.780,KEY PRESS
32,2024-04-05 10.42.52.842,STANDARD
33,2024-04-05 10.42.54.342,STANDARD
34,2024-04-05 10.42.55.870,STANDARD
35,2024-04-05 10.42.57.386,STANDARD
36,2024-04-05 10.42.58.911,STANDARD
37,2024-04-05 10.43.00.437,STANDARD
38,2024-04-05 10.43.01.962,STANDARD
39,2024-04-05 10.43.03.483,STANDARD
40,2024-04-05 10.43.05.005,STANDARD
41,2024-04-05 10.43.06.524,STANDARD
42,2024-04-05 10.43.08.046,STANDARD
43,2024-04-05 10.43.09.572,STANDARD
44,2024-04-05 10.43.11.094,TARGET
45,2024-04-05 10.43.11.542,KEY PRESS
46,2024-04-05 10.43.12.623,STANDARD
47,2024-04-05 10.43.14.151,TARGET
48,2024-04-05 10.43.14.668,KEY PRESS
49,2024-04-05 10.43.15.681,TARGET
50,2024-04-05 10.43.16.264,KEY PRESS
51,2024-04-05 10.43.17.193,STANDARD
52,2024-04-05 10.43.18.705,STANDARD
53,2024-04-05 10.43.20.229,STANDARD
54,2024-04-05 10.43.21.755,STANDARD
55,2024-04-05 10.43.23.270,TARGET
56,2024-04-05 10.43.23.767,KEY PRESS
57,2024-04-05 10.43.24.795,STANDARD
58,2024-04-05 10.43.26.309,STANDARD
59,2024-04-05 10.43.27.833,STANDARD
60,2024-04-05 10.43.29.359,STANDARD
61,2024-04-05 10.43.30.872,STANDARD
62,2024-04-05 10.43.32.386,STANDARD
63,2024-04-05 10.43.33.915,STANDARD
64,2024-04-05 10.43.35.438,STANDARD
65,2024-04-05 10.43.36.959,STANDARD
66,2024-04-05 10.43.38.490,STANDARD
67,2024-04-05 10.43.40.009,TARGET
68,2024-04-05 10.43.40.478,KEY PRESS
69,2024-04-05 10.43.41.525,STANDARD
70,2024-04-05 10.43.43.051,STANDARD
71,2024-04-05 10.43.44.554,TARGET
