,datetimes,events
0,2024-02-27 14.36.01.299,START
1,2024-02-27 14.36.06.297,STANDARD
2,2024-02-27 14.36.07.320,STANDARD
3,2024-02-27 14.36.08.830,STANDARD
4,2024-02-27 14.36.10.349,STANDARD
5,2024-02-27 14.36.11.866,STANDARD
6,2024-02-27 14.36.13.388,STANDARD
7,2024-02-27 14.36.14.898,STANDARD
8,2024-02-27 14.36.16.411,STANDARD
9,2024-02-27 14.36.17.931,TARGET
10,2024-02-27 14.36.18.391,KEY PRESS
11,2024-02-27 14.36.19.444,TARGET
12,2024-02-27 14.36.19.891,KEY PRESS
13,2024-02-27 14.36.20.960,STANDARD
14,2024-02-27 14.36.22.470,STANDARD
15,2024-02-27 14.36.23.987,STANDARD
16,2024-02-27 14.36.25.502,STANDARD
17,2024-02-27 14.36.27.021,STANDARD
18,2024-02-27 14.36.28.535,STANDARD
19,2024-02-27 14.36.30.053,TARGET
20,2024-02-27 14.36.30.513,KEY PRESS
21,2024-02-27 14.36.31.573,STANDARD
22,2024-02-27 14.36.33.085,TARGET
23,2024-02-27 14.36.33.529,KEY PRESS
24,2024-02-27 14.36.34.597,STANDARD
25,2024-02-27 14.36.36.109,TARGET
26,2024-02-27 14.36.36.542,KEY PRESS
27,2024-02-27 14.36.37.630,STANDARD
28,2024-02-27 14.36.39.140,STANDARD
29,2024-02-27 14.36.40.656,STANDARD
30,2024-02-27 14.36.42.169,STANDARD
31,2024-02-27 14.36.43.682,STANDARD
32,2024-02-27 14.36.45.201,STANDARD
33,2024-02-27 14.36.46.718,TARGET
34,2024-02-27 14.36.47.161,KEY PRESS
35,2024-02-27 14.36.48.226,STANDARD
36,2024-02-27 14.36.49.736,STANDARD
37,2024-02-27 14.36.51.250,STANDARD
38,2024-02-27 14.36.52.760,STANDARD
39,2024-02-27 14.36.54.284,STANDARD
40,2024-02-27 14.36.55.803,STANDARD
41,2024-02-27 14.36.57.316,STANDARD
42,2024-02-27 14.36.58.830,STANDARD
43,2024-02-27 14.37.00.344,TARGET
44,2024-02-27 14.37.00.725,KEY PRESS
45,2024-02-27 14.37.01.861,TARGET
46,2024-02-27 14.37.02.338,KEY PRESS
47,2024-02-27 14.37.03.388,STANDARD
48,2024-02-27 14.37.04.903,STANDARD
49,2024-02-27 14.37.06.416,STANDARD
50,2024-02-27 14.37.07.927,STANDARD
51,2024-02-27 14.37.09.452,STANDARD
52,2024-02-27 14.37.10.970,STANDARD
53,2024-02-27 14.37.12.485,TARGET
54,2024-02-27 14.37.12.998,KEY PRESS
55,2024-02-27 14.37.14.001,STANDARD
