,datetimes,events
0,2024-02-27 11.37.53.254,START
1,2024-02-27 11.37.58.254,STANDARD
2,2024-02-27 11.37.59.276,STANDARD
3,2024-02-27 11.38.00.776,TARGET
4,2024-02-27 11.38.01.344,KEY PRESS
5,2024-02-27 11.38.02.298,STANDARD
6,2024-02-27 11.38.03.823,STANDARD
7,2024-02-27 11.38.05.347,TARGET
8,2024-02-27 11.38.05.848,KEY PRESS
9,2024-02-27 11.38.06.860,STANDARD
10,2024-02-27 11.38.08.375,STANDARD
11,2024-02-27 11.38.09.900,STANDARD
12,2024-02-27 11.38.11.417,STANDARD
13,2024-02-27 11.38.12.927,STANDARD
14,2024-02-27 11.38.14.455,STANDARD
15,2024-02-27 11.38.15.968,STANDARD
16,2024-02-27 11.38.17.497,TARGET
17,2024-02-27 11.38.17.961,KEY PRESS
18,2024-02-27 11.38.19.015,STANDARD
19,2024-02-27 11.38.20.516,TARGET
20,2024-02-27 11.38.21.015,KEY PRESS
21,2024-02-27 11.38.22.044,STANDARD
22,2024-02-27 11.38.23.568,STANDARD
23,2024-02-27 11.38.25.081,STANDARD
24,2024-02-27 11.38.26.582,STANDARD
25,2024-02-27 11.38.28.097,STANDARD
26,2024-02-27 11.38.29.612,STANDARD
27,2024-02-27 11.38.31.139,STANDARD
28,2024-02-27 11.38.32.667,TARGET
29,2024-02-27 11.38.33.146,KEY PRESS
30,2024-02-27 11.38.34.192,STANDARD
31,2024-02-27 11.38.35.709,STANDARD
32,2024-02-27 11.38.37.222,STANDARD
33,2024-02-27 11.38.38.749,STANDARD
34,2024-02-27 11.38.40.274,STANDARD
35,2024-02-27 11.38.41.787,TARGET
36,2024-02-27 11.38.42.290,KEY PRESS
37,2024-02-27 11.38.43.302,STANDARD
38,2024-02-27 11.38.44.829,STANDARD
39,2024-02-27 11.38.46.359,STANDARD
40,2024-02-27 11.38.47.875,STANDARD
41,2024-02-27 11.38.49.390,TARGET
42,2024-02-27 11.38.49.940,KEY PRESS
43,2024-02-27 11.38.50.904,STANDARD
44,2024-02-27 11.38.52.416,STANDARD
45,2024-02-27 11.38.53.924,TARGET
46,2024-02-27 11.38.54.504,KEY PRESS
47,2024-02-27 11.38.55.439,STANDARD
48,2024-02-27 11.38.56.960,STANDARD
49,2024-02-27 11.38.58.490,STANDARD
50,2024-02-27 11.39.00.017,TARGET
51,2024-02-27 11.39.00.530,KEY PRESS
52,2024-02-27 11.39.01.543,STANDARD
53,2024-02-27 11.39.03.065,STANDARD
54,2024-02-27 11.39.04.579,STANDARD
55,2024-02-27 11.39.06.083,STANDARD
56,2024-02-27 11.39.07.598,STANDARD
57,2024-02-27 11.39.09.129,TARGET
58,2024-02-27 11.39.09.608,KEY PRESS
59,2024-02-27 11.39.10.655,STANDARD
60,2024-02-27 11.39.12.177,STANDARD
