datetime,sample,chnl-1-raw,chnl-2-raw,chnl-3-raw,action
2024-02-23 11.39.58.504,2442.0,32.67235565185547,-59.012451171875,-230.19241333007807,
2024-02-23 11.39.58.508,2443.0,8.079696655273438,-70.19352722167969,-249.6224670410156,
2024-02-23 11.39.58.513,2444.0,-36.7951545715332,-66.73042297363281,-250.7813415527344,
2024-02-23 11.39.58.517,2445.0,-80.50703430175781,-60.14890670776367,-227.22171020507807,
2024-02-23 11.39.58.522,2446.0,-105.22923278808594,-57.55685043334961,-175.6319580078125,
2024-02-23 11.39.58.527,2447.0,-103.95993041992188,-60.37006759643555,-101.6169204711914,
2024-02-23 11.39.58.531,2448.0,-83.54659271240234,-64.2776870727539,-17.49493408203125,
2024-02-23 11.39.58.538,2449.0,-59.24348449707031,-57.46098709106445,64.23551940917969,
2024-02-23 11.39.58.542,2450.0,-46.87433624267578,-33.02059555053711,131.36485290527344,
2024-02-23 11.39.58.547,2451.0,-53.43152618408203,9.47751235961914,176.4196319580078,
2024-02-23 11.39.58.552,2452.0,-73.23495483398438,60.65237808227539,198.31085205078125,
2024-02-23 11.39.58.555,2453.0,-90.56201934814452,104.71880340576172,200.8514709472656,
2024-02-23 11.39.58.562,2454.0,-87.81028747558594,127.88406372070312,190.6923675537109,
2024-02-23 11.39.58.566,2455.0,-55.17573165893555,122.9845199584961,173.6269989013672,
2024-02-23 11.39.58.571,2456.0,3.88174819946289,93.11990356445312,151.56005859375,
2024-02-23 11.39.58.577,2457.0,73.74658203125,52.67706680297852,125.01947021484376,
2024-02-23 11.39.58.580,2458.0,133.8875732421875,21.15740966796875,93.28672790527344,
2024-02-23 11.39.58.585,2459.0,169.213134765625,8.464649200439453,55.43551254272461,
2024-02-23 11.39.58.590,2460.0,176.07199096679688,15.992919921875,13.669708251953123,
2024-02-23 11.39.58.596,2461.0,163.46421813964844,32.02606964111328,-24.61909484863281,
2024-02-23 11.39.58.601,2462.0,146.77740478515625,36.024139404296875,-54.535762786865234,
2024-02-23 11.39.58.604,2463.0,138.71441650390625,12.034141540527344,-70.04502868652344,
2024-02-23 11.39.58.611,2464.0,141.4458465576172,-46.25726318359375,-67.74778747558594,
2024-02-23 11.39.58.615,2465.0,145.62265014648438,-128.572509765625,-49.749114990234375,
2024-02-23 11.39.58.619,2466.0,134.33799743652344,-210.2859344482422,-21.930553436279297,
2024-02-23 11.39.58.625,2467.0,92.59522247314452,-262.72247314453125,5.394752502441406,
2024-02-23 11.39.58.628,2468.0,17.73977279663086,-265.3331298828125,23.34208297729492,
2024-02-23 11.39.58.635,2469.0,-76.73692321777344,-212.91018676757807,27.12761688232422,
2024-02-23 11.39.58.640,2470.0,-164.74237060546875,-120.51856994628906,17.67209243774414,
2024-02-23 11.39.58.645,2471.0,-218.04583740234372,-18.67340850830078,3.54849624633789,
2024-02-23 11.39.58.648,2472.0,-218.5225524902344,61.31206893920898,-1.6629753112792969,
2024-02-23 11.39.58.652,2473.0,-166.57199096679688,96.46501922607422,15.688213348388672,
2024-02-23 11.39.58.659,2474.0,-81.495361328125,83.01123809814453,62.70226287841797,
2024-02-23 11.39.58.663,2475.0,7.604923248291016,35.0849723815918,136.82583618164062,
2024-02-23 11.39.58.668,2476.0,74.3634033203125,-22.744186401367188,223.7547149658203,
2024-02-23 11.39.58.673,2477.0,106.23542022705078,-65.86311340332031,300.5047302246094,
2024-02-23 11.39.58.676,2478.0,108.59829711914062,-78.80697631835938,342.1674194335937,
2024-02-23 11.39.58.682,2479.0,99.79177856445312,-63.605987548828125,333.1962890625,
2024-02-23 11.39.58.687,2480.0,99.13333892822266,-34.66426467895508,269.7349853515625,
2024-02-23 11.39.58.693,2481.0,115.57093811035156,-9.781692504882812,165.154296875,
2024-02-23 11.39.58.698,2482.0,141.77377319335938,-3.370277404785156,46.19987869262695,
2024-02-23 11.39.58.700,2483.0,157.76641845703125,-19.90171813964844,-56.78653717041016,
2024-02-23 11.39.58.707,2484.0,141.6177520751953,-50.89252471923828,-118.62693786621094,
2024-02-23 11.39.58.712,2485.0,83.18937683105469,-82.76095581054688,-131.41941833496094,
2024-02-23 11.39.58.717,2486.0,-7.701427459716797,-105.04118347167967,-105.7589874267578,
2024-02-23 11.39.58.722,2487.0,-102.5876922607422,-113.35467529296876,-65.13217163085938,
2024-02-23 11.39.58.725,2488.0,-165.63104248046875,-113.08372497558594,-38.82538604736328,
2024-02-23 11.39.58.731,2489.0,-168.66546630859375,-115.79222106933594,-46.871002197265625,
2024-02-23 11.39.58.736,2490.0,-105.5741195678711,-130.75404357910156,-92.08999633789062,
2024-02-23 11.39.58.741,2491.0,2.938518524169922,-159.00770568847656,-158.48898315429688,
2024-02-23 11.39.58.745,2492.0,115.98641967773438,-192.6010284423828,-216.64791870117188,
2024-02-23 11.39.58.749,2493.0,188.35459899902344,-214.93161010742188,-239.0484619140625,
2024-02-23 11.39.58.755,2494.0,188.88229370117188,-209.5211639404297,-211.1142120361328,
2024-02-23 11.39.58.760,2495.0,113.36311340332033,-166.29234313964844,-136.389404296875,
2024-02-23 11.39.58.766,2496.0,-13.52022933959961,-87.67472839355469,-41.72532272338867,
2024-02-23 11.39.58.771,2497.0,-147.95468139648438,11.299419403076172,37.36945343017578,
2024-02-23 11.39.58.774,2498.0,-244.39913940429688,110.64646911621094,70.85659790039062,
2024-02-23 11.39.58.780,2499.0,-272.41510009765625,192.0160675048828,43.97554016113281,
2024-02-23 11.39.58.784,2500.0,-226.41387939453125,243.02886962890625,-33.32696533203125,
