,datetimes,events
0,2024-02-27 15.00.38.738,START
1,2024-02-27 15.00.43.738,STANDARD
2,2024-02-27 15.00.44.755,TARGET
3,2024-02-27 15.00.45.249,KEY PRESS
4,2024-02-27 15.00.46.266,STANDARD
5,2024-02-27 15.00.47.794,STANDARD
6,2024-02-27 15.00.49.307,STANDARD
7,2024-02-27 15.00.50.821,STANDARD
8,2024-02-27 15.00.52.336,STANDARD
9,2024-02-27 15.00.53.853,STANDARD
10,2024-02-27 15.00.55.377,TARGET
11,2024-02-27 15.00.55.856,KEY PRESS
12,2024-02-27 15.00.56.899,STANDARD
13,2024-02-27 15.00.58.418,TARGET
14,2024-02-27 15.00.58.863,KEY PRESS
15,2024-02-27 15.00.59.929,STANDARD
16,2024-02-27 15.01.01.450,STANDARD
17,2024-02-27 15.01.02.961,STANDARD
18,2024-02-27 15.01.04.481,STANDARD
19,2024-02-27 15.01.06.000,STANDARD
20,2024-02-27 15.01.07.516,STANDARD
21,2024-02-27 15.01.09.038,TARGET
22,2024-02-27 15.01.09.503,KEY PRESS
23,2024-02-27 15.01.10.563,STANDARD
24,2024-02-27 15.01.12.079,STANDARD
25,2024-02-27 15.01.13.594,TARGET
26,2024-02-27 15.01.14.159,KEY PRESS
27,2024-02-27 15.01.15.119,STANDARD
28,2024-02-27 15.01.16.619,STANDARD
29,2024-02-27 15.01.18.139,STANDARD
30,2024-02-27 15.01.19.663,TARGET
31,2024-02-27 15.01.20.059,KEY PRESS
32,2024-02-27 15.01.21.182,STANDARD
33,2024-02-27 15.01.22.698,STANDARD
34,2024-02-27 15.01.24.216,STANDARD
35,2024-02-27 15.01.25.737,STANDARD
36,2024-02-27 15.01.27.254,STANDARD
37,2024-02-27 15.01.28.773,STANDARD
38,2024-02-27 15.01.30.290,STANDARD
39,2024-02-27 15.01.31.810,STANDARD
40,2024-02-27 15.01.33.335,STANDARD
41,2024-02-27 15.01.34.859,STANDARD
42,2024-02-27 15.01.36.372,STANDARD
43,2024-02-27 15.01.37.890,TARGET
44,2024-02-27 15.01.38.338,KEY PRESS
45,2024-02-27 15.01.39.420,TARGET
46,2024-02-27 15.01.39.983,KEY PRESS
47,2024-02-27 15.01.40.935,STANDARD
48,2024-02-27 15.01.42.451,STANDARD
49,2024-02-27 15.01.43.966,TARGET
50,2024-02-27 15.01.44.470,KEY PRESS
51,2024-02-27 15.01.45.482,STANDARD
52,2024-02-27 15.01.46.992,STANDARD
53,2024-02-27 15.01.48.515,STANDARD
54,2024-02-27 15.01.50.019,STANDARD
55,2024-02-27 15.01.51.541,STANDARD
56,2024-02-27 15.01.53.053,TARGET
