,datetimes,events
0,2024-02-23 11.12.55.764,START
1,2024-02-23 11.13.00.763,STANDARD
2,2024-02-23 11.13.01.782,STANDARD
3,2024-02-23 11.13.03.310,STANDARD
4,2024-02-23 11.13.04.841,STANDARD
5,2024-02-23 11.13.06.374,STANDARD
6,2024-02-23 11.13.07.890,STANDARD
7,2024-02-23 11.13.09.420,STANDARD
8,2024-02-23 11.13.10.947,STANDARD
9,2024-02-23 11.13.12.476,TARGET
10,2024-02-23 11.13.12.991,KEY PRESS
11,2024-02-23 11.13.14.004,TARGET
12,2024-02-23 11.13.14.367,KEY PRESS
13,2024-02-23 11.13.15.528,STANDARD
14,2024-02-23 11.13.17.042,TARGET
15,2024-02-23 11.13.17.658,KEY PRESS
16,2024-02-23 11.13.18.570,TARGET
17,2024-02-23 11.13.19.002,KEY PRESS
18,2024-02-23 11.13.20.097,STANDARD
19,2024-02-23 11.13.21.609,STANDARD
20,2024-02-23 11.13.23.137,STANDARD
21,2024-02-23 11.13.24.663,STANDARD
22,2024-02-23 11.13.26.188,STANDARD
23,2024-02-23 11.13.27.697,STANDARD
24,2024-02-23 11.13.29.221,STANDARD
25,2024-02-23 11.13.30.752,STANDARD
26,2024-02-23 11.13.32.282,STANDARD
27,2024-02-23 11.13.33.797,TARGET
28,2024-02-23 11.13.34.246,KEY PRESS
29,2024-02-23 11.13.35.325,STANDARD
30,2024-02-23 11.13.36.852,STANDARD
31,2024-02-23 11.13.38.377,STANDARD
32,2024-02-23 11.13.39.900,STANDARD
33,2024-02-23 11.13.41.425,TARGET
34,2024-02-23 11.13.41.869,KEY PRESS
35,2024-02-23 11.13.42.951,STANDARD
36,2024-02-23 11.13.44.479,STANDARD
37,2024-02-23 11.13.46.007,TARGET
38,2024-02-23 11.13.46.420,KEY PRESS
39,2024-02-23 11.13.47.538,STANDARD
40,2024-02-23 11.13.49.067,STANDARD
41,2024-02-23 11.13.50.581,STANDARD
42,2024-02-23 11.13.52.109,STANDARD
43,2024-02-23 11.13.53.636,STANDARD
44,2024-02-23 11.13.55.166,STANDARD
45,2024-02-23 11.13.56.666,TARGET
46,2024-02-23 11.13.57.181,KEY PRESS
47,2024-02-23 11.13.58.189,STANDARD
48,2024-02-23 11.13.59.698,STANDARD
49,2024-02-23 11.14.01.222,TARGET
50,2024-02-23 11.14.01.654,KEY PRESS
51,2024-02-23 11.14.02.737,STANDARD
52,2024-02-23 11.14.04.266,TARGET
53,2024-02-23 11.14.04.698,KEY PRESS
54,2024-02-23 11.14.05.791,STANDARD
55,2024-02-23 11.14.07.314,STANDARD
56,2024-02-23 11.14.08.829,STANDARD
57,2024-02-23 11.14.10.357,STANDARD
58,2024-02-23 11.14.11.885,STANDARD
59,2024-02-23 11.14.13.409,STANDARD
60,2024-02-23 11.14.14.933,STANDARD
61,2024-02-23 11.14.16.451,STANDARD
62,2024-02-23 11.14.17.975,STANDARD
63,2024-02-23 11.14.19.499,TARGET
64,2024-02-23 11.14.20.028,KEY PRESS
65,2024-02-23 11.14.21.026,STANDARD
66,2024-02-23 11.14.22.546,STANDARD
67,2024-02-23 11.14.24.072,STANDARD
68,2024-02-23 11.14.25.600,TARGET
69,2024-02-23 11.14.26.079,KEY PRESS
70,2024-02-23 11.14.27.126,STANDARD
71,2024-02-23 11.14.28.652,STANDARD
72,2024-02-23 11.14.30.178,STANDARD
73,2024-02-23 11.14.31.709,STANDARD
74,2024-02-23 11.14.33.236,TARGET
75,2024-02-23 11.14.33.700,KEY PRESS
76,2024-02-23 11.14.34.753,STANDARD
77,2024-02-23 11.14.36.264,STANDARD
78,2024-02-23 11.14.37.775,STANDARD
79,2024-02-23 11.14.39.287,STANDARD
80,2024-02-23 11.14.40.800,STANDARD
81,2024-02-23 11.14.42.329,STANDARD
82,2024-02-23 11.14.43.845,TARGET
83,2024-02-23 11.14.44.377,KEY PRESS
84,2024-02-23 11.14.45.373,STANDARD
85,2024-02-23 11.14.46.888,STANDARD
86,2024-02-23 11.14.48.399,TARGET
87,2024-02-23 11.14.48.898,KEY PRESS
88,2024-02-23 11.14.49.915,STANDARD
89,2024-02-23 11.14.51.428,STANDARD
90,2024-02-23 11.14.52.941,STANDARD
91,2024-02-23 11.14.54.465,STANDARD
92,2024-02-23 11.14.55.982,STANDARD
93,2024-02-23 11.14.57.510,TARGET
94,2024-02-23 11.14.57.929,KEY PRESS
95,2024-02-23 11.14.59.022,STANDARD
96,2024-02-23 11.15.00.552,STANDARD
97,2024-02-23 11.15.02.061,TARGET
98,2024-02-23 11.15.02.495,KEY PRESS
99,2024-02-23 11.15.03.588,STANDARD
100,2024-02-23 11.15.05.100,STANDARD
101,2024-02-23 11.15.06.628,STANDARD
102,2024-02-23 11.15.08.151,STANDARD
103,2024-02-23 11.15.09.665,STANDARD
104,2024-02-23 11.15.11.186,STANDARD
105,2024-02-23 11.15.12.703,STANDARD
106,2024-02-23 11.15.14.211,TARGET
107,2024-02-23 11.15.14.624,KEY PRESS
108,2024-02-23 11.15.15.736,STANDARD
109,2024-02-23 11.15.17.256,STANDARD
110,2024-02-23 11.15.18.781,TARGET
111,2024-02-23 11.15.19.261,KEY PRESS
112,2024-02-23 11.15.20.308,STANDARD
113,2024-02-23 11.15.21.820,STANDARD
114,2024-02-23 11.15.23.343,TARGET
115,2024-02-23 11.15.23.824,KEY PRESS
116,2024-02-23 11.15.24.870,STANDARD
117,2024-02-23 11.15.26.401,STANDARD
118,2024-02-23 11.15.27.926,STANDARD
119,2024-02-23 11.15.29.442,STANDARD
120,2024-02-23 11.15.30.952,STANDARD
121,2024-02-23 11.15.32.464,END
