,datetimes,events
0,2024-04-01 15.38.19.265,START
1,2024-04-01 15.38.24.264,STANDARD
2,2024-04-01 15.38.25.281,TARGET
3,2024-04-01 15.38.25.780,KEY PRESS
4,2024-04-01 15.38.26.805,STANDARD
5,2024-04-01 15.38.28.330,STANDARD
6,2024-04-01 15.38.29.853,STANDARD
7,2024-04-01 15.38.31.378,STANDARD
8,2024-04-01 15.38.32.908,STANDARD
9,2024-04-01 15.38.34.420,STANDARD
10,2024-04-01 15.38.35.950,STANDARD
11,2024-04-01 15.38.37.472,TARGET
12,2024-04-01 15.38.37.936,KEY PRESS
13,2024-04-01 15.38.39.002,STANDARD
14,2024-04-01 15.38.40.517,STANDARD
15,2024-04-01 15.38.42.032,TARGET
16,2024-04-01 15.38.42.478,KEY PRESS
17,2024-04-01 15.38.43.552,STANDARD
18,2024-04-01 15.38.45.080,STANDARD
19,2024-04-01 15.38.46.596,STANDARD
20,2024-04-01 15.38.48.112,STANDARD
21,2024-04-01 15.38.49.625,STANDARD
22,2024-04-01 15.38.51.155,TARGET
23,2024-04-01 15.38.51.573,KEY PRESS
24,2024-04-01 15.38.52.671,STANDARD
25,2024-04-01 15.38.54.194,TARGET
26,2024-04-01 15.38.54.558,KEY PRESS
27,2024-04-01 15.38.55.724,STANDARD
28,2024-04-01 15.38.57.252,STANDARD
29,2024-04-01 15.38.58.753,TARGET
30,2024-04-01 15.38.59.103,KEY PRESS
31,2024-04-01 15.39.00.269,STANDARD
32,2024-04-01 15.39.01.771,STANDARD
33,2024-04-01 15.39.03.293,STANDARD
34,2024-04-01 15.39.04.814,STANDARD
35,2024-04-01 15.39.06.344,STANDARD
36,2024-04-01 15.39.07.866,STANDARD
37,2024-04-01 15.39.09.379,STANDARD
38,2024-04-01 15.39.10.904,STANDARD
39,2024-04-01 15.39.12.432,STANDARD
40,2024-04-01 15.39.13.947,TARGET
41,2024-04-01 15.39.14.463,KEY PRESS
42,2024-04-01 15.39.15.456,TARGET
43,2024-04-01 15.39.15.840,KEY PRESS
44,2024-04-01 15.39.16.968,STANDARD
45,2024-04-01 15.39.18.484,STANDARD
46,2024-04-01 15.39.19.995,STANDARD
47,2024-04-01 15.39.21.517,STANDARD
48,2024-04-01 15.39.23.037,STANDARD
49,2024-04-01 15.39.24.561,STANDARD
50,2024-04-01 15.39.26.079,STANDARD
51,2024-04-01 15.39.27.603,STANDARD
52,2024-04-01 15.39.29.110,STANDARD
53,2024-04-01 15.39.30.624,STANDARD
54,2024-04-01 15.39.32.137,STANDARD
55,2024-04-01 15.39.33.650,STANDARD
56,2024-04-01 15.39.35.172,TARGET
57,2024-04-01 15.39.35.638,KEY PRESS
