,datetimes,events
0,2024-03-25 15.02.23.318,START
1,2024-03-25 15.02.28.318,STANDARD
2,2024-03-25 15.02.29.332,STANDARD
3,2024-03-25 15.02.30.861,STANDARD
4,2024-03-25 15.02.32.387,STANDARD
5,2024-03-25 15.02.33.899,STANDARD
6,2024-03-25 15.02.35.407,TARGET
7,2024-03-25 15.02.36.928,STANDARD
8,2024-03-25 15.02.38.451,TARGET
9,2024-03-25 15.02.39.980,STANDARD
10,2024-03-25 15.02.41.510,STANDARD
11,2024-03-25 15.02.43.027,STANDARD
12,2024-03-25 15.02.44.544,TARGET
13,2024-03-25 15.02.46.071,STANDARD
14,2024-03-25 15.02.47.598,STANDARD
15,2024-03-25 15.02.49.112,STANDARD
16,2024-03-25 15.02.50.639,STANDARD
17,2024-03-25 15.02.52.164,TARGET
18,2024-03-25 15.02.53.677,STANDARD
19,2024-03-25 15.02.55.193,STANDARD
20,2024-03-25 15.02.56.714,STANDARD
21,2024-03-25 15.02.58.239,TARGET
22,2024-03-25 15.02.59.768,STANDARD
23,2024-03-25 15.03.01.298,STANDARD
24,2024-03-25 15.03.02.812,TARGET
25,2024-03-25 15.03.04.318,STANDARD
26,2024-03-25 15.03.05.847,STANDARD
27,2024-03-25 15.03.07.370,STANDARD
28,2024-03-25 15.03.08.895,STANDARD
29,2024-03-25 15.03.10.407,STANDARD
30,2024-03-25 15.03.11.932,STANDARD
31,2024-03-25 15.03.13.460,TARGET
32,2024-03-25 15.03.14.976,STANDARD
33,2024-03-25 15.03.16.508,STANDARD
34,2024-03-25 15.03.18.030,STANDARD
35,2024-03-25 15.03.19.544,STANDARD
36,2024-03-25 15.03.21.069,STANDARD
37,2024-03-25 15.03.22.591,STANDARD
38,2024-03-25 15.03.24.120,TARGET
39,2024-03-25 15.03.25.644,STANDARD
40,2024-03-25 15.03.27.163,STANDARD
41,2024-03-25 15.03.28.678,STANDARD
42,2024-03-25 15.03.30.203,STANDARD
43,2024-03-25 15.03.31.729,STANDARD
44,2024-03-25 15.03.33.253,STANDARD
45,2024-03-25 15.03.34.776,TARGET
46,2024-03-25 15.03.36.291,STANDARD
47,2024-03-25 15.03.37.818,STANDARD
48,2024-03-25 15.03.39.319,TARGET
49,2024-03-25 15.03.40.833,STANDARD
50,2024-03-25 15.03.42.359,STANDARD
51,2024-03-25 15.03.43.885,STANDARD
52,2024-03-25 15.03.45.406,STANDARD
53,2024-03-25 15.03.46.933,STANDARD
54,2024-03-25 15.03.48.463,TARGET
55,2024-03-25 15.03.49.989,TARGET
56,2024-03-25 15.03.51.507,STANDARD
57,2024-03-25 15.03.53.035,STANDARD
58,2024-03-25 15.03.54.559,STANDARD
59,2024-03-25 15.03.56.087,STANDARD
60,2024-03-25 15.03.57.604,STANDARD
61,2024-03-25 15.03.59.106,STANDARD
62,2024-03-25 15.04.00.629,STANDARD
63,2024-03-25 15.04.02.151,STANDARD
64,2024-03-25 15.04.03.678,TARGET
65,2024-03-25 15.04.05.195,STANDARD
66,2024-03-25 15.04.06.707,TARGET
67,2024-03-25 15.04.08.224,STANDARD
68,2024-03-25 15.04.09.747,STANDARD
69,2024-03-25 15.04.11.263,STANDARD
70,2024-03-25 15.04.12.786,STANDARD
71,2024-03-25 15.04.14.302,TARGET
72,2024-03-25 15.04.15.821,STANDARD
73,2024-03-25 15.04.17.336,TARGET
74,2024-03-25 15.04.18.858,STANDARD
75,2024-03-25 15.04.20.374,STANDARD
76,2024-03-25 15.04.21.888,STANDARD
77,2024-03-25 15.04.23.417,STANDARD
78,2024-03-25 15.04.24.936,STANDARD
79,2024-03-25 15.04.26.452,STANDARD
80,2024-03-25 15.04.27.966,STANDARD
81,2024-03-25 15.04.29.481,TARGET
82,2024-03-25 15.04.31.012,STANDARD
83,2024-03-25 15.04.32.541,STANDARD
84,2024-03-25 15.04.34.067,STANDARD
85,2024-03-25 15.04.35.579,STANDARD
86,2024-03-25 15.04.37.087,STANDARD
87,2024-03-25 15.04.38.614,TARGET
88,2024-03-25 15.04.40.130,STANDARD
89,2024-03-25 15.04.41.658,STANDARD
90,2024-03-25 15.04.43.180,STANDARD
91,2024-03-25 15.04.44.706,STANDARD
92,2024-03-25 15.04.46.221,TARGET
93,2024-03-25 15.04.47.737,STANDARD
94,2024-03-25 15.04.49.251,STANDARD
95,2024-03-25 15.04.50.774,STANDARD
96,2024-03-25 15.04.52.286,STANDARD
97,2024-03-25 15.04.53.799,STANDARD
98,2024-03-25 15.04.55.329,STANDARD
99,2024-03-25 15.04.56.842,TARGET
100,2024-03-25 15.04.58.370,STANDARD
101,2024-03-25 15.04.59.894,END
